all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,393185,548634,3168,2850,1872,157283


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"

original sentence,"In 1997 , the Thai navy reported the interception of a 16 - meter boat after a chase off the Thai port of Ranong , and the confiscation of two tons of weapons and ammunition ."
wrong word,Thai 5
mutation sentence,"In 1997 , the Thai navy also reported the interception of a 16 - meter boat after a chase off the Thai port of Ranong , and the confiscation of two tons of weapons and ammunition ."
mutation sentence,"In 1997 , the Thai navy reportedly reported the interception of a 16 - meter boat after a chase off the Thai port of Ranong , and the confiscation of two tons of weapons and ammunition ."
mutation sentence,"In 1997 , the Thai navy again reported the interception of a 16 - meter boat after a chase off the Thai port of Ranong , and the confiscation of two tons of weapons and ammunition ."

original sentence,A Sri Lanka - born Tamil with a Norwegian passport was arrested by Thai authorities in 2000 for his links with the LTTE .
wrong word,Thai 14
mutation sentence,A Sri Lanka - born Tamil with a Norwegian passport was arrested by Thai authorities again in 2000 for his links with the LTTE .
mutation sentence,A Sri Lanka - born Tamil with a Norwegian passport was arrested by Thai authorities there in 2000 for his links with the LTTE .

original sentence,But to address the substance of this Big Lie is to risk falling into its logic .
wrong word,Big 8
mutation sentence,But to address the substance of this Big Lie now is to risk falling into its logic .
mutation sentence,But to address the substance of this Big Lie again is to risk falling into its logic .

original sentence,Prominent Southern Republicans were something of a rare breed in those days .
wrong word,Southern 2
mutation sentence,Prominent former Southern Republicans were something of a rare breed in those days .
mutation sentence,Prominent Democratic Southern Republicans were something of a rare breed in those days .
mutation sentence,Prominent Southern Democratic Republicans were something of a rare breed in those days .
wrong word,Prominent 1
mutation sentence,Prominent Democratic Southern Republicans were something of a rare breed in those days .

original sentence,Are the adherent of ' Crowleyan Thelema ' and others of similar ilk appropriating or appropriating from the appropriators to redirect ' energy ? '
wrong word,Crowleyan 6
mutation sentence,Are the individual adherent of ' Crowleyan Thelema ' and others of similar ilk appropriating or appropriating from the appropriators to redirect ' energy ? '
mutation sentence,Are the genuine adherent of ' Crowleyan Thelema ' and others of similar ilk appropriating or appropriating from the appropriators to redirect ' energy ? '
mutation sentence,Are the original adherent of ' Crowleyan Thelema ' and others of similar ilk appropriating or appropriating from the appropriators to redirect ' energy ? '
mutation sentence,Are the faithful adherent of ' Crowleyan Thelema ' and others of similar ilk appropriating or appropriating from the appropriators to redirect ' energy ? '
mutation sentence,Are the free adherent of ' Crowleyan Thelema ' and others of similar ilk appropriating or appropriating from the appropriators to redirect ' energy ? '
mutation sentence,Are the new adherent of ' Crowleyan Thelema ' and others of similar ilk appropriating or appropriating from the appropriators to redirect ' energy ? '
mutation sentence,Are the former adherent of ' Crowleyan Thelema ' and others of similar ilk appropriating or appropriating from the appropriators to redirect ' energy ? '
mutation sentence,Are the occasional adherent of ' Crowleyan Thelema ' and others of similar ilk appropriating or appropriating from the appropriators to redirect ' energy ? '
mutation sentence,Are the true adherent of ' Crowleyan Thelema ' and others of similar ilk appropriating or appropriating from the appropriators to redirect ' energy ? '
mutation sentence,Are the current adherent of ' Crowleyan Thelema ' and others of similar ilk appropriating or appropriating from the appropriators to redirect ' energy ? '
mutation sentence,Are the adherent of ' Crowleyan Thelema ' and perhaps others of similar ilk appropriating or appropriating from the appropriators to redirect ' energy ? '

original sentence,"Simply , the questions permeate the entire ' Western ( Mystery ) Tradition ' and perhaps ' Eastern ' as well , as they relate to the confluence of politics and spirituality ."
wrong word,Eastern 18
mutation sentence,"Simply , the questions permeate the entire ' Western ( Mystery ) Tradition ' and perhaps ' Inner Eastern ' as well , as they relate to the confluence of politics and spirituality ."
mutation sentence,"Simply , the questions permeate the entire ' Western ( Mystery ) Tradition ' and perhaps ' Old Eastern ' as well , as they relate to the confluence of politics and spirituality ."

original sentence,"It has proven that it can execute elaborate terrorist acts without leaving too many traces , using Iranian Embassies ."
wrong word,Iranian 18
mutation sentence,"It has proven that it can execute elaborate terrorist acts without leaving too many traces , using Iranian International Embassies ."

original sentence,"Iran sponsors Syrian terrorism , it is certainly behind much of the action in Iraq , it is fully funding the Hezbollah and , through it , the Palestinian Hamas and Islamic Jihad ; it performed acts of terror at least in Europe and in South America and probably also in Uzbekistan and Saudi Arabia and it truly leads a multi-national terror consortium , which includes , as minor players , Syria , Lebanon and certain Shiite elements in Iraq ."
wrong word,Palestinian 29
mutation sentence,"Iran sponsors Syrian terrorism , it is certainly behind much of the action in Iraq , it is fully funding the Hezbollah and , through it , the new Palestinian Hamas and Islamic Jihad ; it performed acts of terror at least in Europe and in South America and probably also in Uzbekistan and Saudi Arabia and it truly leads a multi-national terror consortium , which includes , as minor players , Syria , Lebanon and certain Shiite elements in Iraq ."

original sentence,"The papers found at headquarters of the Mukhabarat , Iraq 's secret police , show that an entourage from Al Qaeda group was sent to the Iraqi capital in March 1998 from Sudan ."
wrong word,secret 12
mutation sentence,"The papers found at headquarters of the Mukhabarat , Iraq 's Islamic secret police , show that an entourage from Al Qaeda group was sent to the Iraqi capital in March 1998 from Sudan ."

original sentence,"( Although , we have broken that rule for Legal in the past . )"
wrong word,Legal 10
mutation sentence,"( Although , we have broken that rule for English Legal in the past . )"

original sentence,"It was posted on Dec. 11 , but the Human Resource dept said that if it is still on the internet , it is open ."
wrong word,Human 10
mutation sentence,"It was posted on Dec. 11 , but the Federal Human Resource dept said that if it is still on the internet , it is open ."
mutation sentence,"It was posted on Dec. 11 , but the Human Resource dept said again that if it is still on the internet , it is open ."

original sentence,"He demonstrates an excellent "" Judicial Temperament , "" being courteous , mild - mannered , respectful of all people ; careful in his work , meticulous in detail ."
wrong word,Judicial 6
mutation sentence,"He demonstrates an excellent "" English Judicial Temperament , "" being courteous , mild - mannered , respectful of all people ; careful in his work , meticulous in detail ."

original sentence,"If you have any doubts , refer to Title 18 Sec. 1302 & 1341 of the Postal Lottery laws ."
wrong word,Postal 17
mutation sentence,"If you have any doubts , refer to Title 18 Sec. 1302 & 1341 of the National Postal Lottery laws ."
mutation sentence,"If you have any doubts , refer to Title 18 Sec. 1302 & 1341 of the Postal Lottery laws here ."
mutation sentence,"If you have any doubts , refer to Title 18 Sec. 1302 & 1341 of the Postal Lottery laws themselves ."

original sentence,The Eastern phoebe is showing up about 20 days before it used to .
wrong word,Eastern 2
mutation sentence,The Near Eastern phoebe is showing up about 20 days before it used to .
mutation sentence,The Central Eastern phoebe is showing up about 20 days before it used to .

original sentence,5 - Percentage of the world 's population that is American .
wrong word,American 11
mutation sentence,5 - Percentage of the world 's population that is African American .

original sentence,46 - Percentage of Republican federal judges when Bush came to office .
wrong word,Republican 5
mutation sentence,46 - Percentage of Republican held federal judges when Bush came to office .

original sentence,57 - Percentage of Republican federal judges after three years of the Bush administration .
wrong word,Republican 5
mutation sentence,57 - Percentage of Republican appointed federal judges after three years of the Bush administration .
mutation sentence,57 - Percentage of Republican retained federal judges after three years of the Bush administration .

original sentence,"52 - Percentage of votes cast during the 2002 midterm elections that were recorded by Election Systems & Software , the largest voting - technology firm , a big Republican donor ."
wrong word,Republican 30
mutation sentence,"52 - Percentage of votes cast during the 2002 midterm elections that were recorded by Election Systems & Software , the largest voting - technology firm , a big Republican Democratic donor ."

original sentence,What is Italian High Renaissance ?
wrong word,High 4
mutation sentence,What is Italian called High Renaissance ?

original sentence,I just need to talk to an another american who has gone to the UK before so that I know what expect when arriving at the airport and with going through visa process and everything .
wrong word,american 9
mutation sentence,I just need to talk to an another american who probably has gone to the UK before so that I know what expect when arriving at the airport and with going through visa process and everything .
mutation sentence,I just need to talk to an another american who already has gone to the UK before so that I know what expect when arriving at the airport and with going through visa process and everything .
mutation sentence,I just need to talk to an another american who apparently has gone to the UK before so that I know what expect when arriving at the airport and with going through visa process and everything .
mutation sentence,I just need to talk to an another american who really has gone to the UK before so that I know what expect when arriving at the airport and with going through visa process and everything .
mutation sentence,I just need to talk to an another american who has not gone to the UK before so that I know what expect when arriving at the airport and with going through visa process and everything .

original sentence,Best Chineese food in the area
wrong word,Chineese 2
mutation sentence,Best made Chineese food in the area

original sentence,Hair By Nivine in eastgardens fixed my hair after i had my hair cut and colored at another salon i felt more confident and the girls are fantastic and i ve been going there now for 2 years always happy and they care about my hair had my hair done for my wedding it looked fabolous !
wrong word,fabolous 56
mutation sentence,Hair By Nivine in eastgardens fixed my hair after i had my hair cut and colored at another salon i felt more confident and the girls are fantastic and i ve been going there now for 2 years always happy and they care about my hair had my hair done for my wedding it looked fabolous again !

original sentence,"Prominent Builders in New Jersey are one the best building contractors , I was referred to them by my friend , I am so glad I used them for my Home renovation , and addition ."
wrong word,Prominent 1
mutation sentence,"Prominent Builders in Southern New Jersey are one the best building contractors , I was referred to them by my friend , I am so glad I used them for my Home renovation , and addition ."
mutation sentence,"Prominent Builders in Eastern New Jersey are one the best building contractors , I was referred to them by my friend , I am so glad I used them for my Home renovation , and addition ."

original sentence,Major Awards – Overall Hino dealer of the year .
wrong word,Major 1
mutation sentence,Major International Awards – Overall Hino dealer of the year .

original sentence,I work as a Transformational Life Coach .
wrong word,Transformational 5
mutation sentence,I work as a Transformational Life Coach currently .

original sentence,"The Rams , the VCU sports team , also made the NCAA Final 4 this year , too !"
wrong word,Final 13
mutation sentence,"The Colonial Rams , the VCU sports team , also made the NCAA Final 4 this year , too !"
mutation sentence,"The Rams II , the VCU sports team , also made the NCAA Final 4 this year , too !"
mutation sentence,"The Rams , the other VCU sports team , also made the NCAA Final 4 this year , too !"
mutation sentence,"The Rams , the official VCU sports team , also made the NCAA Final 4 this year , too !"
mutation sentence,"The Rams , the flagship VCU sports team , also made the NCAA Final 4 this year , too !"
mutation sentence,"The Rams , the main VCU sports team , also made the NCAA Final 4 this year , too !"
mutation sentence,"The Rams , the rival VCU sports team , also made the NCAA Final 4 this year , too !"
mutation sentence,"The Rams , the dominant VCU sports team , also made the NCAA Final 4 this year , too !"
mutation sentence,"The Rams , the VCU sports team , also just made the NCAA Final 4 this year , too !"
mutation sentence,"The Rams , the VCU sports team , also almost made the NCAA Final 4 this year , too !"
mutation sentence,"The Rams , the VCU sports team , also nearly made the NCAA Final 4 this year , too !"
mutation sentence,"The Rams , the VCU sports team , also actually made the NCAA Final 4 this year , too !"
mutation sentence,"The Rams , the VCU sports team , also again made the NCAA Final 4 this year , too !"
mutation sentence,"The Rams , the VCU sports team , also recently made the NCAA Final 4 this year , too !"
mutation sentence,"The Rams , the VCU sports team , also made the NCAA Final 4 this past year , too !"
mutation sentence,"The Rams , the VCU sports team , also made the NCAA Final 4 this same year , too !"
mutation sentence,"The Rams , the VCU sports team , also made the NCAA Final 4 this very year , too !"
mutation sentence,"The Rams , the VCU sports team , also made the NCAA Final 4 this year though , too !"
mutation sentence,"The Rams , the VCU sports team , also made the NCAA Final 4 this year today , too !"
mutation sentence,"The Rams , the VCU sports team , also made the NCAA Final 4 this year , me too !"
mutation sentence,"The Rams , the VCU sports team , also made the NCAA Final 4 this year , us too !"
mutation sentence,"The Rams , the VCU sports team , also made the NCAA Final 4 this year , them too !"



"pos from 形容 to 标点
"


"pos from 形容 to 从句连词
"


"pos from 形容 to 符号
"


"pos from 形容 to 动词
"
original sentence,"On the other hand , the US should strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
wrong word,strong 9
mutation sentence,"On the other hand however , the US should strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand perhaps , the US should strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand therefore , the US should strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand too , the US should strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand , perhaps the US should strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand , maybe the US should strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand , only the US should strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand , surely the US should strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand , the conservative US should strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand , the powerful US should strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand , the American US should strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand , the strong US should strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand , the democratic US should strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand , the US should not strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand , the US should also strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand , the US should actively strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand , the US should still strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand , the US should strongly strong - arm India and Pakistan into a final settlement of the Kashmir issue ."
mutation sentence,"On the other hand , the US should then strong - arm India and Pakistan into a final settlement of the Kashmir issue ."

original sentence,There is an outside chance we could have everything set to go this week .
wrong word,set 10
mutation sentence,There is an outside chance we could have everything set to just go this week .
mutation sentence,There is an outside chance we could have everything set to really go this week .
mutation sentence,There is an outside chance we could have everything set to go later this week .
mutation sentence,There is an outside chance we could have everything set to go sometime this week .
mutation sentence,There is an outside chance we could have everything set to go this following week .

original sentence,"Just because you 're stuck , does nt give you the right to drag down all the singles around you ."
wrong word,stuck 5
mutation sentence,"Just because you 're stuck here , does nt give you the right to drag down all the singles around you ."
mutation sentence,"Just because you 're stuck there , does nt give you the right to drag down all the singles around you ."
mutation sentence,"Just because you 're stuck inside , does nt give you the right to drag down all the singles around you ."
mutation sentence,"Just because you 're stuck alone , does nt give you the right to drag down all the singles around you ."

original sentence,The two are also set to clash over Russia 's oil wealth .
wrong word,set 5
mutation sentence,The last two are also set to clash over Russia 's oil wealth .
mutation sentence,The two are apparently also set to clash over Russia 's oil wealth .
mutation sentence,The two are seemingly also set to clash over Russia 's oil wealth .
mutation sentence,The two are later also set to clash over Russia 's oil wealth .
mutation sentence,The two are reportedly also set to clash over Russia 's oil wealth .
mutation sentence,The two are presumably also set to clash over Russia 's oil wealth .
mutation sentence,The two are also all set to clash over Russia 's oil wealth .
mutation sentence,The two are also clearly set to clash over Russia 's oil wealth .
mutation sentence,The two are also initially set to clash over Russia 's oil wealth .
mutation sentence,The two are also apparently set to clash over Russia 's oil wealth .
mutation sentence,The two are also set to publicly clash over Russia 's oil wealth .
mutation sentence,The two are also set to openly clash over Russia 's oil wealth .
mutation sentence,The two are also set to eventually clash over Russia 's oil wealth .
mutation sentence,The two are also set to constantly clash over Russia 's oil wealth .
mutation sentence,The two are also set to ultimately clash over Russia 's oil wealth .
mutation sentence,The two are also set to later clash over Russia 's oil wealth .
mutation sentence,The two are also set to physically clash over Russia 's oil wealth .
mutation sentence,The two are also set to again clash over Russia 's oil wealth .
mutation sentence,The two are also set to further clash over Russia 's oil wealth .
mutation sentence,The two are also set to directly clash over Russia 's oil wealth .
mutation sentence,The two are also set to clash constantly over Russia 's oil wealth .
mutation sentence,The two are also set to clash further over Russia 's oil wealth .
mutation sentence,The two are also set to clash publicly over Russia 's oil wealth .
mutation sentence,The two are also set to clash later over Russia 's oil wealth .
mutation sentence,The two are also set to clash frequently over Russia 's oil wealth .
mutation sentence,The two are also set to clash politically over Russia 's oil wealth .
mutation sentence,The two are also set to clash repeatedly over Russia 's oil wealth .

original sentence,"2005 is bound to bring at least one major success in the love department , and your career will be brimming with new enthusiasm and innovation ."
wrong word,bound 3
mutation sentence,"2005 is bound again to bring at least one major success in the love department , and your career will be brimming with new enthusiasm and innovation ."

original sentence,"It is interesting to note that this company was made bankrupt by the British cinema industry due to the despotism and pedantry of George Harrison , who believed that the cinema industry would have worshiped him ."
wrong word,bankrupt 11
mutation sentence,"It is interesting to note that this company was made officially bankrupt by the British cinema industry due to the despotism and pedantry of George Harrison , who believed that the cinema industry would have worshiped him ."

original sentence,My appy is very heavy on her left lead at the lope .
wrong word,left 8
mutation sentence,My appy is very heavy on her back left lead at the lope .

original sentence,Many families are set to plan a best holidaying .
wrong word,set 4
mutation sentence,Many British families are set to plan a best holidaying .
mutation sentence,Many Japanese families are set to plan a best holidaying .
mutation sentence,Many Australian families are set to plan a best holidaying .
mutation sentence,Many Chinese families are set to plan a best holidaying .
mutation sentence,Many young families are set to plan a best holidaying .
mutation sentence,Many English families are set to plan a best holidaying .
mutation sentence,Many Irish families are set to plan a best holidaying .
mutation sentence,Many Filipino families are set to plan a best holidaying .
mutation sentence,Many Indian families are set to plan a best holidaying .
mutation sentence,Many families today are set to plan a best holidaying .
mutation sentence,Many families worldwide are set to plan a best holidaying .
mutation sentence,Many families themselves are set to plan a best holidaying .
mutation sentence,Many families nowadays are set to plan a best holidaying .
mutation sentence,Many families are already set to plan a best holidaying .
mutation sentence,Many families are usually set to plan a best holidaying .
mutation sentence,Many families are set apart to plan a best holidaying .
mutation sentence,Many families are set to carefully plan a best holidaying .
mutation sentence,Many families are set to jointly plan a best holidaying .
mutation sentence,Many families are set to collectively plan a best holidaying .
mutation sentence,Many families are set to always plan a best holidaying .
mutation sentence,Many families are set to together plan a best holidaying .
mutation sentence,Many families are set to individually plan a best holidaying .
mutation sentence,Many families are set to quickly plan a best holidaying .
mutation sentence,Many families are set to independently plan a best holidaying .
mutation sentence,Many families are set to plan a new best holidaying .
mutation sentence,Many families are set to plan a very best holidaying .
mutation sentence,Many families are set to plan a future best holidaying .
mutation sentence,Many families are set to plan a personal best holidaying .
mutation sentence,Many families are set to plan a joint best holidaying .

original sentence,He is now losing the cheek muscle on the left side of his face and seems to be dropping weight by the day .
wrong word,left 10
mutation sentence,He is now losing the cheek muscle on the bottom left side of his face and seems to be dropping weight by the day .

original sentence,"I went to get my nails filled Friday , by Monday 2 were broken ."
wrong word,broken 14
mutation sentence,"I went to get my nails filled Friday , by Monday 2 were already broken ."
mutation sentence,"I went to get my nails filled Friday , by Monday 2 were all broken ."
mutation sentence,"I went to get my nails filled Friday , by Monday 2 were probably broken ."
mutation sentence,"I went to get my nails filled Friday , by Monday 2 were broken through ."
mutation sentence,"I went to get my nails filled Friday , by Monday 2 were broken again ."
mutation sentence,"I went to get my nails filled Friday , by Monday 2 were broken in ."
mutation sentence,"I went to get my nails filled Friday , by Monday 2 were broken too ."
mutation sentence,"I went to get my nails filled Friday , by Monday 2 were broken completely ."

original sentence,i mean a 2 day stay was a ok stay even tho the manager looked like he was chineze and that we only slept and went out from 8 to 7 to see New York .
wrong word,chineze 19
mutation sentence,i mean a 2 day stay was a ok stay even tho the manager looked like he was chineze on and that we only slept and went out from 8 to 7 to see New York .

original sentence,It was a Saturday and my spring was broken ...
wrong word,broken 9
mutation sentence,It was a Saturday and my spring was already broken ...
mutation sentence,It was a Saturday and my spring was half broken ...

original sentence,"I had to ask the greeter , he explained his reasons with broken English ."
wrong word,broken 13
mutation sentence,"I had to ask the greeter , he explained his reasons with slightly broken English ."
mutation sentence,"I had to ask the greeter , he explained his reasons with rather broken English ."
mutation sentence,"I had to ask the greeter , he explained his reasons with broken English again ."



"pos from 形容 to 其他
"
original sentence,We did not have big percent of Chinese migration until the mid 90s .
wrong word,mid 12
mutation sentence,We did also not have big percent of Chinese migration until the mid 90s .
mutation sentence,We did actually not have big percent of Chinese migration until the mid 90s .
mutation sentence,We did probably not have big percent of Chinese migration until the mid 90s .
mutation sentence,We did unfortunately not have big percent of Chinese migration until the mid 90s .
mutation sentence,We did not have big percent of total Chinese migration until the mid 90s .
mutation sentence,We did not have big percent of Chinese illegal migration until the mid 90s .
mutation sentence,We did not have big percent of Chinese internal migration until the mid 90s .
mutation sentence,We did not have big percent of Chinese migration until the late mid 90s .
mutation sentence,We did not have big percent of Chinese migration until the early mid 90s .
mutation sentence,We did not have big percent of Chinese migration until the later mid 90s .



"pos from 介词 to 形容
"
original sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
wrong word,due 29
mutation sentence,"The early Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The original Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The other Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The classic Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The British Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The famous Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The English Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the early times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the turbulent times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the dark times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the troubled times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the hard times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the rough times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the golden times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the single "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the original "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Black Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" English Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" British Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as critically poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as commercially poorly as Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as early Oasis and the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and perhaps the little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the very little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the relatively little musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little apparent musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little consistent musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little positive musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little noticeable musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little overall musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little residual musical quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical harmonic quality in the songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the early songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the later songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the best songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the earlier songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the original songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the other songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the first songs of the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of even the Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the early Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the later Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the original Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the late Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the other Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the first Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the earlier Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the former Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the new Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the classic Beatles is due to George Martin ."
mutation sentence,"The Beatles of the times of the "" Cavern "" sounded exactly as poorly as Oasis and the little musical quality in the songs of the Beatles is largely due to George Martin ."

original sentence,It could be due to nausea or any number of things .
wrong word,due 4
mutation sentence,It too could be due to nausea or any number of things .
mutation sentence,It could also be due to nausea or any number of things .
mutation sentence,It could even be due to nausea or any number of things .
mutation sentence,It could easily be due to nausea or any number of things .
mutation sentence,It could only be due to nausea or any number of things .
mutation sentence,It could just be due to nausea or any number of things .
mutation sentence,It could either be due to nausea or any number of things .
mutation sentence,It could simply be due to nausea or any number of things .
