all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,570546,795696,6663,5883,2674,224904


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
wrong word,around
mutation sentence,Best weather the past couple of years has been around in late April - late May but it can pour with rain for days on end at any time of the year so be prepared with waterproof jackets / boots etc .
mutation sentence,Best weather the past couple of years has been around from late April - late May but it can pour with rain for days on end at any time of the year so be prepared with waterproof jackets / boots etc .
mutation sentence,Best weather the past couple of years has been around about late April - late May but it can pour with rain for days on end at any time of the year so be prepared with waterproof jackets / boots etc .
mutation sentence,Best weather the past couple of years has been around between late April - late May but it can pour with rain for days on end at any time of the year so be prepared with waterproof jackets / boots etc .
mutation sentence,Best weather the past couple of years has been around till late April - late May but it can pour with rain for days on end at any time of the year so be prepared with waterproof jackets / boots etc .
mutation sentence,Best weather the past couple of years has been around during late April - late May but it can pour with rain for days on end at any time of the year so be prepared with waterproof jackets / boots etc .

original sentence,"There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch out there ."
wrong word,out
mutation sentence,"There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch right out there ."
mutation sentence,"There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch from out there ."
mutation sentence,"There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch just out there ."
mutation sentence,"There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch all out there ."
mutation sentence,"There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch further out there ."
mutation sentence,"There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch completely out there ."
mutation sentence,"There are a couple ways one could spawn lineatus - mop spawning & water incubating them for two weeks , picking eggs from a mop & putting them in a tray of treated , seasoned water or setting up the parents in a planted tank & moving them so the fry can hatch somewhere out there ."

original sentence,"Some people put in a very dilute Acriflaven solution to slow down the fungus , so one can take white eggs out with a pipette or eyedropper ."
wrong word,out
mutation sentence,"Some people put in a very dilute Acriflaven solution to slow down the fungus , so one can take white eggs out easily with a pipette or eyedropper ."
mutation sentence,"Some people put in a very dilute Acriflaven solution to slow down the fungus , so one can take white eggs out only with a pipette or eyedropper ."
mutation sentence,"Some people put in a very dilute Acriflaven solution to slow down the fungus , so one can take white eggs out even with a pipette or eyedropper ."
mutation sentence,"Some people put in a very dilute Acriflaven solution to slow down the fungus , so one can take white eggs out quickly with a pipette or eyedropper ."
mutation sentence,"Some people put in a very dilute Acriflaven solution to slow down the fungus , so one can take white eggs out safely with a pipette or eyedropper ."
mutation sentence,"Some people put in a very dilute Acriflaven solution to slow down the fungus , so one can take white eggs out slowly with a pipette or eyedropper ."
mutation sentence,"Some people put in a very dilute Acriflaven solution to slow down the fungus , so one can take white eggs out directly with a pipette or eyedropper ."
mutation sentence,"Some people put in a very dilute Acriflaven solution to slow down the fungus , so one can take white eggs out completely with a pipette or eyedropper ."
mutation sentence,"Some people put in a very dilute Acriflaven solution to slow down the fungus , so one can take white eggs out manually with a pipette or eyedropper ."

original sentence,"Anyway , so he ended up leaving one nail out of my horse s foot ( I 've never heard of a farrier doing this ) and telling me to call him in a few days ( first it was a week , then it was a few days lol ) and he 'd come back out and put it in ."
wrong word,in
mutation sentence,"Anyway , so he ended up leaving one nail out of my horse s foot ( I 've never heard of a farrier doing this ) and telling me to call him in a few days ( first it was a week , then it was a few days lol ) and he 'd come back out and put it back in ."
mutation sentence,"Anyway , so he ended up leaving one nail out of my horse s foot ( I 've never heard of a farrier doing this ) and telling me to call him in a few days ( first it was a week , then it was a few days lol ) and he 'd come back out and put it in again ."

original sentence,"Ok , calm down , it 's not like he 's some stranger that came up and groped me lol ."
wrong word,down
mutation sentence,"Ok , calm back down , it 's not like he 's some stranger that came up and groped me lol ."
wrong word,up
mutation sentence,"Ok , calm down , it 's not like he 's some stranger that came right up and groped me lol ."
mutation sentence,"Ok , calm down , it 's not like he 's some stranger that came back up and groped me lol ."
mutation sentence,"Ok , calm down , it 's not like he 's some stranger that came straight up and groped me lol ."

original sentence,I think he left the Nail out of the shoe as a excuse to come back and see you hey he may be your Prince charming ..
wrong word,as
mutation sentence,I think he left the Nail out of the shoe as well a excuse to come back and see you hey he may be your Prince charming ..

original sentence,I have seen horses Loose Nails On there Own And do just fine with ONE nail gone Now if he had left out 2 or 3 I would be wondering to ...
wrong word,out
mutation sentence,I have seen horses Loose Nails On there Own And do just fine with ONE nail gone Now if he had left an out 2 or 3 I would be wondering to ...
mutation sentence,I have seen horses Loose Nails On there Own And do just fine with ONE nail gone Now if he had left out 2 or even 3 I would be wondering to ...
mutation sentence,I have seen horses Loose Nails On there Own And do just fine with ONE nail gone Now if he had left out 2 or maybe 3 I would be wondering to ...
mutation sentence,I have seen horses Loose Nails On there Own And do just fine with ONE nail gone Now if he had left out 2 or perhaps 3 I would be wondering to ...

original sentence,He was In his 30s divorced and Had 2 kids .. but we both flirted Horribly with each other .. but neither one of us took the chance and Asked to other on a date . :(
wrong word,In
mutation sentence,He was In About his 30s divorced and Had 2 kids .. but we both flirted Horribly with each other .. but neither one of us took the chance and Asked to other on a date . :(
mutation sentence,He was In Over his 30s divorced and Had 2 kids .. but we both flirted Horribly with each other .. but neither one of us took the chance and Asked to other on a date . :(
mutation sentence,He was In about his 30s divorced and Had 2 kids .. but we both flirted Horribly with each other .. but neither one of us took the chance and Asked to other on a date . :(
mutation sentence,He was In Around his 30s divorced and Had 2 kids .. but we both flirted Horribly with each other .. but neither one of us took the chance and Asked to other on a date . :(
mutation sentence,He was In in his 30s divorced and Had 2 kids .. but we both flirted Horribly with each other .. but neither one of us took the chance and Asked to other on a date . :(

original sentence,"It is heartbreaking to try to bring a horse back and then have to put it down , but some horses are worth the risk ."
wrong word,down
mutation sentence,"It is heartbreaking to try to bring a horse back and then have to put it back down , but some horses are worth the risk ."

original sentence,"They talk down to you like they are supreme beings , if you hate your job so much then quit !!"
wrong word,down
mutation sentence,"They talk right down to you like they are supreme beings , if you hate your job so much then quit !!"
mutation sentence,"They talk straight down to you like they are supreme beings , if you hate your job so much then quit !!"
mutation sentence,"They talk down right to you like they are supreme beings , if you hate your job so much then quit !!"
mutation sentence,"They talk down on to you like they are supreme beings , if you hate your job so much then quit !!"
mutation sentence,"They talk down loud to you like they are supreme beings , if you hate your job so much then quit !!"

original sentence,"Anna Marie and Govind are very sweet people , and the minute you steep into their school , the calm loving atmosphere takes over , and tension and worries stay outside in the street , whether or not you pick them up again after class is probably a question of practice ."
wrong word,up
mutation sentence,"Anna Marie and Govind are very sweet people , and the minute you steep into their school , the calm loving atmosphere takes over , and tension and worries stay outside in the street , whether or not you pick them right up again after class is probably a question of practice ."

original sentence,"I wish I had you as my dentist early on in my life - maybe my teeth would have been a lot better then they are now , However I am glad you are my dentist now ."
wrong word,as
mutation sentence,"I wish I had you as well my dentist early on in my life - maybe my teeth would have been a lot better then they are now , However I am glad you are my dentist now ."

original sentence,I have been growing my hair out for 1 year plus and went in to get 1 inch taken off .
wrong word,off
mutation sentence,I have been growing my hair out for 1 year plus and went in to get 1 inch taken completely off .

original sentence,"The store is clean , run very professionally and a pleasure to be in ."
wrong word,in
mutation sentence,"The store is clean , run very professionally and a pleasure to just be in ."
mutation sentence,"The store is clean , run very professionally and a pleasure to simply be in ."
mutation sentence,"The store is clean , run very professionally and a pleasure to always be in ."
mutation sentence,"The store is clean , run very professionally and a pleasure to truly be in ."
mutation sentence,"The store is clean , run very professionally and a pleasure to be in again ."
mutation sentence,"The store is clean , run very professionally and a pleasure to be in anyway ."

original sentence,Nobody should be spoken to like that regardless of how bad their day may have been or what may be going on in their private lives !
wrong word,on
mutation sentence,Nobody should be spoken to like that regardless of how bad their day may have been or what may be going on back in their private lives !

original sentence,The crew at The Creative Workshop went over and above the call of duty and gave me back a car I can drive anywhere and finally enjoy owning .
wrong word,above
mutation sentence,The crew at The Creative Workshop went over and above with the call of duty and gave me back a car I can drive anywhere and finally enjoy owning .
mutation sentence,The crew at The Creative Workshop went over and above in the call of duty and gave me back a car I can drive anywhere and finally enjoy owning .
mutation sentence,The crew at The Creative Workshop went over and above at the call of duty and gave me back a car I can drive anywhere and finally enjoy owning .

original sentence,"I hate to say check them out just for the salsa , but James , I NEED another jar badly :) All kidding aside , they are a very good company , I have a hard time giving any service biz a 5 star review but they came close ."
wrong word,out
mutation sentence,"I hate to say check them both out just for the salsa , but James , I NEED another jar badly :) All kidding aside , they are a very good company , I have a hard time giving any service biz a 5 star review but they came close ."
mutation sentence,"I hate to say check them back out just for the salsa , but James , I NEED another jar badly :) All kidding aside , they are a very good company , I have a hard time giving any service biz a 5 star review but they came close ."

original sentence,"I called reception to ask if they knew the state the room was in and was told "" This is a Days Inn , not the Hilton "" and the receptionist then hung up on me ."
wrong word,in
mutation sentence,"I called reception to ask if they knew the state the room was in and I was told "" This is a Days Inn , not the Hilton "" and the receptionist then hung up on me ."

original sentence,"Cards , wrapping paper , paper , and an area to sit down and talk with someone to design your own invitations or for whatever else your custom printing needs may be ."
wrong word,down
mutation sentence,"Cards , wrapping paper , paper , and an area to sit back down and talk with someone to design your own invitations or for whatever else your custom printing needs may be ."
mutation sentence,"Cards , wrapping paper , paper , and an area to sit right down and talk with someone to design your own invitations or for whatever else your custom printing needs may be ."

original sentence,"I took the weekend off and came in and asked for the manager who is Jeff and he remembered her right away even remembered her dog , I was a bit shocked that someone would pay that close attention ."
wrong word,off
mutation sentence,"I took out the weekend off and came in and asked for the manager who is Jeff and he remembered her right away even remembered her dog , I was a bit shocked that someone would pay that close attention ."
mutation sentence,"I took just the weekend off and came in and asked for the manager who is Jeff and he remembered her right away even remembered her dog , I was a bit shocked that someone would pay that close attention ."
mutation sentence,"I took almost the weekend off and came in and asked for the manager who is Jeff and he remembered her right away even remembered her dog , I was a bit shocked that someone would pay that close attention ."

original sentence,"Called the Bonanza store 2 weeks ago , before I ripped out 350 sq ft of ceramic tile ... was told I would need a "" dual head concrete grinder "" to remove thinset and make a nice "" finished "" look ( ready for concrete stain ) ."
wrong word,out
mutation sentence,"Called the Bonanza store 2 weeks ago , before I ripped clean out 350 sq ft of ceramic tile ... was told I would need a "" dual head concrete grinder "" to remove thinset and make a nice "" finished "" look ( ready for concrete stain ) ."

original sentence,"Got the tile ripped out , call today , now all the sudden this grinder wo n't leave a finished look AND it 's $ 125 PLUS around $ 75 for the inserts ."
wrong word,out
mutation sentence,"Got the tile ripped inside out , call today , now all the sudden this grinder wo n't leave a finished look AND it 's $ 125 PLUS around $ 75 for the inserts ."
mutation sentence,"Got the tile ripped back out , call today , now all the sudden this grinder wo n't leave a finished look AND it 's $ 125 PLUS around $ 75 for the inserts ."

original sentence,"I availed myself of the wash 'n fold service , taking just about a year 's worth of dirty clothes in and getting back neatly folded , clean clothes in clear plastic bags ( I 'd originally brought them in , in six large yellow garbage bags ) ."
wrong word,about
mutation sentence,"I availed myself of the wash 'n fold service , taking in just about a year 's worth of dirty clothes in and getting back neatly folded , clean clothes in clear plastic bags ( I 'd originally brought them in , in six large yellow garbage bags ) ."
mutation sentence,"I availed myself of the wash 'n fold service , taking just a about a year 's worth of dirty clothes in and getting back neatly folded , clean clothes in clear plastic bags ( I 'd originally brought them in , in six large yellow garbage bags ) ."
mutation sentence,"I availed myself of the wash 'n fold service , taking just the about a year 's worth of dirty clothes in and getting back neatly folded , clean clothes in clear plastic bags ( I 'd originally brought them in , in six large yellow garbage bags ) ."
wrong word,in
mutation sentence,"I availed myself of the wash 'n fold service , taking just about a year 's worth of dirty clothes in and getting back neatly folded , clean clothes in clear plastic bags ( I 'd originally brought them back in , in six large yellow garbage bags ) ."
mutation sentence,"I availed myself of the wash 'n fold service , taking just about a year 's worth of dirty clothes in and getting back neatly folded , clean clothes in clear plastic bags ( I 'd originally brought them straight in , in six large yellow garbage bags ) ."
mutation sentence,"I availed myself of the wash 'n fold service , taking just about a year 's worth of dirty clothes in and getting back neatly folded , clean clothes in clear plastic bags ( I 'd originally brought them in earlier , in six large yellow garbage bags ) ."

original sentence,I think they 're still in the mindset from when it was only smokers sitting around and drinking ... not in any hurry .
wrong word,in
mutation sentence,I think they 're still in on the mindset from when it was only smokers sitting around and drinking ... not in any hurry .
mutation sentence,I think they 're still in about the mindset from when it was only smokers sitting around and drinking ... not in any hurry .
mutation sentence,I think they 're still in with the mindset from when it was only smokers sitting around and drinking ... not in any hurry .

original sentence,"I WAS ALSO THERE OF JULY 4TH 2008 , WHEN MY DAUGHTER S BUFFALO WINGS CAME OUT WITH A FLY ON IT ."
wrong word,OUT
mutation sentence,"I WAS ALSO THERE OF JULY 4TH 2008 , WHEN MY DAUGHTER S BUFFALO WINGS CAME IN OUT WITH A FLY ON IT ."
mutation sentence,"I WAS ALSO THERE OF JULY 4TH 2008 , WHEN MY DAUGHTER S BUFFALO WINGS CAME OUT OF WITH A FLY ON IT ."
mutation sentence,"I WAS ALSO THERE OF JULY 4TH 2008 , WHEN MY DAUGHTER S BUFFALO WINGS CAME OUT WITH IN A FLY ON IT ."

original sentence,Was there this past weekend and the guy behind the counter yelled at me and my son because we believed he left the grandma slice in the oven a little too long and the cheese got all dried out and the slice tasted more like a cracker .
wrong word,out
mutation sentence,Was there this past weekend and the guy behind the counter yelled at me and my son because we believed he left the grandma slice in the oven a little too long and the cheese got all dried back out and the slice tasted more like a cracker .
mutation sentence,Was there this past weekend and the guy behind the counter yelled at me and my son because we believed he left the grandma slice in the oven a little too long and the cheese got all dried right out and the slice tasted more like a cracker .
mutation sentence,Was there this past weekend and the guy behind the counter yelled at me and my son because we believed he left the grandma slice in the oven a little too long and the cheese got all dried inside out and the slice tasted more like a cracker .

original sentence,"The staff taking your order and "" waiting "" on you are very indifferent and have no sense of costumer service at all ."
wrong word,at
mutation sentence,"The staff taking your order and "" waiting "" on you are very indifferent and have no sense of costumer service at all ) ."

original sentence,I rrly seek the cehf out to introduce myself -- but the second time we went -- i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were .
wrong word,out
mutation sentence,I never rrly seek the cehf out to introduce myself -- but the second time we went -- i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were .
mutation sentence,I was rrly seek the cehf out to introduce myself -- but the second time we went -- i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were .
mutation sentence,I always rrly seek the cehf out to introduce myself -- but the second time we went -- i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were .
mutation sentence,I even rrly seek the cehf out to introduce myself -- but the second time we went -- i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were .
mutation sentence,I rrly seek out the cehf out to introduce myself -- but the second time we went -- i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were .
mutation sentence,I rrly seek ed the cehf out to introduce myself -- but the second time we went -- i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were .
mutation sentence,I rrly seek in the cehf out to introduce myself -- but the second time we went -- i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were .
mutation sentence,I rrly seek all the cehf out to introduce myself -- but the second time we went -- i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were .
mutation sentence,I rrly seek the cehf out again to introduce myself -- but the second time we went -- i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were .
mutation sentence,I rrly seek the cehf out once to introduce myself -- but the second time we went -- i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were .
mutation sentence,I rrly seek the cehf out to introduce it myself -- but the second time we went -- i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were .
mutation sentence,I rrly seek the cehf out to introduce myself again -- but the second time we went -- i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were .
mutation sentence,I rrly seek the cehf out to introduce myself later -- but the second time we went -- i made a point of asking our wait person to introduce my friend and myself to the chef to tell him just how good our meals were .

original sentence,From my first encounter at check in to my regrettable check out I found the staff and facility to exceed my expectation .
wrong word,in
mutation sentence,From my first encounter at check in up to my regrettable check out I found the staff and facility to exceed my expectation .
mutation sentence,From my first encounter at check in down to my regrettable check out I found the staff and facility to exceed my expectation .
mutation sentence,From my first encounter at check in to until my regrettable check out I found the staff and facility to exceed my expectation .
mutation sentence,From my first encounter at check in to at my regrettable check out I found the staff and facility to exceed my expectation .
mutation sentence,From my first encounter at check in to even my regrettable check out I found the staff and facility to exceed my expectation .
mutation sentence,From my first encounter at check in to in my regrettable check out I found the staff and facility to exceed my expectation .

original sentence,"I grew up in a small town where you knew and trusted your mechanic and was really cynical about city auto repair shops since I moved here , but Phet has shown that there really are honest hard working mechanics around ."
wrong word,up
mutation sentence,"I grew right up in a small town where you knew and trusted your mechanic and was really cynical about city auto repair shops since I moved here , but Phet has shown that there really are honest hard working mechanics around ."

original sentence,"After complaining on September 10th to National Home Furnishings , Boyles , the Hickory Furniture Mart and Home Delivery Service the latter finally called me back and said they would be up to pick the dresser and chest of drawers at some future point and at some later point it would be professional repaired and at some later point it would be returned ."
wrong word,at
mutation sentence,"After complaining on September 10th to National Home Furnishings , Boyles , the Hickory Furniture Mart and Home Delivery Service the latter finally called me back and said they would be up to pick the dresser and chest of drawers at some future point and at least some later point it would be professional repaired and at some later point it would be returned ."

original sentence,I was involved in a car accident 20 years ago and since then I 've been a nervous wreck and have n't been behind the wheel .
wrong word,behind
mutation sentence,I was involved in a car accident 20 years ago and since then I 've been a nervous wreck and have n't been behind on the wheel .

original sentence,"I laugh and say , no , that Warwick is in New York , but I 'm at the Radison - Warwick ."
wrong word,at
mutation sentence,"I laugh and say , no , that Warwick is in New York , but I 'm at least the Radison - Warwick ."

original sentence,We then called the office and the man we spoke to said he 'd send someone out to look at it but could n't promise when - two weeks came and went and we heard nothing .
wrong word,out
mutation sentence,We then called the office and the man we spoke to said he 'd send someone back out to look at it but could n't promise when - two weeks came and went and we heard nothing .
mutation sentence,We then called the office and the man we spoke to said he 'd send someone out soon to look at it but could n't promise when - two weeks came and went and we heard nothing .

original sentence,"Did they think we were going to feel lucky to get any reservation at all , and therefore be more pleased with our dining experience ?"
wrong word,at
mutation sentence,"Did they think we were going to feel lucky to get any reservation in at all , and therefore be more pleased with our dining experience ?"
mutation sentence,"Did they think we were going to feel lucky to get any reservation at all , though and therefore be more pleased with our dining experience ?"
mutation sentence,"Did they think we were going to feel lucky to get any reservation at all , and would therefore be more pleased with our dining experience ?"
mutation sentence,"Did they think we were going to feel lucky to get any reservation at all , and might therefore be more pleased with our dining experience ?"
mutation sentence,"Did they think we were going to feel lucky to get any reservation at all , and could therefore be more pleased with our dining experience ?"
mutation sentence,"Did they think we were going to feel lucky to get any reservation at all , and will therefore be more pleased with our dining experience ?"
mutation sentence,"Did they think we were going to feel lucky to get any reservation at all , and should therefore be more pleased with our dining experience ?"
mutation sentence,"Did they think we were going to feel lucky to get any reservation at all , and therefore be more pleased later with our dining experience ?"
mutation sentence,"Did they think we were going to feel lucky to get any reservation at all , and therefore be more pleased with our dining experience later ?"

original sentence,"Aside from that little * mystery * , one of the sales ladies was quite comfortable telling me how wrong I was about how another dress that I loved compared to one of her dresses that I was trying on ."
wrong word,on
mutation sentence,"Aside from that little * mystery * , one of the sales ladies was quite comfortable telling me how wrong I was about how another dress that I loved compared to one of her dresses that I was trying out on ."
mutation sentence,"Aside from that little * mystery * , one of the sales ladies was quite comfortable telling me how wrong I was about how another dress that I loved compared to one of her dresses that I was trying back on ."
mutation sentence,"Aside from that little * mystery * , one of the sales ladies was quite comfortable telling me how wrong I was about how another dress that I loved compared to one of her dresses that I was trying on was ."
mutation sentence,"Aside from that little * mystery * , one of the sales ladies was quite comfortable telling me how wrong I was about how another dress that I loved compared to one of her dresses that I was trying on today ."
mutation sentence,"Aside from that little * mystery * , one of the sales ladies was quite comfortable telling me how wrong I was about how another dress that I loved compared to one of her dresses that I was trying on now ."
mutation sentence,"Aside from that little * mystery * , one of the sales ladies was quite comfortable telling me how wrong I was about how another dress that I loved compared to one of her dresses that I was trying on earlier ."



"pos from 介词 to 助词
"


"pos from 介词 to 并列连词
"


"pos from 介词 to 定冠
"


"pos from 介词 to 感叹
"
original sentence,After a conversation with Ryan Seleznov I herewith like disclose in writing my intentions in respect to Dealbench .
wrong word,like
mutation sentence,After a conversation with Ryan Seleznov I herewith like disclose you in writing my intentions in respect to Dealbench .
mutation sentence,After a conversation with Ryan Seleznov I herewith like disclose it in writing my intentions in respect to Dealbench .

original sentence,"I FUCKING HATE THIS PLACE EVERY TIME i GO THIS HOT CHICK SHOWS UP AND i MEAN REALLY HOT BUT SHE IS LIKE REAAAALLY DUMB AND THEN THEIR IS THIS OTHER CHICK THAT IS REALY UGLY BUT SHE IS LIKE SUPER SMART SHE COULD BE A SCIENTIST , BUT THEN THEIR IS THIS STONER WHO ALWAYS COMES HERE HIGH AND HE ALWAYS BRINGS HIS FUCKING DOG WHO IS SO HIGH FROM THE SECOND HAND SMOKE I THINK HE IS TRYING TO TALK ."
wrong word,LIKE
mutation sentence,"I NO FUCKING HATE THIS PLACE EVERY TIME i GO THIS HOT CHICK SHOWS UP AND i MEAN REALLY HOT BUT SHE IS LIKE REAAAALLY DUMB AND THEN THEIR IS THIS OTHER CHICK THAT IS REALY UGLY BUT SHE IS LIKE SUPER SMART SHE COULD BE A SCIENTIST , BUT THEN THEIR IS THIS STONER WHO ALWAYS COMES HERE HIGH AND HE ALWAYS BRINGS HIS FUCKING DOG WHO IS SO HIGH FROM THE SECOND HAND SMOKE I THINK HE IS TRYING TO TALK ."
mutation sentence,"I FUCKING HATE TO THIS PLACE EVERY TIME i GO THIS HOT CHICK SHOWS UP AND i MEAN REALLY HOT BUT SHE IS LIKE REAAAALLY DUMB AND THEN THEIR IS THIS OTHER CHICK THAT IS REALY UGLY BUT SHE IS LIKE SUPER SMART SHE COULD BE A SCIENTIST , BUT THEN THEIR IS THIS STONER WHO ALWAYS COMES HERE HIGH AND HE ALWAYS BRINGS HIS FUCKING DOG WHO IS SO HIGH FROM THE SECOND HAND SMOKE I THINK HE IS TRYING TO TALK ."
mutation sentence,"I FUCKING HATE OF THIS PLACE EVERY TIME i GO THIS HOT CHICK SHOWS UP AND i MEAN REALLY HOT BUT SHE IS LIKE REAAAALLY DUMB AND THEN THEIR IS THIS OTHER CHICK THAT IS REALY UGLY BUT SHE IS LIKE SUPER SMART SHE COULD BE A SCIENTIST , BUT THEN THEIR IS THIS STONER WHO ALWAYS COMES HERE HIGH AND HE ALWAYS BRINGS HIS FUCKING DOG WHO IS SO HIGH FROM THE SECOND HAND SMOKE I THINK HE IS TRYING TO TALK ."
mutation sentence,"I FUCKING HATE AT THIS PLACE EVERY TIME i GO THIS HOT CHICK SHOWS UP AND i MEAN REALLY HOT BUT SHE IS LIKE REAAAALLY DUMB AND THEN THEIR IS THIS OTHER CHICK THAT IS REALY UGLY BUT SHE IS LIKE SUPER SMART SHE COULD BE A SCIENTIST , BUT THEN THEIR IS THIS STONER WHO ALWAYS COMES HERE HIGH AND HE ALWAYS BRINGS HIS FUCKING DOG WHO IS SO HIGH FROM THE SECOND HAND SMOKE I THINK HE IS TRYING TO TALK ."
mutation sentence,"I FUCKING HATE AS THIS PLACE EVERY TIME i GO THIS HOT CHICK SHOWS UP AND i MEAN REALLY HOT BUT SHE IS LIKE REAAAALLY DUMB AND THEN THEIR IS THIS OTHER CHICK THAT IS REALY UGLY BUT SHE IS LIKE SUPER SMART SHE COULD BE A SCIENTIST , BUT THEN THEIR IS THIS STONER WHO ALWAYS COMES HERE HIGH AND HE ALWAYS BRINGS HIS FUCKING DOG WHO IS SO HIGH FROM THE SECOND HAND SMOKE I THINK HE IS TRYING TO TALK ."
mutation sentence,"I FUCKING HATE THIS PLACE EVERY TIME i YOU GO THIS HOT CHICK SHOWS UP AND i MEAN REALLY HOT BUT SHE IS LIKE REAAAALLY DUMB AND THEN THEIR IS THIS OTHER CHICK THAT IS REALY UGLY BUT SHE IS LIKE SUPER SMART SHE COULD BE A SCIENTIST , BUT THEN THEIR IS THIS STONER WHO ALWAYS COMES HERE HIGH AND HE ALWAYS BRINGS HIS FUCKING DOG WHO IS SO HIGH FROM THE SECOND HAND SMOKE I THINK HE IS TRYING TO TALK ."
mutation sentence,"I FUCKING HATE THIS PLACE EVERY TIME i GO THIS NO HOT CHICK SHOWS UP AND i MEAN REALLY HOT BUT SHE IS LIKE REAAAALLY DUMB AND THEN THEIR IS THIS OTHER CHICK THAT IS REALY UGLY BUT SHE IS LIKE SUPER SMART SHE COULD BE A SCIENTIST , BUT THEN THEIR IS THIS STONER WHO ALWAYS COMES HERE HIGH AND HE ALWAYS BRINGS HIS FUCKING DOG WHO IS SO HIGH FROM THE SECOND HAND SMOKE I THINK HE IS TRYING TO TALK ."
mutation sentence,"I FUCKING HATE THIS PLACE EVERY TIME i GO THIS HOT CHICK SHOWS UP AND i MEAN IN REALLY HOT BUT SHE IS LIKE REAAAALLY DUMB AND THEN THEIR IS THIS OTHER CHICK THAT IS REALY UGLY BUT SHE IS LIKE SUPER SMART SHE COULD BE A SCIENTIST , BUT THEN THEIR IS THIS STONER WHO ALWAYS COMES HERE HIGH AND HE ALWAYS BRINGS HIS FUCKING DOG WHO IS SO HIGH FROM THE SECOND HAND SMOKE I THINK HE IS TRYING TO TALK ."
mutation sentence,"I FUCKING HATE THIS PLACE EVERY TIME i GO THIS HOT CHICK SHOWS UP AND i MEAN REALLY HOT . BUT SHE IS LIKE REAAAALLY DUMB AND THEN THEIR IS THIS OTHER CHICK THAT IS REALY UGLY BUT SHE IS LIKE SUPER SMART SHE COULD BE A SCIENTIST , BUT THEN THEIR IS THIS STONER WHO ALWAYS COMES HERE HIGH AND HE ALWAYS BRINGS HIS FUCKING DOG WHO IS SO HIGH FROM THE SECOND HAND SMOKE I THINK HE IS TRYING TO TALK ."
mutation sentence,"I FUCKING HATE THIS PLACE EVERY TIME i GO THIS HOT CHICK SHOWS UP AND i MEAN REALLY HOT BUT AND SHE IS LIKE REAAAALLY DUMB AND THEN THEIR IS THIS OTHER CHICK THAT IS REALY UGLY BUT SHE IS LIKE SUPER SMART SHE COULD BE A SCIENTIST , BUT THEN THEIR IS THIS STONER WHO ALWAYS COMES HERE HIGH AND HE ALWAYS BRINGS HIS FUCKING DOG WHO IS SO HIGH FROM THE SECOND HAND SMOKE I THINK HE IS TRYING TO TALK ."
mutation sentence,"I FUCKING HATE THIS PLACE EVERY TIME i GO THIS HOT CHICK SHOWS UP AND i MEAN REALLY HOT BUT SHE NO IS LIKE REAAAALLY DUMB AND THEN THEIR IS THIS OTHER CHICK THAT IS REALY UGLY BUT SHE IS LIKE SUPER SMART SHE COULD BE A SCIENTIST , BUT THEN THEIR IS THIS STONER WHO ALWAYS COMES HERE HIGH AND HE ALWAYS BRINGS HIS FUCKING DOG WHO IS SO HIGH FROM THE SECOND HAND SMOKE I THINK HE IS TRYING TO TALK ."
