all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,60699,213002,728,5623,871,219287


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,She invited me straight in for tea and massage .
mutation sentence,She invited me right in for tea and massage .

original sentence,"“ Right , listen up , ” he started ."
wrong word,up 5
mutation sentence,"“ Right , listen right up , ” he started ."
mutation sentence,"“ Right , listen straight up , ” he started ."

original sentence,"My sixteen-year-old daughter pulls up her T-shirt sleeve to show her bare arm , the skin summer brown and the muscle swelling slightly into smooth biceps , flawless ."
wrong word,up 5
mutation sentence,"My sixteen-year-old daughter pulls slowly up her T-shirt sleeve to show her bare arm , the skin summer brown and the muscle swelling slightly into smooth biceps , flawless ."

original sentence,We have worn her down .
wrong word,down 5
mutation sentence,We have worn her further down .

original sentence,"She looks up at me , at Renata ."
wrong word,up 3
mutation sentence,"She looks straight up at me , at Renata ."
mutation sentence,"She looks right up at me , at Renata ."
mutation sentence,"She looks quickly up at me , at Renata ."
mutation sentence,"She looks sharply up at me , at Renata ."

original sentence,I laid her down on some sticks .
wrong word,down 4
mutation sentence,I laid her back down on some sticks .

original sentence,"Then again , Pag 's parents had n't messed with nature , and look what it got them : a son curled up in the dirt while a bunch of engineered superboys kicked in his ribs ."
wrong word,up 23
mutation sentence,"Then again , Pag 's parents had n't messed with nature , and look what it got them : a son curled face up in the dirt while a bunch of engineered superboys kicked in his ribs ."
mutation sentence,"Then again , Pag 's parents had n't messed with nature , and look what it got them : a son curled way up in the dirt while a bunch of engineered superboys kicked in his ribs ."

original sentence,I threw down my pen and dashed down the hall .
wrong word,down 3
mutation sentence,I threw upside down my pen and dashed down the hall .

original sentence,Jenna was picking herself up off the floor of the bathroom .
wrong word,up 5
mutation sentence,Jenna was picking herself straight up off the floor of the bathroom .

original sentence,"She placed a shredded rectangle on the desk , and Carroll picked it up between his thumb and forefinger ."
wrong word,up 14
mutation sentence,"She placed a shredded rectangle on the desk , and Carroll picked it halfway up between his thumb and forefinger ."

original sentence,I pulled out a paper tissue .
wrong word,out 3
mutation sentence,I pulled back out a paper tissue .

original sentence,"If it makes the room laugh , it probably ends up in the paper ."
wrong word,up 11
mutation sentence,"If it makes the room laugh , it probably ends right up in the paper ."
mutation sentence,"If it makes the room laugh , it probably ends straight up in the paper ."

original sentence,Rathke also asked the governments of South East Asia not to turn away boats of people seeking asylum .
wrong word,away 13
mutation sentence,Rathke also repeatedly asked the governments of South East Asia not to turn away boats of people seeking asylum .
mutation sentence,Rathke also personally asked the governments of South East Asia not to turn away boats of people seeking asylum .
mutation sentence,Rathke also later asked the governments of South East Asia not to turn away boats of people seeking asylum .
mutation sentence,Rathke also asked the local governments of South East Asia not to turn away boats of people seeking asylum .
mutation sentence,Rathke also asked the other governments of South East Asia not to turn away boats of people seeking asylum .
mutation sentence,Rathke also asked the governments abroad of South East Asia not to turn away boats of people seeking asylum .
mutation sentence,Rathke also asked the governments especially of South East Asia not to turn away boats of people seeking asylum .
mutation sentence,Rathke also asked the governments of neighboring South East Asia not to turn away boats of people seeking asylum .
mutation sentence,Rathke also asked the governments of South East Asia not just to turn away boats of people seeking asylum .
mutation sentence,Rathke also asked the governments of South East Asia not to simply turn away boats of people seeking asylum .
mutation sentence,Rathke also asked the governments of South East Asia not to deliberately turn away boats of people seeking asylum .
mutation sentence,Rathke also asked the governments of South East Asia not to immediately turn away boats of people seeking asylum .
mutation sentence,Rathke also asked the governments of South East Asia not to temporarily turn away boats of people seeking asylum .
mutation sentence,Rathke also asked the governments of South East Asia not to automatically turn away boats of people seeking asylum .
mutation sentence,Rathke also asked the governments of South East Asia not to forcibly turn away boats of people seeking asylum .
mutation sentence,Rathke also asked the governments of South East Asia not to turn back away boats of people seeking asylum .
mutation sentence,Rathke also asked the governments of South East Asia not to turn away boats of displaced people seeking asylum .
mutation sentence,Rathke also asked the governments of South East Asia not to turn away boats of Somali people seeking asylum .
mutation sentence,Rathke also asked the governments of South East Asia not to turn away boats of Vietnamese people seeking asylum .
mutation sentence,Rathke also asked the governments of South East Asia not to turn away boats of people already seeking asylum .

original sentence,Paris also claims that her passport was taken away from her and she was forced to work in the engine room .
wrong word,away 9
mutation sentence,Paris also claims that her passport was taken right away from her and she was forced to work in the engine room .
mutation sentence,Paris also claims that her passport was taken all away from her and she was forced to work in the engine room .
mutation sentence,Paris also claims that her passport was taken away forcibly from her and she was forced to work in the engine room .
mutation sentence,Paris also claims that her passport was taken away temporarily from her and she was forced to work in the engine room .
mutation sentence,Paris also claims that her passport was taken away completely from her and she was forced to work in the engine room .
mutation sentence,Paris also claims that her passport was taken away entirely from her and she was forced to work in the engine room .
mutation sentence,Paris also claims that her passport was taken away permanently from her and she was forced to work in the engine room .
mutation sentence,Paris also claims that her passport was taken away again from her and she was forced to work in the engine room .
mutation sentence,Paris also claims that her passport was taken away illegally from her and she was forced to work in the engine room .
mutation sentence,Paris also claims that her passport was taken away forever from her and she was forced to work in the engine room .

original sentence,University exhibits can reach out and attract large audiences .
wrong word,out 5
mutation sentence,University exhibits often can reach out and attract large audiences .
mutation sentence,University exhibits typically can reach out and attract large audiences .
mutation sentence,University exhibits here can reach out and attract large audiences .
mutation sentence,University exhibits can quickly reach out and attract large audiences .
mutation sentence,University exhibits can then reach out and attract large audiences .
mutation sentence,University exhibits can now reach out and attract large audiences .
mutation sentence,University exhibits can reach far out and attract large audiences .
mutation sentence,University exhibits can reach further out and attract large audiences .
mutation sentence,University exhibits can reach farther out and attract large audiences .
mutation sentence,University exhibits can reach wide out and attract large audiences .
mutation sentence,University exhibits can reach out far and attract large audiences .
mutation sentence,University exhibits can reach out and even attract large audiences .
mutation sentence,University exhibits can reach out and often attract large audiences .
mutation sentence,University exhibits can reach out and also attract large audiences .
mutation sentence,University exhibits can reach out and sometimes attract large audiences .
mutation sentence,University exhibits can reach out and potentially attract large audiences .
mutation sentence,University exhibits can reach out and quickly attract large audiences .
mutation sentence,University exhibits can reach out and thus attract large audiences .
mutation sentence,University exhibits can reach out and attract very large audiences .
mutation sentence,University exhibits can reach out and attract extremely large audiences .
mutation sentence,University exhibits can reach out and attract relatively large audiences .
mutation sentence,University exhibits can reach out and attract increasingly large audiences .
mutation sentence,University exhibits can reach out and attract particularly large audiences .
mutation sentence,University exhibits can reach out and attract large international audiences .
mutation sentence,University exhibits can reach out and attract large potential audiences .
mutation sentence,University exhibits can reach out and attract large audiences internationally .
mutation sentence,University exhibits can reach out and attract large audiences nationwide .
mutation sentence,University exhibits can reach out and attract large audiences globally .
mutation sentence,University exhibits can reach out and attract large audiences nationally .
mutation sentence,University exhibits can reach out and attract large audiences quickly .

original sentence,"The Silver Clouds installation were silver balloons blown up with helium , and those balloons filled one of the smaller rooms in the gallery ."
wrong word,up 9
mutation sentence,"The Silver Clouds installation were silver balloons blown straight up with helium , and those balloons filled one of the smaller rooms in the gallery ."
mutation sentence,"The Silver Clouds installation were silver balloons blown high up with helium , and those balloons filled one of the smaller rooms in the gallery ."
mutation sentence,"The Silver Clouds installation were silver balloons blown back up with helium , and those balloons filled one of the smaller rooms in the gallery ."

original sentence,""" I smacked them around . """
wrong word,around 5
mutation sentence,""" I always smacked them around . """
mutation sentence,""" I smacked them all around . """

original sentence,His own descendants and the descendants of other Moriori live on today .
wrong word,on 11
mutation sentence,His own surviving descendants and the descendants of other Moriori live on today .
mutation sentence,His own descendants and later the descendants of other Moriori live on today .
mutation sentence,His own descendants and the descendants thereof of other Moriori live on today .
mutation sentence,His own descendants and the descendants of other Moriori live further on today .
mutation sentence,His own descendants and the descendants of other Moriori live well on today .
mutation sentence,His own descendants and the descendants of other Moriori live still on today .
mutation sentence,His own descendants and the descendants of other Moriori live on here today .
mutation sentence,His own descendants and the descendants of other Moriori live on together today .
mutation sentence,His own descendants and the descendants of other Moriori live on nearby today .
mutation sentence,His own descendants and the descendants of other Moriori live on today together .
mutation sentence,His own descendants and the descendants of other Moriori live on today alone .
mutation sentence,His own descendants and the descendants of other Moriori live on today however .
mutation sentence,His own descendants and the descendants of other Moriori live on today worldwide .
mutation sentence,His own descendants and the descendants of other Moriori live on today still .
mutation sentence,His own descendants and the descendants of other Moriori live on today themselves .

original sentence,For the slow scenic route from Northeast or Southwest come in on old Route 66 .
wrong word,in 11
mutation sentence,For the slow scenic route from Northeast or Southwest come right in on old Route 66 .
mutation sentence,For the slow scenic route from Northeast or Southwest come back in on old Route 66 .
mutation sentence,For the slow scenic route from Northeast or Southwest come straight in on old Route 66 .

original sentence,Hold the chicken down on a flat surface .
wrong word,down 4
mutation sentence,Hold the whole chicken down on a flat surface .
mutation sentence,Hold the stuffed chicken down on a flat surface .
mutation sentence,Hold the cooked chicken down on a flat surface .
mutation sentence,Hold the live chicken down on a flat surface .
mutation sentence,Hold the entire chicken down on a flat surface .
mutation sentence,Hold the fried chicken down on a flat surface .
mutation sentence,Hold the small chicken down on a flat surface .
mutation sentence,Hold the dead chicken down on a flat surface .
mutation sentence,Hold the plastic chicken down on a flat surface .
mutation sentence,Hold the hot chicken down on a flat surface .
mutation sentence,Hold the chicken down firmly on a flat surface .
mutation sentence,Hold the chicken down vertically on a flat surface .
mutation sentence,Hold the chicken down on a hard flat surface .
mutation sentence,Hold the chicken down on a suitable flat surface .
mutation sentence,Hold the chicken down on a smooth flat surface .
mutation sentence,Hold the chicken down on a firm flat surface .
mutation sentence,Hold the chicken down on a flat horizontal surface .
mutation sentence,Hold the chicken down on a flat vertical surface .
mutation sentence,Hold the chicken down on a flat plastic surface .
mutation sentence,Hold the chicken down on a flat surface vertically .
mutation sentence,Hold the chicken down on a flat surface gently .

original sentence,"Press gently down on its back , and gently move its legs back if it tries to stand up ."
wrong word,up 19
mutation sentence,"Press gently down on its back , and gently move its legs back if it tries to stand back up ."
mutation sentence,"Press gently down on its back , and gently move its legs back if it tries to stand straight up ."

original sentence,Then turn off the lights !
wrong word,off 3
mutation sentence,Then turn back off the lights !

original sentence,Remember to write down your creations !
wrong word,down 4
mutation sentence,Remember to write upside down your creations !
mutation sentence,Remember to write back down your creations !

original sentence,"Fill it halfway with books , and fill it up with lighter stuff ."
wrong word,up 10
mutation sentence,"Fill it halfway with books , and fill it halfway up with lighter stuff ."

original sentence,Throw away or donate junk you do n't want to take to your new place .
wrong word,away 2
mutation sentence,Throw away or donate junk you do n't want to take out to your new place .
mutation sentence,Throw away or donate junk you do n't want to take to your new safe place .

original sentence,"The G-forces will multiply your body weight , making it impossible to hold on ;"
wrong word,on 14
mutation sentence,"The G-forces will multiply your body weight , making it impossible to hold straight on ;"

original sentence,"If necessary , set time-frames for your items to be done by ."
wrong word,by 12
mutation sentence,"If necessary , set time-frames for your items to be done close by ."
mutation sentence,"If necessary , set time-frames for your items to be done near by ."
mutation sentence,"If necessary , set time-frames for your items to be done right by ."
mutation sentence,"If necessary , set time-frames for your items to be done just by ."

original sentence,Place the quaffle and three bludgers in the middle of the field .
wrong word,in 7
mutation sentence,Place the quaffle and three bludgers in about the middle of the field .

original sentence,"The snitch , generally a track runner , runs around ( usually the boundaries ) trying to evade the seekers ."
wrong word,around 10
mutation sentence,"The snitch , generally a track runner , runs around ( usually the boundaries ) trying constantly to evade the seekers ."



"pos from 介词 to 助词
"


"pos from 介词 to 并列连词
"


"pos from 介词 to 定冠
"


"pos from 介词 to 感叹
"


"pos from 介词 to 名词
"


"pos from 介词 to 数字
"


"pos from 介词 to 功能
"


"pos from 介词 to 代词
"


"pos from 介词 to 特指名词
"


"pos from 介词 to 标点
"


"pos from 介词 to 从句连词
"


"pos from 介词 to 符号
"


"pos from 介词 to 动词
"
original sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the experimental subjects of Carrano and Biewener ."
wrong word,during 6
mutation sentence,"Interestingly , the femur kinematics during walking in only our control-weight group resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in just our control-weight group resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in even our control-weight group resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our own control-weight group resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our lower control-weight group resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight experimental group resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group closely resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group directly resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles exactly the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results previously reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results first reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results recently reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results originally reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results later reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results also reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results earlier reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results initially reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported previously in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported above in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported later in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported elsewhere in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the other experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the two experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the first experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the same experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the original experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the three experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the previous experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the four experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the experimental human subjects of Carrano and Biewener ."



"pos from 介词 to 其他
"


"pos from 副词 to 形容
"
original sentence,"Readers of the book series had long anticipated and dreaded the events of the “ Red Wedding ” , while fans of the show unfamiliar with Martin ’s narrative were largely taken unawares by the pivotal episode ."
wrong word,unawares 33
mutation sentence,"Readers of the book series had long anticipated and dreaded the events of the “ Red Wedding ” , while fans of the show unfamiliar with Martin ’s narrative were largely taken completely unawares by the pivotal episode ."
mutation sentence,"Readers of the book series had long anticipated and dreaded the events of the “ Red Wedding ” , while fans of the show unfamiliar with Martin ’s narrative were largely taken temporarily unawares by the pivotal episode ."
mutation sentence,"Readers of the book series had long anticipated and dreaded the events of the “ Red Wedding ” , while fans of the show unfamiliar with Martin ’s narrative were largely taken in unawares by the pivotal episode ."

original sentence,"The gingerbread batter bowl could wait a day , even though it would take longer to clean tomorrow ."
wrong word,longer 15
mutation sentence,"The new gingerbread batter bowl could wait a day , even though it would take longer to clean tomorrow ."
mutation sentence,"The big gingerbread batter bowl could wait a day , even though it would take longer to clean tomorrow ."
mutation sentence,"The giant gingerbread batter bowl could wait a day , even though it would take longer to clean tomorrow ."
mutation sentence,"The huge gingerbread batter bowl could wait a day , even though it would take longer to clean tomorrow ."
mutation sentence,"The old gingerbread batter bowl could wait a day , even though it would take longer to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl now could wait a day , even though it would take longer to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl could wait a half day , even though it would take longer to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl could wait a day , maybe even though it would take longer to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl could wait a day , today even though it would take longer to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl could wait a day , even though hopefully it would take longer to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl could wait a day , even though tomorrow it would take longer to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl could wait a day , even though it would take longer now to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl could wait a day , even though it would take longer today to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl could wait a day , even though it would take longer to clean tomorrow anyway ."

original sentence,Finishing the largest item on your list of things to do will make you feel extra productive and give you the boost to do other things you ’ve been pushing to the side .
wrong word,extra 16
mutation sentence,Finishing the largest item on your list of things to do will make you feel extra job productive and give you the boost to do other things you ’ve been pushing to the side .



"pos from 副词 to 介词
"
original sentence,"I was still working up the algorithms to get it back , still learning by observation ."
wrong word,back 11
mutation sentence,"I was still working up the algorithms to ever get it back , still learning by observation ."
mutation sentence,"I was still working up the algorithms to get it back , still learning just by observation ."
mutation sentence,"I was still working up the algorithms to get it back , still learning by random observation ."
mutation sentence,"I was still working up the algorithms to get it back , still learning by repeated observation ."

original sentence,You might therefore wish to start right in on the first page of text that follows and only then return to this introduction .
wrong word,in 8
mutation sentence,You might therefore wish to start right in on about the first page of text that follows and only then return to this introduction .

original sentence,"The Chatham Islands consist of the main island , Chatham Island itself , with a population of 600 , smaller Pitt Island with about 40 inhabitants , and a number of rocky outcrops ."
wrong word,about 24
mutation sentence,"The Chatham Islands consist of the main island , Chatham Island itself , with a population of 600 , smaller Pitt Island with only about 40 inhabitants , and a number of rocky outcrops ."
mutation sentence,"The Chatham Islands consist of the main island , Chatham Island itself , with a population of 600 , smaller Pitt Island with just about 40 inhabitants , and a number of rocky outcrops ."



"pos from 副词 to 副词
"


"pos from 副词 to 助词
"


"pos from 副词 to 并列连词
"
original sentence,So ultimately I decided that eHow 's model would not build the resource I envisioned .
wrong word,So 1
mutation sentence,So ultimately I simply decided that eHow 's model would not build the resource I envisioned .
mutation sentence,So ultimately I decided instead that eHow 's model would not build the resource I envisioned .
mutation sentence,So ultimately I decided that eHow 's model would simply not build the resource I envisioned .
mutation sentence,So ultimately I decided that eHow 's model would not adequately build the resource I envisioned .
mutation sentence,So ultimately I decided that eHow 's model would not build the resource I envisioned instead .

original sentence,So I decided to sell eHow and use the proceeds to build wikiHow .
wrong word,So 1
mutation sentence,So I decided simply to sell eHow and use the proceeds to build wikiHow .
mutation sentence,So I decided to simply sell eHow and use the proceeds to build wikiHow .
mutation sentence,So I decided to sell eHow and use the resulting proceeds to build wikiHow .
mutation sentence,So I decided to sell eHow and use the proceeds directly to build wikiHow .



"pos from 副词 to 定冠
"
original sentence,“ It ’ll take that long to put Humpty back together again anyway . ”
wrong word,that 5
mutation sentence,“ It ’ll take that extra long to put Humpty back together again anyway . ”
mutation sentence,“ It ’ll take that real long to put Humpty back together again anyway . ”
mutation sentence,“ It ’ll take that awful long to put Humpty back together again anyway . ”
mutation sentence,“ It ’ll take that long forever to put Humpty back together again anyway . ”
mutation sentence,“ It ’ll take that long longer to put Humpty back together again anyway . ”
mutation sentence,“ It ’ll take that long to ever put Humpty back together again anyway . ”

original sentence,"They do not run that often , especially to the outer towns like Broken Arrow ."
wrong word,that 5
mutation sentence,"They do not run quite that often , especially to the outer towns like Broken Arrow ."

original sentence,"they need to be planted 6 inches apart , since they grow quite large ."
wrong word,quite 13
mutation sentence,"they need to be planted 6 inches apart , since they grow quite that large ."



"pos from 副词 to 感叹
"


"pos from 副词 to 名词
"
original sentence,It stretched the neckhole halfway down to his happy trail .
wrong word,halfway 5
mutation sentence,It stretched the neckhole about halfway down to his happy trail .
mutation sentence,It stretched the neckhole halfway on down to his happy trail .

original sentence,Do n't dwell too long on small talk .
wrong word,long 5
mutation sentence,Do n't dwell too long tonight on small talk .



"pos from 副词 to 数字
"


"pos from 副词 to 功能
"


"pos from 副词 to 代词
"


"pos from 副词 to 特指名词
"


"pos from 副词 to 标点
"


"pos from 副词 to 从句连词
"
original sentence,"By the time we get to the car , though , Cara ’s wheezing ."
wrong word,though 10
mutation sentence,"By the time we get to the car , though reluctantly , Cara ’s wheezing ."
mutation sentence,"By the time we get to the car , though awkwardly , Cara ’s wheezing ."
mutation sentence,"By the time we get to the car , though slowly , Cara ’s wheezing ."
mutation sentence,"By the time we get to the car , though quietly , Cara ’s wheezing ."

original sentence,"We did n't use the banner this year , though , because we did n't know ."
wrong word,though 10
mutation sentence,"We did n't use the banner this year , even though , because we did n't know ."



"pos from 副词 to 符号
"


"pos from 副词 to 动词
"


"pos from 副词 to 其他
"
original sentence,"In fact the variation in form in unrelated languages across the globe is about the same as the variation we find in the way any regular word ( e.g. , dog ) is pronounced across dialects of English ."
wrong word,e.g. 29
mutation sentence,"In fact the variation in form in unrelated languages across the globe is about the same as the variation we find in the way any regular word ( e.g. man , dog ) is pronounced across dialects of English ."
mutation sentence,"In fact the variation in form in unrelated languages across the globe is about the same as the variation we find in the way any regular word ( e.g. horse , dog ) is pronounced across dialects of English ."
mutation sentence,"In fact the variation in form in unrelated languages across the globe is about the same as the variation we find in the way any regular word ( e.g. pig , dog ) is pronounced across dialects of English ."
mutation sentence,"In fact the variation in form in unrelated languages across the globe is about the same as the variation we find in the way any regular word ( e.g. cow , dog ) is pronounced across dialects of English ."



"pos from 助词 to 形容
"


"pos from 助词 to 介词
"


"pos from 助词 to 副词
"


"pos from 助词 to 助词
"


"pos from 助词 to 并列连词
"


"pos from 助词 to 定冠
"


"pos from 助词 to 感叹
"


"pos from 助词 to 名词
"


"pos from 助词 to 数字
"


"pos from 助词 to 功能
"


"pos from 助词 to 代词
"


"pos from 助词 to 特指名词
"


"pos from 助词 to 标点
"


"pos from 助词 to 从句连词
"


"pos from 助词 to 符号
"


"pos from 助词 to 动词
"
original sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying here for a position ."
wrong word,'m 13
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying up here for a position ."
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying right here for a position ."
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying down here for a position ."
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying around here for a position ."
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying out here for a position ."
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying over here for a position ."
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying back here for a position ."
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying round here for a position ."



"pos from 助词 to 其他
"


"pos from 并列连词 to 形容
"


"pos from 并列连词 to 介词
"


"pos from 并列连词 to 副词
"


"pos from 并列连词 to 助词
"


"pos from 并列连词 to 并列连词
"


"pos from 并列连词 to 定冠
"


"pos from 并列连词 to 感叹
"


"pos from 并列连词 to 名词
"


"pos from 并列连词 to 数字
"


"pos from 并列连词 to 功能
"


"pos from 并列连词 to 代词
"


"pos from 并列连词 to 特指名词
"


"pos from 并列连词 to 标点
"


"pos from 并列连词 to 从句连词
"


"pos from 并列连词 to 符号
"


"pos from 并列连词 to 动词
"


"pos from 并列连词 to 其他
"


"pos from 定冠 to 形容
"


"pos from 定冠 to 介词
"


"pos from 定冠 to 副词
"
original sentence,"And then the horror of it all hit me and I said , “ Sonia , up ! ”"
wrong word,all 7
mutation sentence,"And then the horror of it at all hit me and I said , “ Sonia , up ! ”"



"pos from 定冠 to 助词
"


"pos from 定冠 to 并列连词
"


"pos from 定冠 to 定冠
"


"pos from 定冠 to 感叹
"


"pos from 定冠 to 名词
"


"pos from 定冠 to 数字
"


"pos from 定冠 to 功能
"


"pos from 定冠 to 代词
"


"pos from 定冠 to 特指名词
"


"pos from 定冠 to 标点
"
original sentence,I do n’t know … A spider ? ”
wrong word,A 6
mutation sentence,I just do n’t know … A spider ? ”
mutation sentence,I really do n’t know … A spider ? ”
mutation sentence,I still do n’t know … A spider ? ”
mutation sentence,I do n’t even know … A spider ? ”



"pos from 定冠 to 从句连词
"


"pos from 定冠 to 符号
"


"pos from 定冠 to 动词
"


"pos from 定冠 to 其他
"


"pos from 感叹 to 形容
"


"pos from 感叹 to 介词
"
original sentence,"But you were in that half — or , like , part of you was ... """
wrong word,like 10
mutation sentence,"But you were in that half — or , almost like , part of you was ... """



"pos from 感叹 to 副词
"


"pos from 感叹 to 助词
"


"pos from 感叹 to 并列连词
"


"pos from 感叹 to 定冠
"
original sentence,"No , no , no . Just --"
wrong word,No 1
mutation sentence,"No more , no , no . Just --"



"pos from 感叹 to 感叹
"


"pos from 感叹 to 名词
"


"pos from 感叹 to 数字
"


"pos from 感叹 to 功能
"


"pos from 感叹 to 代词
"


"pos from 感叹 to 特指名词
"


"pos from 感叹 to 标点
"


"pos from 感叹 to 从句连词
"


"pos from 感叹 to 符号
"


"pos from 感叹 to 动词
"


"pos from 感叹 to 其他
"


"pos from 名词 to 形容
"
original sentence,This paper describes a collaborative pilot project focusing on a unique collection of 17th Century Zurbarán paintings .
wrong word,pilot 6
mutation sentence,This paper describes a collaborative interdisciplinary pilot project focusing on a unique collection of 17th Century Zurbarán paintings .
mutation sentence,This paper describes a collaborative pilot project focusing specifically on a unique collection of 17th Century Zurbarán paintings .
mutation sentence,This paper describes a collaborative pilot project focusing on a single unique collection of 17th Century Zurbarán paintings .
mutation sentence,This paper describes a collaborative pilot project focusing on a previously unique collection of 17th Century Zurbarán paintings .

original sentence,The purpose of this pilot study was to assess the effects of different written interpretation on the visual exploration of artworks .
wrong word,pilot 5
mutation sentence,The purpose of this pilot study was primarily to assess the effects of different written interpretation on the visual exploration of artworks .
mutation sentence,The purpose of this pilot study was specifically to assess the effects of different written interpretation on the visual exploration of artworks .
mutation sentence,The purpose of this pilot study was partly to assess the effects of different written interpretation on the visual exploration of artworks .
mutation sentence,The purpose of this pilot study was largely to assess the effects of different written interpretation on the visual exploration of artworks .
mutation sentence,The purpose of this pilot study was to specifically assess the effects of different written interpretation on the visual exploration of artworks .
mutation sentence,The purpose of this pilot study was to assess specifically the effects of different written interpretation on the visual exploration of artworks .
