all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,20516,29912,366,392,162,8279


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,but sice we just slept there i ca nt give that good of a review
mutation sentence,but sice we almost just slept i ca nt give that good of a review
mutation sentence,but sice we almost just slept there i ca nt give that good

original sentence,"We have never had mexican food this bad , it was just simply gross ."
wrong word,this 7
mutation sentence,"We have never had food this bad , it was just simply gross ."



"pos from 副词 to 特指名词
"


"pos from 副词 to 标点
"


"pos from 副词 to 从句连词
"
original sentence,As recently as last week the official line stated they had no knowledge he had entered the country .
wrong word,As 1
mutation sentence,As recently the official line stated they had no knowledge he had entered the country .

original sentence,Do n't Let This Pass You By Without At Least Taking A Look .
wrong word,At 9
mutation sentence,Do n't Let This Pass You By Without At Taking A Look .

original sentence,That has NEVER happened before so I was kinda realizing at that point that he was a little interested .
wrong word,before 5
mutation sentence,That has NEVER happened before I was kinda realizing at that point that he was a little interested .

original sentence,"Not once did I feel listened to like they actually cared about what I wanted , all they were interested in was me signing a contract right then and there ."
wrong word,once 2
mutation sentence,"once did I feel listened to like they actually cared about what I wanted , all they were interested in was me signing a contract right then and there ."

original sentence,"Although I 'll have to drive a little out of my way to go there , I 'll gladly do it knowing that since she 's been astounding to me once before that she 'll always be that way !"
wrong word,once 31
mutation sentence,"Although I 'll have to drive a little out of my way to go there , I 'll gladly do it knowing that since she 's been astounding to me once she 'll always be that way !"



"pos from 副词 to 符号
"


"pos from 副词 to 动词
"


"pos from 副词 to 其他
"


"pos from 助词 to 形容
"


"pos from 助词 to 介词
"
original sentence,IN MY OPINION SHOULD OF JUST TOOK OFF THE PRICE OF THE WINGS FROM THE BILL .
wrong word,OF 5
mutation sentence,SHOULD OF JUST TOOK OFF THE PRICE OF THE WINGS FROM THE BILL .



"pos from 助词 to 副词
"


"pos from 助词 to 助词
"


"pos from 助词 to 并列连词
"


"pos from 助词 to 定冠
"
original sentence,yea i guess but rabbits a easily escape a pen or another rabbit could get in there and that rabbit could be the opposite gender .
wrong word,a 6
mutation sentence,yea i guess but rabbits a escape a pen or another rabbit could get in there and that rabbit could be the opposite gender .



"pos from 助词 to 感叹
"


"pos from 助词 to 名词
"


"pos from 助词 to 数字
"


"pos from 助词 to 功能
"
original sentence,"But Posada 's nearly 80 years old , and the Venezuelan people will ensure that 's a vain hope ."
wrong word,'s 3
mutation sentence,"But Posada 's 80 years old , and the Venezuelan people will ensure that 's a vain hope ."

original sentence,1 ) what the s difference between a modern m16 and Vietnam m 16 ?
wrong word,s 5
mutation sentence,1 ) what the s difference ?



"pos from 助词 to 代词
"


"pos from 助词 to 特指名词
"
original sentence,"Posada can be given up , but Meiring ca n't ."
wrong word,ca 9
mutation sentence,"Posada can be given up , but Meiring ca ."



"pos from 助词 to 标点
"


"pos from 助词 to 从句连词
"


"pos from 助词 to 符号
"


"pos from 助词 to 动词
"
original sentence,"Earlier , Kerry said , “ Just because you get an honorable discharge does not , in fact , answer that question . ”"
wrong word,does 14
mutation sentence,"Earlier , Kerry said , “ Just because you get an honorable discharge does , in fact , answer that question . ”"

original sentence,"From Wednesday 's Mirror the headline , "" Have 200,000 AK47s Fallen Into the Hands of Iraq Terrorists ? """
wrong word,Have 9
mutation sentence,"the headline , "" Have 200,000 AK47s Fallen Into the Hands of Iraq Terrorists ? """

original sentence,"One has to wonder whether the bright fellows in our government and military who set up the deals with these people do n't know what they are , do n't care , or know perfectly well ."
wrong word,are 27
mutation sentence,"One has to wonder whether the bright fellows in our government and military who set up the deals with these people do n't know what they are , do care , or know perfectly well ."
wrong word,do 29
mutation sentence,"One has to wonder whether the bright fellows in our government and military who set up the deals with these people do n't know what they are , do care , or know perfectly well ."

original sentence,"Attached for your review are copies of the settlement documents that were filed today in the Gas Industry Restructuring / Natural Gas Strategy proceeding , including the Motion for Approval of the Comprehensive Settlement that is supported by thirty signatories to the Comprehensive Settlement , the Comprehensive Settlement document itself , and the various appendices to the settlement .?"
wrong word,are 5
mutation sentence,"Attached for your review are copies , including the Motion for Approval of the Comprehensive Settlement that is supported by thirty signatories to the Comprehensive Settlement , the Comprehensive Settlement document itself , and the various appendices to the settlement .?"

original sentence,"You have all devoted considerable time , resources and spirit in the preparation of this document - and it shows .?"
wrong word,have 2
mutation sentence,"You have all devoted time , resources and spirit in the preparation of this document - and it shows .?"

original sentence,I did n't either until I clicked on the down button and they popped up .
wrong word,did 2
mutation sentence,I did either until I clicked on the down button and they popped up .

original sentence,I agree with what the concern is below .
wrong word,is 7
mutation sentence,I agree with what the concern is .

original sentence,"They even occasionally attack people , which wolves do not -- despite the propaganda from the Brothers Grimm ."
wrong word,do 9
mutation sentence,"They even occasionally attack people , which wolves do -- despite the propaganda from the Brothers Grimm ."

original sentence,My answer is that we do n't to text speak here ... we type in English .
wrong word,do 6
mutation sentence,My answer is that we do to text speak here ... we type in English .

original sentence,"Start your process here , if you have n't already ."
wrong word,have 8
mutation sentence,"Start your process here , if you have already ."

original sentence,"If I wait , would the tours I find there for less money be the same quality type tours ?"
wrong word,be 14
mutation sentence,"If I wait , would the tours I find there be the same quality type tours ?"

original sentence,They can smell it so i 'm sure he knows what it is and just do n't want it .
wrong word,is 13
mutation sentence,They can smell it so i 'm sure he knows what it is and do n't want it .

original sentence,she will start to calm down and feel safe - you can bet she does n't now .
wrong word,does 15
mutation sentence,she will start to calm down and feel safe - you can bet she does now .

original sentence,My advise to all is I have fallen into this trap ... pl ensure you do nt !!!
wrong word,do 16
mutation sentence,My advise to all is I have fallen into this trap ... pl ensure you do !!!

original sentence,There are so many wonderful great places to dine in houston .... do n't . waste your time here .
wrong word,do 13
mutation sentence,There are so many wonderful great places to dine in houston .... do . waste your time here .

original sentence,"Do n't waste time , just drive 10 minutes more down to Stevens Creek , they actually do try to help their customers there !"
wrong word,Do 1
mutation sentence,"Do waste time , just drive 10 minutes more down to Stevens Creek , they actually do try to help their customers there !"

original sentence,Going back after graduating you r told you get a discount on services nope you do nt .
wrong word,do 16
mutation sentence,Going back after graduating you r told you get a discount on services nope you do .

original sentence,"Very disappointed in Kitchen Aid as well , I thought that they pre-screened their vendors for price and quality of work , obviously they do not !"
wrong word,do 25
mutation sentence,"Very disappointed in Kitchen Aid as well , I thought that they pre-screened their vendors for price and quality of work , obviously they do !"



"pos from 助词 to 其他
"


"pos from 并列连词 to 形容
"


"pos from 并列连词 to 介词
"


"pos from 并列连词 to 副词
"
original sentence,"Bill Clinton understood this at the end of his term in office yet , under Colin Powell ( who appears to have an affinity for generals active in politics ) , the pendulum of U.S. policy has once again swung toward a quixotic effort to prize at least the Valley of Kashmir loose from India ."
wrong word,yet 13
mutation sentence,"Bill Clinton understood this yet , under Colin Powell ( who appears to have an affinity for generals active in politics ) , the pendulum of U.S. policy has once again swung toward a quixotic effort to prize at least the Valley of Kashmir loose from India ."
mutation sentence,"Bill Clinton understood this at the end yet , under Colin Powell ( who appears to have an affinity for generals active in politics ) , the pendulum of U.S. policy has once again swung toward a quixotic effort to prize at least the Valley of Kashmir loose from India ."
mutation sentence,"Bill Clinton understood this at the end of his term in office yet , , the pendulum of U.S. policy has once again swung toward a quixotic effort to prize at least the Valley of Kashmir loose from India ."

original sentence,There was a change of ownership a couple of years ago and service is both quick and extremely friendly .
wrong word,both 15
mutation sentence,There was a change a couple of years ago and service is both quick and extremely friendly .
mutation sentence,There was a change of ownership a couple ago and service is both quick and extremely friendly .



"pos from 并列连词 to 助词
"


"pos from 并列连词 to 并列连词
"


"pos from 并列连词 to 定冠
"
original sentence,Friendliness of staff The Liberty and Mariner of the Seas both get high grades .
wrong word,both 11
mutation sentence,Friendliness of staff The Liberty and Mariner both get high grades .

original sentence,Pools The Mariner of the Seas and Liberty both had salt water pools - which most cruise ships have .
wrong word,both 9
mutation sentence,Pools The Mariner both had salt water pools - which most cruise ships have .

original sentence,it wase nt going an had a gear box problem ....
wrong word,an 5
mutation sentence,it wase going an had a gear box problem ....

original sentence,"Dr. Aster is very kind an gentle with the children , but also positive and to the point with the parents ."
wrong word,an 6
mutation sentence,"Dr. Aster is kind an gentle with the children , but also positive and to the point with the parents ."



"pos from 并列连词 to 感叹
"


"pos from 并列连词 to 名词
"


"pos from 并列连词 to 数字
"


"pos from 并列连词 to 功能
"


"pos from 并列连词 to 代词
"


"pos from 并列连词 to 特指名词
"


"pos from 并列连词 to 标点
"


"pos from 并列连词 to 从句连词
"


"pos from 并列连词 to 符号
"


"pos from 并列连词 to 动词
"


"pos from 并列连词 to 其他
"


"pos from 定冠 to 形容
"


"pos from 定冠 to 介词
"


"pos from 定冠 to 副词
"
original sentence,I resisted asking any questions that would have required either of them to think .
wrong word,either 10
mutation sentence,I resisted asking any questions that would have required either to think .

original sentence,"it s great to know you can get great service , great product , and for the best price all in one !"
wrong word,all 20
mutation sentence,"it s great to know you can get great service , great product , and for the price all in one !"



"pos from 定冠 to 助词
"


"pos from 定冠 to 并列连词
"
original sentence,Are either of you familiar with this project ?
wrong word,either 2
mutation sentence,Are either familiar with this project ?



"pos from 定冠 to 定冠
"


"pos from 定冠 to 感叹
"


"pos from 定冠 to 名词
"


"pos from 定冠 to 数字
"


"pos from 定冠 to 功能
"


"pos from 定冠 to 代词
"


"pos from 定冠 to 特指名词
"


"pos from 定冠 to 标点
"


"pos from 定冠 to 从句连词
"


"pos from 定冠 to 符号
"


"pos from 定冠 to 动词
"


"pos from 定冠 to 其他
"


"pos from 感叹 to 形容
"
original sentence,sorry but i ca n't help my stupidity =(
wrong word,sorry 1
mutation sentence,sorry but i ca help my stupidity =(



"pos from 感叹 to 介词
"


"pos from 感叹 to 副词
"


"pos from 感叹 to 助词
"


"pos from 感叹 to 并列连词
"


"pos from 感叹 to 定冠
"


"pos from 感叹 to 感叹
"


"pos from 感叹 to 名词
"


"pos from 感叹 to 数字
"


"pos from 感叹 to 功能
"


"pos from 感叹 to 代词
"


"pos from 感叹 to 特指名词
"


"pos from 感叹 to 标点
"


"pos from 感叹 to 从句连词
"


"pos from 感叹 to 符号
"


"pos from 感叹 to 动词
"


"pos from 感叹 to 其他
"


"pos from 名词 to 形容
"
original sentence,"As the American public gradually wearies of the Iraq crisis , some have begun worrying that the war could blow back on the US by creating the conditions for anti-American terrorism ."
wrong word,public 4
mutation sentence,"As the American public wearies of the Iraq crisis , some have begun worrying that the war could blow back on the US by creating the conditions for anti-American terrorism ."

original sentence,"In fact , he left the house he rented in such disrepair -- with damage to the walls and a chandelier destroyed -- that the Montgomery family who owned it still grumble about the unpaid repair bill ."
wrong word,disrepair 12
mutation sentence,"In fact , he left the house he rented in disrepair -- with damage to the walls and a chandelier destroyed -- that the Montgomery family who owned it still grumble about the unpaid repair bill ."

original sentence,the debtors / creditors partial circularisation initiated for close of business 23rd
wrong word,close 9
mutation sentence,the debtors / creditors partial circularisation initiated for close 23rd

original sentence,"Article 6 of the Gallup Compression Services Agreement ( which I am sending to you separately ) with ECS obligates ECS to "" work in good faith with CDEC "" to establish an automated system that would automatically have alerted us to peak loading conditions on CDEC 's system ."
wrong word,peak 43
mutation sentence,"Article 6 of the Gallup Compression Services Agreement ( which I am sending to you separately ) with ECS obligates ECS to "" work in good faith with CDEC "" to establish an automated system that would automatically have alerted us to peak loading conditions ."

original sentence,"( if ..... ) ( iii ) definitive agreements acceptable to Party A in its sole discretion regarding the debt and all other aspects of [ the project to be owned by Party B ] , including but not limited to the senior debt facility , commitments and all project documents , have been fully negotiated and executed and the [ project ] has been brought to financial close ."
wrong word,close 69
mutation sentence,"( if ..... ) ( iii ) definitive agreements acceptable to Party A in its sole discretion regarding the debt and all other aspects of [ the project to be owned by Party B ] , including but not limited to the senior debt facility , commitments and all project documents , have been fully negotiated and executed and the [ project ] has been brought to close ."

original sentence,We will conduct first round interviews in the morning and the second round interviews in the afternoon .
wrong word,round 5
mutation sentence,We will conduct round interviews in the morning and the second round interviews in the afternoon .
wrong word,round 13
mutation sentence,We will conduct first round interviews in the morning and the round interviews in the afternoon .

original sentence,P.S. - I am trying to conceptualize an effective guerilla media campaign to promote this cause .
wrong word,guerilla 10
mutation sentence,P.S. - I am trying to conceptualize an guerilla media campaign to promote this cause .

original sentence,"Free of polution , free of oil dependency , and free of big business that is bleeding us dry for the short term good ( theirs ) ."
wrong word,good 24
mutation sentence,"Free of polution , free of oil dependency , and free of big business that is bleeding us dry for the term good ( theirs ) ."

original sentence,"By the second half of the year , you will finally feel welcome relief from the tight financial binds that have hindered you over the past two years ."
wrong word,relief 14
mutation sentence,"By the second half of the year , you will finally feel relief from the tight financial binds that have hindered you over the past two years ."

original sentence,""" native of Crete "" EL GRECO dies : April 7 , 1614 Monday"
wrong word,native 2
mutation sentence,""" native "" EL GRECO dies : April 7 , 1614 Monday"

original sentence,"$ 3.8 bn - Amount in the Superfund trust fund for toxic site clean - ups in 1995 , the Year "" polluter pays "" fees expired ."
wrong word,clean 14
mutation sentence,"$ 3.8 bn - Amount in the Superfund trust fund for toxic site clean - ups , the Year "" polluter pays "" fees expired ."

original sentence,$ 0 - Amount of uncommitted dollars in the Superfund trust fund for toxic site clean - ups in 2003 .
wrong word,clean 16
mutation sentence,$ 0 - Amount of uncommitted dollars in the Superfund trust fund for toxic site clean - ups .

original sentence,It depends on the conditions of your skilled migrant visa .
wrong word,migrant 9
mutation sentence,It depends on the conditions of your migrant visa .

original sentence,It only matters if you received an offer of employment or if you are currently working in New Zealand and used that job in your application to get your skilled migrant visa .
wrong word,migrant 31
mutation sentence,It only matters if you received an offer of employment or if you are currently working in New Zealand and used that job in your application to get your migrant visa .

original sentence,There are a lot of good quality dry cat foods .
wrong word,quality 7
mutation sentence,There are a lot of quality dry cat foods .
mutation sentence,There are a lot of good quality cat foods .

original sentence,"This may be around 1 / 2 of their full adult size , probably 4 - 5 "" for those guys ."
wrong word,adult 11
mutation sentence,"This may be around 1 / 2 of their adult size , probably 4 - 5 "" for those guys ."

original sentence,The Orange Order and the 12th of July Marches would be argued by some not to be an Irish custom but unarguable ticks every criteria to be considered one .
wrong word,12th 6
mutation sentence,The Orange Order and the 12th Marches would be argued by some not to be an Irish custom but unarguable ticks every criteria to be considered one .

original sentence,Freeze dried food is not a good staple food source ; you need to offer live feeder insects .
wrong word,staple 8
mutation sentence,Freeze dried food is not a staple food source ; you need to offer live feeder insects .

original sentence,"After a number of people began complaining about "" mystery deaths "" among incubating eggs , some of the more advanced killie people began suggesting that after 7 - 8 days of incubation , one should do a 100 % water change - as the eggs develop , they do release waste material ."
wrong word,killie 22
mutation sentence,"After a number of people began complaining about "" mystery deaths "" , some of the more advanced killie people began suggesting that after 7 - 8 days of incubation , one should do a 100 % water change - as the eggs develop , they do release waste material ."

original sentence,"Their items are very unique , great quality , great prices ."
wrong word,quality 8
mutation sentence,"Their items are very unique , quality , great prices ."

original sentence,"# 2 the decor is tasteful and artistic , from the comfortable chairs to the elegant light fixtures .... and ( most importantly ) # 3 the food is FANTASTIC ."
wrong word,light 17
mutation sentence,"# 2 the decor is tasteful and artistic , from the comfortable chairs to the light fixtures .... and ( most importantly ) # 3 the food is FANTASTIC ."

original sentence,"I began seeing Dr. Romanick back in 2000 and have seen a significant decline in the quality of care , patient - doctor communication , and just the overall level of services ."
wrong word,patient 21
mutation sentence,"I began seeing Dr. Romanick back in 2000 and have seen a significant decline in the quality , patient - doctor communication , and just the overall level of services ."

original sentence,"Our company is a high end designer handbag and fashion accessories company , thus we are certainly a niche market ."
wrong word,niche 19
mutation sentence,"Our company is a high end designer handbag and fashion accessories company , we are certainly a niche market ."
mutation sentence,"Our company is a high end designer handbag and fashion accessories company , thus we are a niche market ."



"pos from 名词 to 介词
"


"pos from 名词 to 副词
"
original sentence,Best way to change 35 mm film in Holga 120 whilst out and about ?
wrong word,way 2
mutation sentence,way to change 35 mm film in Holga 120 whilst out and about ?

original sentence,"Although temperatures do not often venture below freezing , winter ( December to February ) can be brutal , for huge parts of the country – the west and northwest in particular ."
wrong word,northwest 30
mutation sentence,"Although temperatures do not often venture below freezing , winter ( December to February ) can be brutal , for huge parts – the west and northwest in particular ."

original sentence,I was experiencing severe back pain to the point I could barely walk or even bare to sit .
wrong word,back 5
mutation sentence,I was experiencing back pain to the point I could barely walk or even bare to sit .

original sentence,To make a order you may have to go to back of line .
wrong word,back 11
mutation sentence,To make a order you may have to go to back .



"pos from 名词 to 助词
"


"pos from 名词 to 并列连词
"


"pos from 名词 to 定冠
"
original sentence,"2 . In Section 3.1 , in the last sentence after the proviso insert "" a "" before the word "" change "" and after the word "" in "" ."
wrong word,a 16
mutation sentence,"2 . In Section 3.1 , in the last sentence after the proviso insert "" a "" and after the word "" in "" ."

original sentence,Does Attachment A to the Select EEI Master need to be updated or is the version that you sent to me the current version ?
wrong word,A 3
mutation sentence,Does Attachment A need to be updated or is the version that you sent to me the current version ?

original sentence,Half of the 300 phenophases Leopold tracked showed a response consistent with warming .
wrong word,Half 1
mutation sentence,Half showed a response consistent with warming .



"pos from 名词 to 感叹
"


"pos from 名词 to 名词
"


"pos from 名词 to 数字
"
original sentence,"Under President Hu Jintao , Beijing has opened out to New Delhi and Prime Minister Wen Jiabao is expected to visit early next year , making friends by formally accepting Sikkim as part of India and backing India as a permanent member of the U.N. Security Council -- thus leaving Washington as the only one of the "" permanent five "" that has not yet done so ."
wrong word,one 55
mutation sentence,"Under President Hu Jintao , Beijing has opened out to New Delhi and Prime Minister Wen Jiabao is expected to visit early next year , making friends by formally accepting Sikkim as part of India and backing India as a permanent member of the U.N. Security Council -- thus leaving Washington as the one of the "" permanent five "" that has not yet done so ."

original sentence,"This entity was created in 2000 for the acquistion of WarpSpeed Communications ( now Enron WarpSpeed Services , Inc. 83N ) , and then dissolved upon completion of merger ."
wrong word,83N 20
mutation sentence,"This entity was created in 2000 for the acquistion of WarpSpeed Communications ( now Enron WarpSpeed Services , Inc. 83N ) , and dissolved upon completion of merger ."

original sentence,I will take you next one in August .
wrong word,one 6
mutation sentence,I will take you one in August .



"pos from 名词 to 功能
"


"pos from 名词 to 代词
"


"pos from 名词 to 特指名词
"


"pos from 名词 to 标点
"
original sentence,"This may be around 1 / 2 of their full adult size , probably 4 - 5 "" for those guys ."
wrong word,""" 18"
mutation sentence,"This may be around 1 / 2 of their full adult size , probably 4 "" for those guys ."



"pos from 名词 to 从句连词
"


"pos from 名词 to 符号
"


"pos from 名词 to 动词
"
original sentence,Thank you both very much for your time and help thus far .
wrong word,help 10
mutation sentence,Thank you both very much for your time and help far .

original sentence,"They will be distributed on a business basis first , then personal use ."
wrong word,use 13
mutation sentence,"They will be distributed on a business basis first , then use ."

original sentence,"I extend my hand to each of you in true friendship , and honor ."
wrong word,honor 14
mutation sentence,"I extend my hand in true friendship , and honor ."

original sentence,"Here Kant 's rule -- "" Animals are merely means to an end ; that end is man "" -- is applied with a vengeance ."
wrong word,means 10
mutation sentence,"Here Kant 's rule -- "" Animals are means to an end ; that end is man "" -- is applied with a vengeance ."

original sentence,"On the one hand , the IPN report agreed "" Climate models generally predict that the temperature rises in the Arctic will substantially exceed the global rise ."
wrong word,rises 18
mutation sentence,"On the one hand , the IPN report agreed "" Climate models predict that the temperature rises in the Arctic will substantially exceed the global rise ."
mutation sentence,"On the one hand , the IPN report agreed "" Climate models generally predict that the temperature rises will substantially exceed the global rise ."

original sentence,These sums give these countries enormous leverage over the United States .
wrong word,leverage 7
mutation sentence,These sums give these countries leverage over the United States .

original sentence,My answer is that we do n't to text speak here ... we type in English .
wrong word,text 9
mutation sentence,My answer is that we do to text speak here ... we type in English .
mutation sentence,My answer is that we do n't to text speak ... we type in English .
wrong word,speak 10
mutation sentence,My answer is that we do to text speak here ... we type in English .

original sentence,Email usually free if you use a WiFi connection .
wrong word,Email 1
mutation sentence,Email free if you use a WiFi connection .

original sentence,"But , you could live where ever you fancy takes you ."
wrong word,fancy 9
mutation sentence,"But , you could live where you fancy takes you ."

original sentence,I 've also got a bachelor s degree so I can go back and do further study or take a different profession .
wrong word,study 17
mutation sentence,I 've also got a bachelor s degree so I can go back and do study or take a different profession .

original sentence,You can select the proper route and travel plans by consulting the agents prior to the booking ........
wrong word,travel 8
mutation sentence,You can select the route and travel plans by consulting the agents prior to the booking ........

original sentence,I know they did lab work showing that Strongid C used daily could help prevent EPM .
wrong word,work 6
mutation sentence,I know they did work showing that Strongid C used daily could help prevent EPM .

original sentence,Fantastic Place to buy your next vehicle
wrong word,Place 2
mutation sentence,Place to buy your next vehicle

original sentence,Good beer good service and what more could you want .
wrong word,beer 2
mutation sentence,beer good service and what more could you want .

original sentence,Great help even near closing time !
wrong word,help 2
mutation sentence,help even near closing time !

original sentence,I have also had an 80 yr old that I take of sent to the ER and long stays in the hospital .
wrong word,stays 19
mutation sentence,I have also had an 80 yr old that I take of sent to the ER and stays in the hospital .

original sentence,Fair give and take on both sides until we agreed on a deal that was within my parameters and was fair to both sides .
wrong word,give 2
mutation sentence,give and take on both sides until we agreed on a deal that was within my parameters and was fair to both sides .
wrong word,take 4
mutation sentence,give and take on both sides until we agreed on a deal that was within my parameters and was fair to both sides .

original sentence,On Monday I called and again it was a big to - do to find anyone who knew anything about it .
wrong word,do 13
mutation sentence,On Monday I called and again it was a to - do to find anyone who knew anything about it .



"pos from 名词 to 其他
"


"pos from 数字 to 形容
"


"pos from 数字 to 介词
"


"pos from 数字 to 副词
"


"pos from 数字 to 助词
"


"pos from 数字 to 并列连词
"


"pos from 数字 to 定冠
"


"pos from 数字 to 感叹
"


"pos from 数字 to 名词
"
original sentence,which one out of these makes the best pet ?
wrong word,one 2
mutation sentence,which one makes the best pet ?
mutation sentence,which one makes the best pet ?

original sentence,"Mike one of owners was awesome , he explained the detailed plan , and executed on time , I am always going use them and refer them to many friends I can because of the great job they did me ."
wrong word,one 2
mutation sentence,"Mike one was awesome , he explained the detailed plan , and executed on time , I am always going use them and refer them to many friends I can because of the great job they did me ."

original sentence,It was a very trying time for my family and myself yet Mike took the time to greet each and every one one of us .
wrong word,one 23
mutation sentence,It was a very trying time for my family and myself yet Mike took the time to greet each and every one one .



"pos from 数字 to 数字
"


"pos from 数字 to 功能
"


"pos from 数字 to 代词
"
original sentence,"One of the most widespread myths of recent times is that the Chernobyl nuclear reactor accident in 1986 caused many thousands of extra cancer deaths in neighbouring regions , and that public health has been severely affected by exposure to radiation ."
wrong word,One 1
mutation sentence,"One is that the Chernobyl nuclear reactor accident in 1986 caused many thousands of extra cancer deaths in neighbouring regions , and that public health has been severely affected by exposure to radiation ."

original sentence,"He will make sure that we do not request FX and inflation ( CPI , PPI , etc. ) curves when only one of the curves will actually be used in the valuation process and to determine which inflation index is needed ."
wrong word,one 23
mutation sentence,"He will make sure that we do not request FX and inflation ( CPI , PPI , etc. ) curves when only one will actually be used in the valuation process and to determine which inflation index is needed ."

original sentence,"With regard to a global message , I think that one of the key points around fundamental operating standards are that they are intended to be global in nature , applied to every commodity and every location where we engage in trading activities ."
wrong word,one 11
mutation sentence,"With regard to a global message , I think that one are that they are intended to be global in nature , applied to every commodity and every location where we engage in trading activities ."

original sentence,Let me know if one of you could help me do this .
wrong word,one 5
mutation sentence,Let me know if one could help me do this .
mutation sentence,Let me know if one could help me do this .

original sentence,"If you got the chance today , I should be really grateful if one of you could give me a call to discuss this issue ; I think we should set out DPC 's position clearly on this in correspondence without too much delay ."
wrong word,one 14
mutation sentence,"If you got the chance today , I should be really grateful if one could give me a call to discuss this issue ; I think we should set out DPC 's position clearly on this in correspondence without too much delay ."

original sentence,""" One of the major , most well - documented and robust findings in ecology over the past century has been the crucial role of climate in determining the geographical distribution of species and ecological communities , "" concluded a report titled "" Observed Impacts of Global Climate Change in the United States , "" released by the Pew Center on Global Climate last week ."
wrong word,One 2
mutation sentence,""" One has been the crucial role of climate in determining the geographical distribution of species and ecological communities , "" concluded a report titled "" Observed Impacts of Global Climate Change in the United States , "" released by the Pew Center on Global Climate last week ."

original sentence,One of the manifestations of their racism is the rejection towards Japanese Yoko Ono .
wrong word,One 1
mutation sentence,One is the rejection towards Japanese Yoko Ono .

original sentence,"My dogs are far from perfect , and one of them I believe would be a little much for daycare here herself ( at least initially ) ."
wrong word,one 9
mutation sentence,"My dogs are far from perfect , and one I believe would be a little much for daycare here herself ( at least initially ) ."



"pos from 数字 to 特指名词
"


"pos from 数字 to 标点
"


"pos from 数字 to 从句连词
"


"pos from 数字 to 符号
"


"pos from 数字 to 动词
"


"pos from 数字 to 其他
"
original sentence,1 The rank of the United States worldwide in terms of greenhouse gas emissions .
wrong word,1 1
mutation sentence,1 The rank worldwide in terms of greenhouse gas emissions .

original sentence,2 of them are kinda whitish and are about 4 - 5 cm long .
wrong word,2 1
mutation sentence,2 are kinda whitish and are about 4 - 5 cm long .



"pos from 功能 to 形容
"


"pos from 功能 to 介词
"
original sentence,"First , the nature of such an investigation is that we lack sufficient information to second - guess ( or even know ) what the FBI is doing ."
wrong word,to 15
mutation sentence,"First , the nature of such an investigation is that we lack information to second - guess ( or even know ) what the FBI is doing ."

original sentence,I finally got it to blackline correctly .
wrong word,to 5
mutation sentence,I finally got it to blackline .

original sentence,"the guy came on time and did n't take any breaks , he went straight to work and finished the job efficiently and promptly !"
wrong word,to 16
mutation sentence,"the guy came on time and did n't take any breaks , he went to work and finished the job efficiently and promptly !"



"pos from 功能 to 副词
"
original sentence,"The other is a new fuel tank "" guaranteed "" by NASA not to shed potentially fatal hunks of insulation ."
wrong word,not 13
mutation sentence,"The other is a new fuel tank "" guaranteed "" not to shed potentially fatal hunks of insulation ."



"pos from 功能 to 助词
"


"pos from 功能 to 并列连词
"


"pos from 功能 to 定冠
"


"pos from 功能 to 感叹
"


"pos from 功能 to 名词
"


"pos from 功能 to 数字
"


"pos from 功能 to 功能
"


"pos from 功能 to 代词
"


"pos from 功能 to 特指名词
"


"pos from 功能 to 标点
"


"pos from 功能 to 从句连词
"


"pos from 功能 to 符号
"


"pos from 功能 to 动词
"


"pos from 功能 to 其他
"


"pos from 代词 to 形容
"


"pos from 代词 to 介词
"


"pos from 代词 to 副词
"


"pos from 代词 to 助词
"


"pos from 代词 to 并列连词
"


"pos from 代词 to 定冠
"


"pos from 代词 to 感叹
"


"pos from 代词 to 名词
"


"pos from 代词 to 数字
"


"pos from 代词 to 功能
"


"pos from 代词 to 代词
"


"pos from 代词 to 特指名词
"


"pos from 代词 to 标点
"


"pos from 代词 to 从句连词
"
original sentence,"Additional cost will be incurred for the remainder of this year , that I have not been able to review yet ."
wrong word,that 13
mutation sentence,"cost will be incurred for the remainder of this year , that I have not been able to review yet ."

original sentence,0 - Number of coffins of dead soldiers returning home that the Bush administration has permitted to be photographed .
wrong word,that 11
mutation sentence,0 - Number of coffins of dead soldiers returning that the Bush administration has permitted to be photographed .

original sentence,62 - Percentage of gas masks that army investigators discovered did Not work properly in autumn 2002 .
wrong word,that 7
mutation sentence,62 - Percentage that army investigators discovered did Not work properly in autumn 2002 .

