all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,570546,795696,6663,5883,2674,224904


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,Worst case scenario you fall in love and after spending thousands of dollars you have to put all the horse down .
mutation sentence,Worst case scenario you fall in love and after spending thousands of dollars you have to put on the horse down .
mutation sentence,Worst case scenario you fall in love and after spending thousands of dollars you have to put you the horse down .
mutation sentence,Worst case scenario you fall in love and after spending thousands of dollars you have to put him the horse down .
mutation sentence,Worst case scenario you fall in love and after spending thousands of dollars you have to put back the horse down .
mutation sentence,Worst case scenario you fall in love and after spending thousands of dollars you have to put the horse right down .
mutation sentence,Worst case scenario you fall in love and after spending thousands of dollars you have to put the horse down hard .

original sentence,Is that something you are up for ?
wrong word,up
mutation sentence,Is that something you are up just for ?

original sentence,"I came to La Crosse to go to college , and my mom would send me birthday flowers though here ."
wrong word,though
mutation sentence,"I came to La Crosse to go to college , and my mom would send me birthday flowers when though here ."
mutation sentence,"I came to La Crosse to go to college , and my mom would send me birthday flowers though here today ."

original sentence,I 've been to quite a few tattoo shops around this area and Stainless Steel is by far the best .
wrong word,by
mutation sentence,I 've been to quite a few tattoo shops around this area and Stainless Steel is by far among the best .

original sentence,"I phoned this company for advice on our office refurb and although we did not use them in the end ( as our building contractor carried out the electrical work ) , they provided me with plenty of useful information over an hour phone call and subsequently we are now using PJC as our electrical maintenance contractor ."
wrong word,as
mutation sentence,"I phoned this company for advice on our office refurb and although we did not use them in the end ( as our building contractor carried out the electrical work ) , they provided me with plenty of useful information over an hour phone call and subsequently we are now using PJC as well our electrical maintenance contractor ."

original sentence,As a native southern Californian I can tell you that this is not authentic Mexican food .
wrong word,As
mutation sentence,As well a native southern Californian I can tell you that this is not authentic Mexican food .

original sentence,Their Food was better then anything I had ever tasted .
wrong word,then
mutation sentence,Their Food was better tasting then anything I had ever tasted .
mutation sentence,Their Food was better looking then anything I had ever tasted .
mutation sentence,Their Food was better smelling then anything I had ever tasted .

original sentence,My car broke down and roadside towed my vehicle to Sussman Kia .
wrong word,down
mutation sentence,My car broke back down and roadside towed my vehicle to Sussman Kia .
mutation sentence,My car broke completely down and roadside towed my vehicle to Sussman Kia .
mutation sentence,My car broke upside down and roadside towed my vehicle to Sussman Kia .
mutation sentence,My car broke right down and roadside towed my vehicle to Sussman Kia .
mutation sentence,My car broke way down and roadside towed my vehicle to Sussman Kia .

original sentence,"The atmosphere alone deserves 4 stars but , the food was not up to par with the price tag and the reputation the restaurant carries ."
wrong word,up
mutation sentence,"The atmosphere alone deserves 4 stars but , the food was not exactly up to par with the price tag and the reputation the restaurant carries ."
mutation sentence,"The atmosphere alone deserves 4 stars but , the food was not really up to par with the price tag and the reputation the restaurant carries ."
mutation sentence,"The atmosphere alone deserves 4 stars but , the food was not up to par along with the price tag and the reputation the restaurant carries ."
mutation sentence,"The atmosphere alone deserves 4 stars but , the food was not up to par due with the price tag and the reputation the restaurant carries ."
mutation sentence,"The atmosphere alone deserves 4 stars but , the food was not up to par together with the price tag and the reputation the restaurant carries ."
mutation sentence,"The atmosphere alone deserves 4 stars but , the food was not up to par both with the price tag and the reputation the restaurant carries ."
mutation sentence,"The atmosphere alone deserves 4 stars but , the food was not up to par with the higher price tag and the reputation the restaurant carries ."

original sentence,I sincerely wonder if the doctor has a clue about what is going on within his practice .
wrong word,on
mutation sentence,I sincerely wonder if the doctor has a clue about what is really going on within his practice .
mutation sentence,I sincerely wonder if the doctor has a clue about what is actually going on within his practice .
mutation sentence,I sincerely wonder if the doctor has a clue about what is truly going on within his practice .
mutation sentence,I sincerely wonder if the doctor has a clue about what is going down on within his practice .
mutation sentence,I sincerely wonder if the doctor has a clue about what is going in on within his practice .
mutation sentence,I sincerely wonder if the doctor has a clue about what is going on elsewhere within his practice .
mutation sentence,I sincerely wonder if the doctor has a clue about what is going on somewhere within his practice .
mutation sentence,I sincerely wonder if the doctor has a clue about what is going on down within his practice .
mutation sentence,I sincerely wonder if the doctor has a clue about what is going on back within his practice .
mutation sentence,I sincerely wonder if the doctor has a clue about what is going on around within his practice .

original sentence,Excellent chefs are in the kitchen preparing memorable breakfasts .
wrong word,in
mutation sentence,Excellent chefs are in on the kitchen preparing memorable breakfasts .
mutation sentence,Excellent chefs are in over the kitchen preparing memorable breakfasts .

original sentence,"Anyway , I was practically raised on this stuff , and being a connoisseur of West Indian cuisine , Jamaica Way is a bit toned down to suit the American palette ."
wrong word,down
mutation sentence,"Anyway , I was practically raised on this stuff , and being a connoisseur of West Indian cuisine , Jamaica Way is a bit toned right down to suit the American palette ."

original sentence,"I have been eating Pho for almost my entire life and I 've always gone to the Pho places in south philly and off the boulevard and even the other one in chinatown , but when i tried this pho place , it blew the other pho houses away !!"
wrong word,off
mutation sentence,"I have been eating Pho for almost my entire life and I 've always gone to the Pho places in south philly and off on the boulevard and even the other one in chinatown , but when i tried this pho place , it blew the other pho houses away !!"
mutation sentence,"I have been eating Pho for almost my entire life and I 've always gone to the Pho places in south philly and off down the boulevard and even the other one in chinatown , but when i tried this pho place , it blew the other pho houses away !!"
mutation sentence,"I have been eating Pho for almost my entire life and I 've always gone to the Pho places in south philly and off in the boulevard and even the other one in chinatown , but when i tried this pho place , it blew the other pho houses away !!"

original sentence,I dropped the truck off in the morning and it was ready that afternoon .
wrong word,off
mutation sentence,I dropped the truck off early in the morning and it was ready that afternoon .
mutation sentence,I dropped the truck off later in the morning and it was ready that afternoon .
mutation sentence,I dropped the truck off late in the morning and it was ready that afternoon .

original sentence,"I got yelled at , literally yelled at because i asked if i could pick up my car 5 - 10 minutes late ."
wrong word,at
mutation sentence,"I got yelled at , literally yelled ed at because i asked if i could pick up my car 5 - 10 minutes late ."
mutation sentence,"I got yelled at , literally yelled back at because i asked if i could pick up my car 5 - 10 minutes late ."
mutation sentence,"I got yelled at , literally yelled up at because i asked if i could pick up my car 5 - 10 minutes late ."
mutation sentence,"I got yelled at , literally yelled at because if i asked if i could pick up my car 5 - 10 minutes late ."

original sentence,i would highly recommend calling these people up for your next car .
wrong word,up
mutation sentence,i would highly recommend calling these people up later for your next car .
mutation sentence,i would highly recommend calling these people up early for your next car .

original sentence,"i had to call back up there two hours later and the lady ( who claimed to be a manager ) said my food was on the way , and she did nt offer to compensate me in any kind of way ."
wrong word,on
mutation sentence,"i had to call back up there two hours later and the lady ( who claimed to be a manager ) said my food was on in the way , and she did nt offer to compensate me in any kind of way ."
mutation sentence,"i had to call back up there two hours later and the lady ( who claimed to be a manager ) said my food was on down the way , and she did nt offer to compensate me in any kind of way ."
mutation sentence,"i had to call back up there two hours later and the lady ( who claimed to be a manager ) said my food was on up the way , and she did nt offer to compensate me in any kind of way ."

original sentence,Going there you learn the school does not care about the services given just about the money .
wrong word,about
mutation sentence,Going there you learn the school does not care about the services given just about on the money .
mutation sentence,Going there you learn the school does not care about the services given just about with the money .

original sentence,"I found out they did not even drive the car , stated they looked at it before ."
wrong word,out
mutation sentence,"I found straight out they did not even drive the car , stated they looked at it before ."
mutation sentence,"I found right out they did not even drive the car , stated they looked at it before ."
mutation sentence,"I found back out they did not even drive the car , stated they looked at it before ."

original sentence,"There were 2 in our group , and a 3rd person was also in the parking lot waiting for this class ."
wrong word,in
mutation sentence,"There were 2 in our group , and a 3rd person was also in from the parking lot waiting for this class ."
mutation sentence,"There were 2 in our group , and a 3rd person was also in at the parking lot waiting for this class ."
mutation sentence,"There were 2 in our group , and a 3rd person was also in on the parking lot waiting for this class ."
mutation sentence,"There were 2 in our group , and a 3rd person was also in near the parking lot waiting for this class ."
mutation sentence,"There were 2 in our group , and a 3rd person was also in over the parking lot waiting for this class ."

original sentence,They eventually turned it over to a collection agency and now will not even discuss the matter .
wrong word,over
mutation sentence,They eventually turned back it over to a collection agency and now will not even discuss the matter .
mutation sentence,They eventually turned it all over to a collection agency and now will not even discuss the matter .
mutation sentence,They eventually turned it back over to a collection agency and now will not even discuss the matter .
mutation sentence,They eventually turned it both over to a collection agency and now will not even discuss the matter .
mutation sentence,They eventually turned it over again to a collection agency and now will not even discuss the matter .

original sentence,It is right on the hustle and bustle of Wisconsin Ave but some might miss it as it is nestled in between Subway Sandwiches and Modell 's .
wrong word,on
mutation sentence,It is right on in the hustle and bustle of Wisconsin Ave but some might miss it as it is nestled in between Subway Sandwiches and Modell 's .

original sentence,"I love Cuban coffee , colada ... mmmm anyways I found this place and ca n't stop going there , I stop in at least once a week and anytime I 'm in the area for a Cuban coffee or snack ."
wrong word,in
mutation sentence,"I love Cuban coffee , colada ... mmmm anyways I found this place and ca n't stop going there , I stop in at least once a week and anytime I 'm in on the area for a Cuban coffee or snack ."
mutation sentence,"I love Cuban coffee , colada ... mmmm anyways I found this place and ca n't stop going there , I stop in at least once a week and anytime I 'm in near the area for a Cuban coffee or snack ."
mutation sentence,"I love Cuban coffee , colada ... mmmm anyways I found this place and ca n't stop going there , I stop in at least once a week and anytime I 'm in into the area for a Cuban coffee or snack ."

original sentence,"The desk agent actually argued with me , claiming that no such alarm had gone off ( as if I would make that up ? ) ."
wrong word,off
mutation sentence,"The desk agent actually argued with me , claiming that no such alarm had gone completely off ( as if I would make that up ? ) ."

original sentence,"We were always having our water shut off , there were always people having parties at the pool , even after it was supposed to be closed ."
wrong word,off
mutation sentence,"We were always having our water shut completely off , there were always people having parties at the pool , even after it was supposed to be closed ."

original sentence,"Then , when we moved out , we cleaned the apartment top to bottom , they came back and tried to charge us for two cleaning fees ( and we never got our deposit back ) and past utilities ( that were already paid , we have check numbers and records of this ) ."
wrong word,out
mutation sentence,"Then , when we moved back out , we cleaned the apartment top to bottom , they came back and tried to charge us for two cleaning fees ( and we never got our deposit back ) and past utilities ( that were already paid , we have check numbers and records of this ) ."
mutation sentence,"Then , when we moved right out , we cleaned the apartment top to bottom , they came back and tried to charge us for two cleaning fees ( and we never got our deposit back ) and past utilities ( that were already paid , we have check numbers and records of this ) ."
mutation sentence,"Then , when we moved out later , we cleaned the apartment top to bottom , they came back and tried to charge us for two cleaning fees ( and we never got our deposit back ) and past utilities ( that were already paid , we have check numbers and records of this ) ."
mutation sentence,"Then , when we moved out early , we cleaned the apartment top to bottom , they came back and tried to charge us for two cleaning fees ( and we never got our deposit back ) and past utilities ( that were already paid , we have check numbers and records of this ) ."

original sentence,"I have worked with Ted Jurek at Decor and You , and it started out as a decent experience ."
wrong word,out
mutation sentence,"I have worked with Ted Jurek at Decor and You , and it started out well as a decent experience ."
mutation sentence,"I have worked with Ted Jurek at Decor and You , and it started out great as a decent experience ."
mutation sentence,"I have worked with Ted Jurek at Decor and You , and it started out fine as a decent experience ."

original sentence,"When I inquired he rudely replied "" in the morning when things are checked out you 'll get it back . """
wrong word,out
mutation sentence,"When I inquired he rudely replied "" in the morning when things are checked right out you 'll get it back . """

original sentence,Unfortunalty my husband and I had to put our 13 year old lab down that morning and we were not expecting this .
wrong word,down
mutation sentence,Unfortunalty my husband and I had to put our 13 year old lab down early that morning and we were not expecting this .
mutation sentence,Unfortunalty my husband and I had to put our 13 year old lab down earlier that morning and we were not expecting this .
mutation sentence,Unfortunalty my husband and I had to put our 13 year old lab down sometime that morning and we were not expecting this .
mutation sentence,Unfortunalty my husband and I had to put our 13 year old lab down late that morning and we were not expecting this .
mutation sentence,Unfortunalty my husband and I had to put our 13 year old lab down just that morning and we were not expecting this .
mutation sentence,Unfortunalty my husband and I had to put our 13 year old lab down again that morning and we were not expecting this .

original sentence,"that cuts down on teh wait time , cus u can do other stuff while u r waiting ."
wrong word,down
mutation sentence,"that cuts way down on teh wait time , cus u can do other stuff while u r waiting ."
mutation sentence,"that cuts down more on teh wait time , cus u can do other stuff while u r waiting ."

original sentence,He showed me the car I was interested in and we took a test drive .
wrong word,in
mutation sentence,He showed me the car I was interested most in and we took a test drive .

original sentence,"He was in the process of making me a pie and when I got home , the pie was the worst I have ever seen ."
wrong word,in
mutation sentence,"He was in on the process of making me a pie and when I got home , the pie was the worst I have ever seen ."

original sentence,I am a business owner in downtown Saratoga Springs and wish this restaurant was in our town !
wrong word,in
mutation sentence,I am a business owner in downtown Saratoga Springs and wish this restaurant was in on our town !

original sentence,The doctor did tell me that my male pattern baldness is due to my mother s father because the gene is exclusively passed on through maternal line but that 's a common misconception ( http://www.consumerreports.org/health/healthy-living/beauty-personal-care/hair-loss-10-08/hair-loss.htm ) .
wrong word,on
mutation sentence,The doctor did tell me that my male pattern baldness is due to my mother s father because the gene is exclusively passed back on through maternal line but that 's a common misconception ( http://www.consumerreports.org/health/healthy-living/beauty-personal-care/hair-loss-10-08/hair-loss.htm ) .
mutation sentence,The doctor did tell me that my male pattern baldness is due to my mother s father because the gene is exclusively passed down on through maternal line but that 's a common misconception ( http://www.consumerreports.org/health/healthy-living/beauty-personal-care/hair-loss-10-08/hair-loss.htm ) .
mutation sentence,The doctor did tell me that my male pattern baldness is due to my mother s father because the gene is exclusively passed out on through maternal line but that 's a common misconception ( http://www.consumerreports.org/health/healthy-living/beauty-personal-care/hair-loss-10-08/hair-loss.htm ) .

original sentence,"Approx 4 months later , the compressor went out ."
wrong word,out
mutation sentence,"Approx 4 months later , the compressor went back out ."
mutation sentence,"Approx 4 months later , the compressor went completely out ."
mutation sentence,"Approx 4 months later , the compressor went right out ."
mutation sentence,"Approx 4 months later , the compressor went straight out ."
mutation sentence,"Approx 4 months later , the compressor went out cold ."

original sentence,"We took it back in to have it repaired again , and less than a week later the second compressor went out ."
wrong word,out
mutation sentence,"We took it back in to have it repaired again , and less than a week later the second compressor went back out ."
mutation sentence,"We took it back in to have it repaired again , and less than a week later the second compressor went right out ."
mutation sentence,"We took it back in to have it repaired again , and less than a week later the second compressor went completely out ."
mutation sentence,"We took it back in to have it repaired again , and less than a week later the second compressor went straight out ."

original sentence,They are RIGHT OFF the kitchen so you hear everything .
wrong word,OFF
mutation sentence,They are RIGHT OFF in the kitchen so you hear everything .
mutation sentence,They are RIGHT OFF from the kitchen so you hear everything .
mutation sentence,They are RIGHT OFF IN the kitchen so you hear everything .

original sentence,I thought it would be a good idea to see how a few that I liked would look like on a model ( by looking the dress up online ) .
wrong word,up
mutation sentence,I thought it would be a good idea to see how a few that I liked would look like on a model ( by looking up the dress up online ) .
mutation sentence,I thought it would be a good idea to see how a few that I liked would look like on a model ( by looking at the dress up online ) .
mutation sentence,I thought it would be a good idea to see how a few that I liked would look like on a model ( by looking all the dress up online ) .
mutation sentence,I thought it would be a good idea to see how a few that I liked would look like on a model ( by looking the dress back up online ) .



"pos from 介词 to 助词
"


"pos from 介词 to 并列连词
"
original sentence,"I have nothing but respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
wrong word,but
mutation sentence,"I have really nothing but respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing else but respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing left but respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing here but respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing personal but respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing more but respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing special but respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing new but respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but deep respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but great respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but a respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but profound respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but genuine respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but tremendous respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but immense respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but sincere respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but enormous respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but extreme respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but respect here for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but respect there for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but respect for those people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but respect for the people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but respect for some people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but respect for these people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."

original sentence,The only negative I have abou this place is the parking !
wrong word,abou
mutation sentence,The only negative I have here abou this place is the parking !



"pos from 介词 to 定冠
"


"pos from 介词 to 感叹
"


"pos from 介词 to 名词
"
original sentence,Decide volunteering is not your thing and give them back !
wrong word,back
mutation sentence,Decide volunteering is not your thing and give them your back !
mutation sentence,Decide volunteering is not your thing and give them some back !
mutation sentence,Decide volunteering is not your thing and give them that back !
mutation sentence,Decide volunteering is not your thing and give them my back !
mutation sentence,Decide volunteering is not your thing and give them their back !



"pos from 介词 to 数字
"


"pos from 介词 to 功能
"
original sentence,"However , differences between India and LTTE soon surfaced and led to clashes between Tiger guerrillas and the Indian peace keeping force ."
wrong word,to
mutation sentence,"However , differences between India and LTTE soon surfaced and led to clashes there between Tiger guerrillas and the Indian peace keeping force ."

original sentence,News coverage of the president ’s years in the Guard has tended to focus on one brief portion of that time — to the exclusion of virtually everything else .
wrong word,to
mutation sentence,News coverage of the president ’s years in the Guard has tended to focus on one brief portion of that time — to near the exclusion of virtually everything else .

original sentence,The hope may be that Posada can soon be offered to a post-Chavez Allawi - like puppet in Caracas .
wrong word,to
mutation sentence,The hope may be that Posada can soon be offered to be a post-Chavez Allawi - like puppet in Caracas .

original sentence,"The Only Catch Is That You HAVE To Have An Income ABOVE $ 21,000 ...... And ...... You HAVE To Follow The Easy Instructions Provided To You ."
wrong word,To
mutation sentence,"The Only Catch Is That You HAVE To Have An Income ABOVE $ 21,000 ...... And ...... You HAVE To Follow The Easy Instructions Provided To Be You ."
mutation sentence,"The Only Catch Is That You HAVE To Have An Income ABOVE $ 21,000 ...... And ...... You HAVE To Follow The Easy Instructions Provided To Please You ."

original sentence,"The route from Kalikhola in Bhutan to Cox 's Bazar passes through northern Bengal , Assam and Meghalaya , and on into Chittagong ."
wrong word,to
mutation sentence,"The route from Kalikhola in Bhutan to via Cox 's Bazar passes through northern Bengal , Assam and Meghalaya , and on into Chittagong ."
mutation sentence,"The route from Kalikhola in Bhutan to through Cox 's Bazar passes through northern Bengal , Assam and Meghalaya , and on into Chittagong ."

original sentence,Personally I do n't give a damn what adults do to one another as long as there is no abuse invovled .
wrong word,to
mutation sentence,Personally I do n't give a damn what adults do to please one another as long as there is no abuse invovled .

original sentence,"The only way to fight this new "" popular "" weapon is identical to the only way in which you fight organized crime or pirates on the high seas : the offensive way ."
wrong word,to
mutation sentence,"The only way to fight this new "" popular "" weapon is identical to be the only way in which you fight organized crime or pirates on the high seas : the offensive way ."

original sentence,"Sufaat , according to both KSM and Hambali , did not have the virulent US Army Ames strain that would be used ."
wrong word,to
mutation sentence,"Sufaat , according to in both KSM and Hambali , did not have the virulent US Army Ames strain that would be used ."

original sentence,"But if experience is any guide , nothing would stand in the way of Dr. Ayman Zawahiri 's decade - long quest to weaponize and use anthrax against US targets that was described by one confidante to an Egyptian newspaper reporter ."
wrong word,to
mutation sentence,"But if experience is any guide , nothing would stand in the way of Dr. Ayman Zawahiri 's decade - long quest to weaponize and use anthrax against US targets that was described by one confidante to be an Egyptian newspaper reporter ."

original sentence,"A few days before Christmas 2003 , after a renewed audiotape threat by Zawahiri of attacks , to include in the US homeland , the threat level was raised to orange or "" high . """
wrong word,to
mutation sentence,"A few days before Christmas 2003 , after a renewed audiotape threat by Zawahiri of attacks , to include in the US homeland , the threat level was raised to be orange or "" high . """

original sentence,He just rescheduled to Wednesday .
wrong word,to
mutation sentence,He just rescheduled to be Wednesday .

original sentence,Please respond to request below .
wrong word,to
mutation sentence,Please respond promptly to request below .
mutation sentence,Please respond instantly to request below .
mutation sentence,Please respond automatically to request below .
mutation sentence,Please respond positively to request below .

original sentence,Essie and Leon have proposed xferring Co. 1691 to your world ( see below ) .
wrong word,to
mutation sentence,Essie and Leon have proposed xferring Co. 1691 to be your world ( see below ) .
mutation sentence,Essie and Leon have proposed xferring Co. 1691 to be your world ( see below ) .

original sentence,Should I send the resume to Dawn or you directly ?
wrong word,to
mutation sentence,Should I send the resume to Miss Dawn or you directly ?

original sentence,How does late January sound to you .
wrong word,to
mutation sentence,How does late January sound to be you .

original sentence,"This is o.k. for Ken Lay , but we are changing to a more uniform address , so would likely be better to use kenneth.lay@enron.com ."
wrong word,to
mutation sentence,"This is o.k. for Ken Lay , but we are changing to be a more uniform address , so would likely be better to use kenneth.lay@enron.com ."

original sentence,Needs to go to $ 41 and then I will be happy .
wrong word,to
mutation sentence,Needs to go to be $ 41 and then I will be happy .

original sentence,I sent this to Mary last week .
wrong word,to
mutation sentence,I sent this to Miss Mary last week .

original sentence,"Also , I 'm going out to San Diego for the Labor Day weekend to visit Hoot 's daughter Julie ."
wrong word,to
mutation sentence,"Also , I 'm going out to sunny San Diego for the Labor Day weekend to visit Hoot 's daughter Julie ."

original sentence,At this rate we may have to start pinning notes to your shirt to remind you to do things .
wrong word,to
mutation sentence,At this rate we may have to start pinning notes to inside your shirt to remind you to do things .
mutation sentence,At this rate we may have to start pinning notes to beneath your shirt to remind you to do things .

original sentence,Days away : Sept. 21 through Oct. 3 ( assuming you work on the day we leave and go back to work the day after we return )
wrong word,to
mutation sentence,Days away : Sept. 21 through Oct. 3 ( assuming you work on the day we leave and go back to work the following day after we return )
mutation sentence,Days away : Sept. 21 through Oct. 3 ( assuming you work on the day we leave and go back to work the day right after we return )

original sentence,Please deliver a copy to me as well .
wrong word,to
mutation sentence,Please deliver a copy to please me as well .

original sentence,Will you pass along to the appropriate person ?
wrong word,to
mutation sentence,Will you pass along to be the appropriate person ?

original sentence,"I am told that our respective credit departments want to raise the credit lines to $ 10 M for each party , but to effect that we will have to modify the existing Guaranties accordingly ."
wrong word,to
mutation sentence,"I am told that our respective credit departments want to raise the credit lines to be $ 10 M for each party , but to effect that we will have to modify the existing Guaranties accordingly ."

original sentence,Please approve Susan 's attached expense report and forward to accounting with a cc : to me .
wrong word,to
mutation sentence,Please approve Susan 's attached expense report and forward to accounting with a cc : to Dear me .
mutation sentence,Please approve Susan 's attached expense report and forward to accounting with a cc : to Dear me .

original sentence,"Linda Robertson says they should be charged to Jim Steffes ' cost center , etc ."
wrong word,to
mutation sentence,"Linda Robertson says they should be charged to be Jim Steffes ' cost center , etc ."

original sentence,Please note that date and time are subject to change ; please check local listings .
wrong word,to
mutation sentence,Please note that date and time are subject not to change ; please check local listings .

original sentence,The term of the Transaction shall be from the Effective Date ( or start date ) to the Termination Date ( or end date ) .
wrong word,to
mutation sentence,The term of the Transaction shall be from the Effective Date ( or start date ) to after the Termination Date ( or end date ) .
mutation sentence,The term of the Transaction shall be from the Effective Date ( or start date ) to before the Termination Date ( or end date ) .
mutation sentence,The term of the Transaction shall be from the Effective Date ( or start date ) to near the Termination Date ( or end date ) .
mutation sentence,The term of the Transaction shall be from the Effective Date ( or start date ) to until the Termination Date ( or end date ) .

original sentence,Enron will guarantee delivery by the 20th of each scheduled Dispatch Period and accept supply to the 15th of each scheduled Dispatch Period .
wrong word,to
mutation sentence,Enron will guarantee delivery by the 20th of each scheduled Dispatch Period and accept supply to be the 15th of each scheduled Dispatch Period .

original sentence,I 'd like to work with you on a response to this customer .
wrong word,to
mutation sentence,I 'd like to work with you on a response to please this customer .

original sentence,This call has been changed to 3 pm ( Houston time ) which is 5 pm ( Sao Paulo time ) .
wrong word,to
mutation sentence,This call has been changed to be 3 pm ( Houston time ) which is 5 pm ( Sao Paulo time ) .

original sentence,Does Attachment A to the Select EEI Master need to be updated or is the version that you sent to me the current version ?
wrong word,to
mutation sentence,Does Attachment A to be the Select EEI Master need to be updated or is the version that you sent to me the current version ?
mutation sentence,Does Attachment A to Be the Select EEI Master need to be updated or is the version that you sent to me the current version ?

original sentence,"If the reader of this message is not the intended recipient , or the employee or agent responsible to deliver it to the intended recipient , you are hereby notified that any dissemination , distribution or copying of this communication is strictly prohibited ."
wrong word,to
mutation sentence,"If the reader of this message is not the intended recipient , or the employee or agent responsible to deliver it to be the intended recipient , you are hereby notified that any dissemination , distribution or copying of this communication is strictly prohibited ."

original sentence,What are you doing to the least of the people ?
wrong word,to
mutation sentence,What are you doing to be the least of the people ?

original sentence,"After founders - Stanford graduate students Sergey Brin and Larry Page presented their project to an angel investor , they received a cheque made out to ' Google '"
wrong word,to
mutation sentence,"After founders - Stanford graduate students Sergey Brin and Larry Page presented their project to be an angel investor , they received a cheque made out to ' Google '"
mutation sentence,"After founders - Stanford graduate students Sergey Brin and Larry Page presented their project to an angel investor , they received a cheque made out to be ' Google '"

original sentence,"He Would Tear Down Our System Of Checks And Balances , Giving Far Too Much Power To The President"
wrong word,To
mutation sentence,"He Would Tear Down Our System Of Checks And Balances , Giving Far Too Much Power To Be The President"

