all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,560384,781233,2315,2710,1553,213976


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
wrong word,on 12
mutation sentence,Reporting from the town where Susan Polk 's trial is then going on .

original sentence,Paul is out of the office today so I have n't had a chance to talk to him .
wrong word,out 3
mutation sentence,Paul is out of at the office today so I have n't had a chance to talk to him .

original sentence,( Her voice mail says she 's out of the office until Monday . )
wrong word,out 8
mutation sentence,( Her voice mail says she 's out of at the office until Monday . )

original sentence,Let us know the latest with Ted and also with what 's going on in Houston .
wrong word,on 14
mutation sentence,Let us know the latest with Ted and also with what really 's going on in Houston .
mutation sentence,Let us know the latest with Ted and also with what 's really going on in Houston .
mutation sentence,Let us know the latest with Ted and also with what 's still going on in Houston .
mutation sentence,Let us know the latest with Ted and also with what 's actually going on in Houston .

original sentence,Attached is a rough draft of my talking points for a panel I 'll be on at a CEM conference in SF on Thursday afternoon .
wrong word,on 16
mutation sentence,Attached is a rough draft of my talking points for a panel I apparently 'll be on at a CEM conference in SF on Thursday afternoon .
mutation sentence,Attached is a rough draft of my talking points for a panel I 'll then be on at a CEM conference in SF on Thursday afternoon .
mutation sentence,Attached is a rough draft of my talking points for a panel I 'll be on at a special CEM conference in SF on Thursday afternoon .
mutation sentence,Attached is a rough draft of my talking points for a panel I 'll be on at a major CEM conference in SF on Thursday afternoon .
mutation sentence,Attached is a rough draft of my talking points for a panel I 'll be on at a new CEM conference in SF on Thursday afternoon .
mutation sentence,Attached is a rough draft of my talking points for a panel I 'll be on at a big CEM conference in SF on Thursday afternoon .
mutation sentence,Attached is a rough draft of my talking points for a panel I 'll be on at a small CEM conference in SF on Thursday afternoon .
mutation sentence,Attached is a rough draft of my talking points for a panel I 'll be on at a large CEM conference in SF on Thursday afternoon .

original sentence,I am vacation until the 22nd but Per is up to speed and I would like to make sure that you keep up with him and any HR / Legal activity that may occur .
wrong word,up 10
mutation sentence,I am vacation until the 22nd but Per is up to speed already and I would like to make sure that you keep up with him and any HR / Legal activity that may occur .
mutation sentence,I am vacation until the 22nd but Per is up to speed tomorrow and I would like to make sure that you keep up with him and any HR / Legal activity that may occur .

original sentence,"As always , thank you for your time and please contact me @ ext 58369 if you have any questions ."
wrong word,As 1
mutation sentence,"As always , thank you again for your time and please contact me @ ext 58369 if you have any questions ."
mutation sentence,"As always , thank you both for your time and please contact me @ ext 58369 if you have any questions ."
mutation sentence,"As always , thank you for your time and please contact me @ ext 58369 if you have any questions later ."
mutation sentence,"As always , thank you for your time and please contact me @ ext 58369 if you have any questions again ."

original sentence,I am out of the office today but will be back tomorrow .
wrong word,out 3
mutation sentence,I am out of at the office today but will be back tomorrow .
mutation sentence,I am out of in the office today but will be back tomorrow .

original sentence,"Initially our design group , along with perhaps one of our technology consultants , would like to meet with a group of Enron people for half a day .?"
wrong word,along 6
mutation sentence,"Initially our design group , along with perhaps even one of our technology consultants , would like to meet with a group of Enron people for half a day .?"
mutation sentence,"Initially our design group , along with perhaps with one of our technology consultants , would like to meet with a group of Enron people for half a day .?"
mutation sentence,"Initially our design group , along with perhaps one of our technology consultants present , would like to meet with a group of Enron people for half a day .?"
mutation sentence,"Initially our design group , along with perhaps one of our technology consultants involved , would like to meet with a group of Enron people for half a day .?"

original sentence,Comments Log in to add a comment
wrong word,in 3
mutation sentence,Comments Log in to add up a comment

original sentence,So I just needed to know if it is a suitable place to live in and in what ways .
wrong word,in 15
mutation sentence,So I just needed to know if it is a suitable place to live in and how in what ways .

original sentence,I used to live in London for 6 months and it 's by far one of my favorite places to be in the world ( I 've been to 45 countries in 5 years ) .
wrong word,by 13
mutation sentence,I used to live in London for 6 months and it 's by far being one of my favorite places to be in the world ( I 've been to 45 countries in 5 years ) .

original sentence,"My suggestion is to pay close attention to what 's going on in the background and if possible , stand on a chair , get on the ground , do whatever you need to do to get rid of distracting elements ."
wrong word,on 12
mutation sentence,"My suggestion is to pay close attention to what 's still going on in the background and if possible , stand on a chair , get on the ground , do whatever you need to do to get rid of distracting elements ."

original sentence,Decide volunteering is not your thing and give them back !
wrong word,back 10
mutation sentence,Decide volunteering people is not your thing and give them back !
mutation sentence,Decide volunteering is not your thing and you give them back !
mutation sentence,Decide volunteering is not your thing and I give them back !
mutation sentence,Decide volunteering is not your thing and please give them back !
mutation sentence,Decide volunteering is not your thing and give me them back !
mutation sentence,Decide volunteering is not your thing and give us them back !
mutation sentence,Decide volunteering is not your thing and give all them back !
mutation sentence,Decide volunteering is not your thing and give her them back !
mutation sentence,Decide volunteering is not your thing and give him them back !
mutation sentence,Decide volunteering is not your thing and give it them back !

original sentence,"With going outside , put the leash on and just take him for a walk ."
wrong word,on 8
mutation sentence,"With me going outside , put the leash on and just take him for a walk ."
mutation sentence,"With going outside now , put the leash on and just take him for a walk ."
mutation sentence,"With going outside though , put the leash on and just take him for a walk ."
mutation sentence,"With going outside , put all the leash on and just take him for a walk ."
mutation sentence,"With going outside , put him the leash on and just take him for a walk ."
mutation sentence,"With going outside , put back the leash on and just take him for a walk ."
mutation sentence,"With going outside , put just the leash on and just take him for a walk ."
mutation sentence,"With going outside , put up the leash on and just take him for a walk ."
mutation sentence,"With going outside , put half the leash on and just take him for a walk ."
mutation sentence,"With going outside , put the short leash on and just take him for a walk ."
mutation sentence,"With going outside , put the long leash on and just take him for a walk ."
mutation sentence,"With going outside , put the damn leash on and just take him for a walk ."
mutation sentence,"With going outside , put the second leash on and just take him for a walk ."
mutation sentence,"With going outside , put the heavy leash on and just take him for a walk ."
mutation sentence,"With going outside , put the leash on and just take off him for a walk ."
mutation sentence,"With going outside , put the leash on and just take him for a walk outside ."
mutation sentence,"With going outside , put the leash on and just take him for a walk then ."
mutation sentence,"With going outside , put the leash on and just take him for a walk inside ."
mutation sentence,"With going outside , put the leash on and just take him for a walk later ."

original sentence,"he has been drinking water ( i am pretty sure he has been drinking it out of his bowl , but also i have been feeding him water and he does n't ever give me a problem with that - i just stick his head near the water and he sucks it down . )"
wrong word,down 53
mutation sentence,"he has been drinking water ( i am pretty sure he has been drinking it out of his bowl , but also i have been feeding him water and he does n't ever give me a problem with that - i just stick his head near the water and he sucks . it down . )"

original sentence,she will start to calm down and feel safe - you can bet she does n't now .
wrong word,down 6
mutation sentence,she will start to be calm down and feel safe - you can bet she does n't now .

original sentence,"give them time to set up their territories , and once you bring the new kitten out , pay a lot of attention to the male ."
wrong word,out 17
mutation sentence,"give them time to set up their territories , and once you bring in the new kitten out , pay a lot of attention to the male ."
mutation sentence,"give them time to set up their territories , and once you bring back the new kitten out , pay a lot of attention to the male ."
mutation sentence,"give them time to set up their territories , and once you bring about the new kitten out , pay a lot of attention to the male ."

original sentence,"But get the eggs out , maybe rinsed in fresh tap water and then into the incubation water ."
wrong word,out 5
mutation sentence,"But we get the eggs out , maybe rinsed in fresh tap water and then into the incubation water ."
mutation sentence,"But they get the eggs out , maybe rinsed in fresh tap water and then into the incubation water ."
mutation sentence,"But I get the eggs out , maybe rinsed in fresh tap water and then into the incubation water ."
mutation sentence,"But get all the eggs out , maybe rinsed in fresh tap water and then into the incubation water ."
mutation sentence,"But get half the eggs out , maybe rinsed in fresh tap water and then into the incubation water ."

original sentence,I think it is wonderfully responsible that you are going into this rescue eyes open and are getting the opinions of qualified professionals ( and a bunch of Yahoos ) before you decide to take this horse on .
wrong word,on 38
mutation sentence,I think it is wonderfully responsible that you are going into this rescue eyes open and are getting the opinions of qualified professionals ( and a bunch of Yahoos ) before you decide to take up this horse on .
mutation sentence,I think it is wonderfully responsible that you are going into this rescue eyes open and are getting the opinions of qualified professionals ( and a bunch of Yahoos ) before you decide to take out this horse on .
mutation sentence,I think it is wonderfully responsible that you are going into this rescue eyes open and are getting the opinions of qualified professionals ( and a bunch of Yahoos ) before you decide to take on this horse on .
mutation sentence,I think it is wonderfully responsible that you are going into this rescue eyes open and are getting the opinions of qualified professionals ( and a bunch of Yahoos ) before you decide to take back this horse on .
mutation sentence,I think it is wonderfully responsible that you are going into this rescue eyes open and are getting the opinions of qualified professionals ( and a bunch of Yahoos ) before you decide to take with this horse on .
mutation sentence,I think it is wonderfully responsible that you are going into this rescue eyes open and are getting the opinions of qualified professionals ( and a bunch of Yahoos ) before you decide to take over this horse on .
mutation sentence,I think it is wonderfully responsible that you are going into this rescue eyes open and are getting the opinions of qualified professionals ( and a bunch of Yahoos ) before you decide to take from this horse on .
mutation sentence,I think it is wonderfully responsible that you are going into this rescue eyes open and are getting the opinions of qualified professionals ( and a bunch of Yahoos ) before you decide to take all this horse on .
mutation sentence,I think it is wonderfully responsible that you are going into this rescue eyes open and are getting the opinions of qualified professionals ( and a bunch of Yahoos ) before you decide to take this high horse on .
mutation sentence,I think it is wonderfully responsible that you are going into this rescue eyes open and are getting the opinions of qualified professionals ( and a bunch of Yahoos ) before you decide to take this big horse on .

original sentence,Worst case scenario you fall in love and after spending thousands of dollars you have to put the horse down .
wrong word,down 20
mutation sentence,Worst case scenario you fall in love and after spending thousands of dollars you have to put half the horse down .
mutation sentence,Worst case scenario you fall in love and after spending thousands of dollars you have to put all the horse down .
mutation sentence,Worst case scenario you fall in love and after spending thousands of dollars you have to put on the horse down .
mutation sentence,Worst case scenario you fall in love and after spending thousands of dollars you have to put you the horse down .
mutation sentence,Worst case scenario you fall in love and after spending thousands of dollars you have to put him the horse down .
mutation sentence,Worst case scenario you fall in love and after spending thousands of dollars you have to put back the horse down .

original sentence,"I came to La Crosse to go to college , and my mom would send me birthday flowers though here ."
wrong word,though 19
mutation sentence,"I came to La Crosse to go to college , and my mom would send me birthday flowers though here today ."

original sentence,I 've been to quite a few tattoo shops around this area and Stainless Steel is by far the best .
wrong word,by 17
mutation sentence,I 've been to quite a few tattoo shops around this area and Stainless Steel is by far among the best .

original sentence,"The atmosphere alone deserves 4 stars but , the food was not up to par with the price tag and the reputation the restaurant carries ."
wrong word,up 13
mutation sentence,"The atmosphere alone deserves 4 stars but , the food was not up to par along with the price tag and the reputation the restaurant carries ."
mutation sentence,"The atmosphere alone deserves 4 stars but , the food was not up to par due with the price tag and the reputation the restaurant carries ."
mutation sentence,"The atmosphere alone deserves 4 stars but , the food was not up to par together with the price tag and the reputation the restaurant carries ."
mutation sentence,"The atmosphere alone deserves 4 stars but , the food was not up to par both with the price tag and the reputation the restaurant carries ."
mutation sentence,"The atmosphere alone deserves 4 stars but , the food was not up to par with the higher price tag and the reputation the restaurant carries ."

original sentence,I sincerely wonder if the doctor has a clue about what is going on within his practice .
wrong word,on 14
mutation sentence,I sincerely wonder if the doctor has a clue about what is really going on within his practice .
mutation sentence,I sincerely wonder if the doctor has a clue about what is actually going on within his practice .
mutation sentence,I sincerely wonder if the doctor has a clue about what is truly going on within his practice .

original sentence,"I got yelled at , literally yelled at because i asked if i could pick up my car 5 - 10 minutes late ."
wrong word,at 8
mutation sentence,"I got yelled at , literally yelled at because if i asked if i could pick up my car 5 - 10 minutes late ."

original sentence,They eventually turned it over to a collection agency and now will not even discuss the matter .
wrong word,over 5
mutation sentence,They eventually turned back it over to a collection agency and now will not even discuss the matter .

original sentence,I thought it would be a good idea to see how a few that I liked would look like on a model ( by looking the dress up online ) .
wrong word,up 28
mutation sentence,I thought it would be a good idea to see how a few that I liked would look like on a model ( by looking up the dress up online ) .
mutation sentence,I thought it would be a good idea to see how a few that I liked would look like on a model ( by looking at the dress up online ) .
mutation sentence,I thought it would be a good idea to see how a few that I liked would look like on a model ( by looking all the dress up online ) .



"pos from 介词 to 助词
"


"pos from 介词 to 并列连词
"
original sentence,"I have nothing but respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
wrong word,but 4
mutation sentence,"I have really nothing but respect for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but respect here for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but respect there for people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but respect for those people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but respect for some people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."
mutation sentence,"I have nothing but respect for these people who adhear to non-violence , forgiveness , and charity , but it 's important to remember that Christians ( or ' Smartwolves ' ) do not have a monopoly on that particular lifestyle ."



"pos from 介词 to 定冠
"


"pos from 介词 to 感叹
"


"pos from 介词 to 名词
"


"pos from 介词 to 数字
"


"pos from 介词 to 功能
"
original sentence,"However , differences between India and LTTE soon surfaced and led to clashes between Tiger guerrillas and the Indian peace keeping force ."
wrong word,to 12
mutation sentence,"However , differences between India and LTTE soon surfaced and led to clashes there between Tiger guerrillas and the Indian peace keeping force ."

original sentence,Days away : Sept. 21 through Oct. 3 ( assuming you work on the day we leave and go back to work the day after we return )
wrong word,to 21
mutation sentence,Days away : Sept. 21 through Oct. 3 ( assuming you work on the day we leave and go back to work the following day after we return )
mutation sentence,Days away : Sept. 21 through Oct. 3 ( assuming you work on the day we leave and go back to work the day right after we return )

original sentence,Take the mouse to an emergency vet and have them use CO2 to put the mouse to sleep .
wrong word,to 17
mutation sentence,Take the mouse to an emergency vet and have them use CO2 to put back the mouse to sleep .
mutation sentence,Take the mouse to an emergency vet and have them use CO2 to put in the mouse to sleep .
mutation sentence,Take the mouse to an emergency vet and have them use CO2 to put even the mouse to sleep .
mutation sentence,Take the mouse to an emergency vet and have them use CO2 to put off the mouse to sleep .
mutation sentence,Take the mouse to an emergency vet and have them use CO2 to put the mouse to sleep again .
mutation sentence,Take the mouse to an emergency vet and have them use CO2 to put the mouse to sleep overnight .
mutation sentence,Take the mouse to an emergency vet and have them use CO2 to put the mouse to sleep immediately .

original sentence,Richard Joule and the gang are pros from start to finish .
wrong word,to 10
mutation sentence,Richard Joule and the gang are pros from start to finish up .
mutation sentence,Richard Joule and the gang are pros from start to finish out .
mutation sentence,Richard Joule and the gang are pros from start to finish throughout .

original sentence,After I had chosen The Fountain Dental Practice they provided a slick and professional service from start to finish .
wrong word,to 18
mutation sentence,After I had chosen The Fountain Dental Practice they provided a slick and professional service from start to finish up .

original sentence,"They do n't just dump your ingredients on and cook either , but carefully separate meat to the hotter parts of the grill and still manage to keep the veggies from turning to mush ."
wrong word,to 33
mutation sentence,"They do n't just dump your ingredients on and cook either , but carefully separate meat to the hotter parts of the grill and still manage to keep the veggies from turning to mush either ."

original sentence,"He says : I not know that town , I have to get to work , I 'm in PHILLY ."
wrong word,to 14
mutation sentence,"He says : I not know that town , I have to get to work soon , I 'm in PHILLY ."
mutation sentence,"He says : I not know that town , I have to get to work tomorrow , I 'm in PHILLY ."
mutation sentence,"He says : I not know that town , I have to get to work there , I 'm in PHILLY ."
mutation sentence,"He says : I not know that town , I have to get to work here , I 'm in PHILLY ."
mutation sentence,"He says : I not know that town , I have to get to work anyway , I 'm in PHILLY ."
mutation sentence,"He says : I not know that town , I have to get to work somewhere , I 'm in PHILLY ."
mutation sentence,"He says : I not know that town , I have to get to work again , I 'm in PHILLY ."



"pos from 介词 to 代词
"


"pos from 介词 to 特指名词
"


"pos from 介词 to 标点
"


"pos from 介词 to 从句连词
"
original sentence,"However , I will touch upon it only in passing ."
wrong word,in 9
mutation sentence,"However , I will touch upon it only in passing here ."
mutation sentence,"However , I will touch upon it only in passing later ."

original sentence,I sure like his style of writing .
wrong word,of 6
mutation sentence,I sure like his style of writing here .

original sentence,"I thought we only had cashout , at most 3 times , before this June ."
wrong word,before 13
mutation sentence,"I thought we only had cashout , at most 3 times , before this is June ."

original sentence,"Yvan , and Ben , please provide answers to these question via written correspondence so that their is limited probability of misunderstanding ."
wrong word,of 21
mutation sentence,"Yvan , and Ben , please provide answers to these question via written correspondence so that their is limited probability of misunderstanding them ."
mutation sentence,"Yvan , and Ben , please provide answers to these question via written correspondence so that their is limited probability of misunderstanding it ."

original sentence,Attached is my draft of a request for rehearing .
wrong word,for 8
mutation sentence,Attached is my draft of a request for rehearing here .
mutation sentence,Attached is my draft of a request for rehearing tomorrow .
mutation sentence,Attached is my draft of a request for rehearing permission .

original sentence,"Since Enron 's employees are assigned an SAP identification numbers ( P number ) and an HR number , could Enron as a company use these IDs instead of the SS numbers ?"
wrong word,as 22
mutation sentence,"Since Enron 's employees are assigned an SAP identification numbers ( P number ) and an HR number , could Enron as a company could use these IDs instead of the SS numbers ?"

original sentence,A reminder that the HR Associate Points Meeting will take place as below :
wrong word,as 12
mutation sentence,A reminder that the HR Associate Points Meeting will take place as below is :
mutation sentence,A reminder that the HR Associate Points Meeting will take place as below was :
mutation sentence,A reminder that the HR Associate Points Meeting will take place as below are :

original sentence,I 'm not exactly certain as to what you are looking for .
wrong word,as 6
mutation sentence,I 'm not yet exactly certain as to what you are looking for .
mutation sentence,I 'm not always exactly certain as to what you are looking for .
mutation sentence,I 'm not exactly entirely certain as to what you are looking for .
mutation sentence,I 'm not exactly completely certain as to what you are looking for .

original sentence,They do not have anything from us in writing confirming the agreed changes .
wrong word,in 8
mutation sentence,They do not have anything from us in writing confirming only the agreed changes .
mutation sentence,They do not have anything from us in writing confirming even the agreed changes .
mutation sentence,They do not have anything from us in writing confirming exactly the agreed changes .

original sentence,To what do I owe this small pleasure ?
wrong word,To 1
mutation sentence,To what God do I owe this small pleasure ?
mutation sentence,To what do may I owe this small pleasure ?

original sentence,"As always , thank you for your time and please contact me @ ext 58369 if you have any questions ."
wrong word,As 1
mutation sentence,"As always , I thank you for your time and please contact me @ ext 58369 if you have any questions ."
mutation sentence,"As always , we thank you for your time and please contact me @ ext 58369 if you have any questions ."

original sentence,Heavily armed police have been trying to impose a form of martial law to stem outbreaks of looting .
wrong word,of 17
mutation sentence,Heavily armed police have been trying to impose a form of martial law to stem outbreaks of looting there .

original sentence,"If this coincides with rising interest rates and a setback in the housing market , American consumers will experience the hardest times since the Great Depression . """
wrong word,with 4
mutation sentence,"If this coincides with rising real interest rates and a setback in the housing market , American consumers will experience the hardest times since the Great Depression . """
mutation sentence,"If this coincides with rising domestic interest rates and a setback in the housing market , American consumers will experience the hardest times since the Great Depression . """
mutation sentence,"If this coincides with rising corporate interest rates and a setback in the housing market , American consumers will experience the hardest times since the Great Depression . """
mutation sentence,"If this coincides with rising global interest rates and a setback in the housing market , American consumers will experience the hardest times since the Great Depression . """
mutation sentence,"If this coincides with rising national interest rates and a setback in the housing market , American consumers will experience the hardest times since the Great Depression . """

original sentence,Hotels for travelling will be expensive .
wrong word,for 2
mutation sentence,Hotels for travelling tourists will be expensive .
mutation sentence,Hotels for travelling people will be expensive .

original sentence,"[ edit - and she most be very new to modeling , because she does look unsure of her poses )"
wrong word,to 10
mutation sentence,"[ edit - and she most be very new to modeling herself , because she does look unsure of her poses )"

original sentence,"Although temperatures do not often venture below freezing , winter ( December to February ) can be brutal , for huge parts of the country – the west and northwest in particular ."
wrong word,below 7
mutation sentence,"Although temperatures do not often venture below freezing outside , winter ( December to February ) can be brutal , for huge parts of the country – the west and northwest in particular ."

original sentence,There are so many things to do that you will only use your room for sleeping and the extra cost of the balcony is wasted .
wrong word,for 15
mutation sentence,There are so many things to do that you will only use your room for sleeping in and the extra cost of the balcony is wasted .

original sentence,"I have ate here 3 times since they first opened , and the service has been poor each time , the staff always comes across as somewhat rude and slow ."
wrong word,as 26
mutation sentence,"I have ate here 3 times since they first opened , and the service has been poor each time , the staff always comes across as somewhat being rude and slow ."

original sentence,Unbelievably huge experience for such a small salon !!!
wrong word,for 4
mutation sentence,Unbelievably huge experience for such being a small salon !!!

original sentence,I shopped it around and they were extremely competitive in pricing and also added nitrogen to my tires which should extend the life and get me better gas mileage .
wrong word,in 10
mutation sentence,I shopped it around and they were extremely competitive in pricing it and also added nitrogen to my tires which should extend the life and get me better gas mileage .
mutation sentence,I shopped it around and they were extremely competitive in pricing me and also added nitrogen to my tires which should extend the life and get me better gas mileage .
mutation sentence,I shopped it around and they were extremely competitive in pricing them and also added nitrogen to my tires which should extend the life and get me better gas mileage .

original sentence,Managing POS counter without barcoding was really a tough time .
wrong word,without 4
mutation sentence,Managing POS counter without barcoding them was really a tough time .

original sentence,It is next to Gare du Nord and a five minute walk to Sacre Coeur which is excellent for shopping .
wrong word,for 19
mutation sentence,It is next to Gare du Nord and a five minute walk to Sacre Coeur which is excellent for shopping there .
mutation sentence,It is next to Gare du Nord and a five minute walk to Sacre Coeur which is excellent for shopping nearby .

original sentence,The only negative I have abou this place is the parking !
wrong word,abou 6
mutation sentence,The only negative I really have abou this place is the parking !

original sentence,"Anyway , after much yelling and cussing I hung up , grabbed a cab , and went to Geno 's ."
wrong word,after 3
mutation sentence,"Anyway , after much yelling about and cussing I hung up , grabbed a cab , and went to Geno 's ."



"pos from 介词 to 符号
"


"pos from 介词 to 动词
"


"pos from 介词 to 其他
"


"pos from 副词 to 形容
"
original sentence,"Of course , the sooner the US soldiers can be withdrawn in favor of less - provocative local or international forces , the better ."
wrong word,sooner 5
mutation sentence,"Of course , the sooner the invading US soldiers can be withdrawn in favor of less - provocative local or international forces , the better ."
mutation sentence,"Of course , the sooner the US soldiers there can be withdrawn in favor of less - provocative local or international forces , the better ."
mutation sentence,"Of course , the sooner the US soldiers involved can be withdrawn in favor of less - provocative local or international forces , the better ."
mutation sentence,"Of course , the sooner the US soldiers themselves can be withdrawn in favor of less - provocative local or international forces , the better ."
mutation sentence,"Of course , the sooner the US soldiers can be completely withdrawn in favor of less - provocative local or international forces , the better ."

original sentence,"Realists , and this even includes members of the U.S. Democratic foreign policy establishment such as Strobe Talbott , who have long sought to divest India of its defensive capability against another nuclear power in Asia , understand the only feasible solution for Kashmir is the acceptance of the status quo ."
wrong word,only 40
mutation sentence,"Realists , and this even includes members of the U.S. Democratic foreign policy establishment such as Strobe Talbott , who have long sought to divest India of its defensive capability against another nuclear power in Asia , understand the only feasible peaceful solution for Kashmir is the acceptance of the status quo ."
mutation sentence,"Realists , and this even includes members of the U.S. Democratic foreign policy establishment such as Strobe Talbott , who have long sought to divest India of its defensive capability against another nuclear power in Asia , understand the only feasible policy solution for Kashmir is the acceptance of the status quo ."
mutation sentence,"Realists , and this even includes members of the U.S. Democratic foreign policy establishment such as Strobe Talbott , who have long sought to divest India of its defensive capability against another nuclear power in Asia , understand the only feasible possible solution for Kashmir is the acceptance of the status quo ."

original sentence,"Under President Hu Jintao , Beijing has opened out to New Delhi and Prime Minister Wen Jiabao is expected to visit early next year , making friends by formally accepting Sikkim as part of India and backing India as a permanent member of the U.N. Security Council -- thus leaving Washington as the only one of the "" permanent five "" that has not yet done so ."
wrong word,early 22
mutation sentence,"Under President Hu Jintao , Beijing has opened out to New Delhi and Prime Minister Wen Jiabao is expected to visit early next calendar year , making friends by formally accepting Sikkim as part of India and backing India as a permanent member of the U.N. Security Council -- thus leaving Washington as the only one of the "" permanent five "" that has not yet done so ."

original sentence,"Four whole months , after which he took advantage of a little - known , little - invoked regulation that allowed him to desert his "" band of brothers "" ."
wrong word,little 12
mutation sentence,"Four whole months , after which he suddenly took advantage of a little - known , little - invoked regulation that allowed him to desert his "" band of brothers "" ."
mutation sentence,"Four whole months , after which he took advantage of a little - well known , little - invoked regulation that allowed him to desert his "" band of brothers "" ."
mutation sentence,"Four whole months , after which he took advantage of a little - ever known , little - invoked regulation that allowed him to desert his "" band of brothers "" ."
mutation sentence,"Four whole months , after which he took advantage of a little - previously known , little - invoked regulation that allowed him to desert his "" band of brothers "" ."
mutation sentence,"Four whole months , after which he took advantage of a little - known law , little - invoked regulation that allowed him to desert his "" band of brothers "" ."
mutation sentence,"Four whole months , after which he took advantage of a little - known , but little - invoked regulation that allowed him to desert his "" band of brothers "" ."
mutation sentence,"Four whole months , after which he took advantage of a little - known , yet little - invoked regulation that allowed him to desert his "" band of brothers "" ."
mutation sentence,"Four whole months , after which he took advantage of a little - known , if little - invoked regulation that allowed him to desert his "" band of brothers "" ."
mutation sentence,"Four whole months , after which he took advantage of a little - known , though little - invoked regulation that allowed him to desert his "" band of brothers "" ."
mutation sentence,"Four whole months , after which he took advantage of a little - known , little - invoked legal regulation that allowed him to desert his "" band of brothers "" ."
mutation sentence,"Four whole months , after which he took advantage of a little - known , little - invoked French regulation that allowed him to desert his "" band of brothers "" ."
mutation sentence,"Four whole months , after which he took advantage of a little - known , little - invoked judicial regulation that allowed him to desert his "" band of brothers "" ."
mutation sentence,"Four whole months , after which he took advantage of a little - known , little - invoked political regulation that allowed him to desert his "" band of brothers "" ."
mutation sentence,"Four whole months , after which he took advantage of a little - known , little - invoked regulation that allowed him never to desert his "" band of brothers "" ."
mutation sentence,"Four whole months , after which he took advantage of a little - known , little - invoked regulation that allowed him to desert his supposed "" band of brothers "" ."

original sentence,"In 2001 , according to Indian army officials , security forces launched a wide - ranging operation in the 300 - some inhabited islands neighboring Andaman and Nicobar , and found huge caches of arms ."
wrong word,wide 14
mutation sentence,"In 2001 , according to Indian army officials , security forces had launched a wide - ranging operation in the 300 - some inhabited islands neighboring Andaman and Nicobar , and found huge caches of arms ."
mutation sentence,"In 2001 , according to Indian army officials , security forces have launched a wide - ranging operation in the 300 - some inhabited islands neighboring Andaman and Nicobar , and found huge caches of arms ."
mutation sentence,"In 2001 , according to Indian army officials , security forces launched a wide - ranging security operation in the 300 - some inhabited islands neighboring Andaman and Nicobar , and found huge caches of arms ."

original sentence,"The answer is likely D : all of the above , due to this being a complex reality we live in ."
wrong word,likely 4
mutation sentence,"The answer is likely D : with all of the above , due to this being a complex reality we live in ."
mutation sentence,"The answer is likely D : in all of the above , due to this being a complex reality we live in ."

original sentence,"It was Joseph Goebbels who said that if you repeat a lie often enough , people will believe it ."
wrong word,enough 14
mutation sentence,"It was Joseph Goebbels who said that if you repeat a lie quite often enough , people will believe it ."

original sentence,"First , the nature of such an investigation is that we lack sufficient information to second - guess ( or even know ) what the FBI is doing ."
wrong word,second 16
mutation sentence,"First , the nature of such an investigation is that we simply lack sufficient information to second - guess ( or even know ) what the FBI is doing ."
mutation sentence,"First , the nature of such an investigation is that we usually lack sufficient information to second - guess ( or even know ) what the FBI is doing ."
mutation sentence,"First , the nature of such an investigation is that we lack absolutely sufficient information to second - guess ( or even know ) what the FBI is doing ."
mutation sentence,"First , the nature of such an investigation is that we lack entirely sufficient information to second - guess ( or even know ) what the FBI is doing ."
mutation sentence,"First , the nature of such an investigation is that we lack fully sufficient information to second - guess ( or even know ) what the FBI is doing ."
mutation sentence,"First , the nature of such an investigation is that we lack sufficient background information to second - guess ( or even know ) what the FBI is doing ."
mutation sentence,"First , the nature of such an investigation is that we lack sufficient basic information to second - guess ( or even know ) what the FBI is doing ."
mutation sentence,"First , the nature of such an investigation is that we lack sufficient relevant information to second - guess ( or even know ) what the FBI is doing ."
mutation sentence,"First , the nature of such an investigation is that we lack sufficient technical information to second - guess ( or even know ) what the FBI is doing ."
mutation sentence,"First , the nature of such an investigation is that we lack sufficient outside information to second - guess ( or even know ) what the FBI is doing ."
mutation sentence,"First , the nature of such an investigation is that we lack sufficient available information to second - guess ( or even know ) what the FBI is doing ."
