all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,86313,291735,633,6054,859,275301


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,Hold the chicken down on a flat table surface .
mutation sentence,Hold the chicken down on a flat horizontal surface .
mutation sentence,Hold the chicken down on a flat vertical surface .
mutation sentence,Hold the chicken down on a flat kitchen surface .
mutation sentence,Hold the chicken down on a flat plastic surface .
mutation sentence,Hold the chicken down on a flat surface vertically .
mutation sentence,Hold the chicken down on a flat surface gently .

original sentence,Throw away or donate junk you do n't want to take to your new place .
wrong word,away 2
mutation sentence,Throw away or donate junk that you do n't want to take to your new place .
mutation sentence,Throw away or donate junk you might do n't want to take to your new place .
mutation sentence,Throw away or donate junk you do n't want others to take to your new place .
mutation sentence,Throw away or donate junk you do n't want anyone to take to your new place .
mutation sentence,Throw away or donate junk you do n't want it to take to your new place .
mutation sentence,Throw away or donate junk you do n't want to take over to your new place .
mutation sentence,Throw away or donate junk you do n't want to take out to your new place .
mutation sentence,Throw away or donate junk you do n't want to take to your new hiding place .
mutation sentence,Throw away or donate junk you do n't want to take to your new safe place .
mutation sentence,Throw away or donate junk you do n't want to take to your new home place .
mutation sentence,Throw away or donate junk you do n't want to take to your new resting place .

original sentence,"The snitch , generally a track runner , runs around ( usually the boundaries ) trying to evade the seekers ."
wrong word,around 10
mutation sentence,"The snitch , generally a track runner , runs around ( usually the boundaries ) trying constantly to evade the seekers ."



"pos from 介词 to 助词
"


"pos from 介词 to 并列连词
"


"pos from 介词 to 定冠
"


"pos from 介词 to 感叹
"


"pos from 介词 to 名词
"


"pos from 介词 to 数字
"


"pos from 介词 to 功能
"


"pos from 介词 to 代词
"


"pos from 介词 to 特指名词
"


"pos from 介词 to 标点
"


"pos from 介词 to 从句连词
"


"pos from 介词 to 符号
"


"pos from 介词 to 动词
"
original sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the experimental subjects of Carrano and Biewener ."
wrong word,during 6
mutation sentence,"Interestingly , the femur kinematics during walking in only our control-weight group resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in just our control-weight group resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in even our control-weight group resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our own control-weight group resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our lower control-weight group resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight control group resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight experimental group resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight test group resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight rat group resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight task group resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group closely resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group directly resembles the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles exactly the results reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results previously reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results first reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results recently reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results originally reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results as reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results later reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results also reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results earlier reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results initially reported in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported previously in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported above in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported later in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported elsewhere in the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in all the experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the other experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the two experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the first experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the same experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the original experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the three experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the previous experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the four experimental subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the experimental human subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the experimental rat subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the experimental study subjects of Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the experimental subjects of de Carrano and Biewener ."
mutation sentence,"Interestingly , the femur kinematics during walking in our control-weight group resembles the results reported in the experimental subjects of Carrano and von Biewener ."



"pos from 介词 to 其他
"


"pos from 副词 to 形容
"
original sentence,"The gingerbread batter bowl could wait a day , even though it would take longer to clean tomorrow ."
wrong word,longer 15
mutation sentence,"The new gingerbread batter bowl could wait a day , even though it would take longer to clean tomorrow ."
mutation sentence,"The big gingerbread batter bowl could wait a day , even though it would take longer to clean tomorrow ."
mutation sentence,"The giant gingerbread batter bowl could wait a day , even though it would take longer to clean tomorrow ."
mutation sentence,"The huge gingerbread batter bowl could wait a day , even though it would take longer to clean tomorrow ."
mutation sentence,"The old gingerbread batter bowl could wait a day , even though it would take longer to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl now could wait a day , even though it would take longer to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl could wait a half day , even though it would take longer to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl could wait a day off , even though it would take longer to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl could wait a day , maybe even though it would take longer to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl could wait a day , today even though it would take longer to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl could wait a day , even though hopefully it would take longer to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl could wait a day , even though tomorrow it would take longer to clean tomorrow ."
mutation sentence,"The gingerbread batter bowl could wait a day , even though it would take longer to clean it tomorrow ."
mutation sentence,"The gingerbread batter bowl could wait a day , even though it would take longer to clean tomorrow anyway ."



"pos from 副词 to 介词
"
original sentence,"I was still working up the algorithms to get it back , still learning by observation ."
wrong word,back 11
mutation sentence,"I was still working up the algorithms to ever get it back , still learning by observation ."
mutation sentence,"I was still working up the algorithms to get her it back , still learning by observation ."
mutation sentence,"I was still working up the algorithms to get him it back , still learning by observation ."
mutation sentence,"I was still working up the algorithms to get it back , still learning just by observation ."
mutation sentence,"I was still working up the algorithms to get it back , still learning by random observation ."
mutation sentence,"I was still working up the algorithms to get it back , still learning by repeated observation ."

original sentence,You might therefore wish to start right in on the first page of text that follows and only then return to this introduction .
wrong word,in 8
mutation sentence,You might therefore wish to start right in on about the first page of text that follows and only then return to this introduction .



"pos from 副词 to 副词
"


"pos from 副词 to 助词
"


"pos from 副词 to 并列连词
"
original sentence,So ultimately I decided that eHow 's model would not build the resource I envisioned .
wrong word,So 1
mutation sentence,So ultimately I simply decided that eHow 's model would not build the resource I envisioned .
mutation sentence,So ultimately I decided instead that eHow 's model would not build the resource I envisioned .
mutation sentence,So ultimately I decided that eHow 's model would simply not build the resource I envisioned .
mutation sentence,So ultimately I decided that eHow 's model would not adequately build the resource I envisioned .
mutation sentence,So ultimately I decided that eHow 's model would not build the resource I envisioned instead .

original sentence,So I decided to sell eHow and use the proceeds to build wikiHow .
wrong word,So 1
mutation sentence,So I decided simply to sell eHow and use the proceeds to build wikiHow .
mutation sentence,So I decided to simply sell eHow and use the proceeds to build wikiHow .
mutation sentence,So I decided to sell eHow and use the resulting proceeds to build wikiHow .
mutation sentence,So I decided to sell eHow and use the proceeds raised to build wikiHow .
mutation sentence,So I decided to sell eHow and use the proceeds directly to build wikiHow .
mutation sentence,So I decided to sell eHow and use the proceeds earned to build wikiHow .
mutation sentence,So I decided to sell eHow and use the proceeds to build wikiHow ! .



"pos from 副词 to 定冠
"
original sentence,“ It ’ll take that long to put Humpty back together again anyway . ”
wrong word,that 5
mutation sentence,“ It ’ll take that long forever to put Humpty back together again anyway . ”
mutation sentence,“ It ’ll take that long longer to put Humpty back together again anyway . ”
mutation sentence,“ It ’ll take that long to ever put Humpty back together again anyway . ”



"pos from 副词 to 感叹
"


"pos from 副词 to 名词
"


"pos from 副词 to 数字
"


"pos from 副词 to 功能
"


"pos from 副词 to 代词
"


"pos from 副词 to 特指名词
"


"pos from 副词 to 标点
"


"pos from 副词 to 从句连词
"


"pos from 副词 to 符号
"


"pos from 副词 to 动词
"


"pos from 副词 to 其他
"


"pos from 助词 to 形容
"


"pos from 助词 to 介词
"


"pos from 助词 to 副词
"


"pos from 助词 to 助词
"


"pos from 助词 to 并列连词
"


"pos from 助词 to 定冠
"


"pos from 助词 to 感叹
"


"pos from 助词 to 名词
"


"pos from 助词 to 数字
"


"pos from 助词 to 功能
"


"pos from 助词 to 代词
"


"pos from 助词 to 特指名词
"


"pos from 助词 to 标点
"


"pos from 助词 to 从句连词
"


"pos from 助词 to 符号
"


"pos from 助词 to 动词
"
original sentence,"The second night I dreamed that I was on a desert island and Sonia , our golden retriever , was with me ."
wrong word,was 8
mutation sentence,"The second night I dreamed that I was on a desert island and that Sonia , our golden retriever , was with me ."

original sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying here for a position ."
wrong word,'m 13
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying up here for a position ."
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying right here for a position ."
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying down here for a position ."
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying around here for a position ."
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying in here for a position ."
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying out here for a position ."
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying over here for a position ."
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying back here for a position ."
mutation sentence,"No , because I really ca n't call and tell them I 'm yeah , so-and-so 's applying round here for a position ."



"pos from 助词 to 其他
"


"pos from 并列连词 to 形容
"


"pos from 并列连词 to 介词
"


"pos from 并列连词 to 副词
"


"pos from 并列连词 to 助词
"


"pos from 并列连词 to 并列连词
"


"pos from 并列连词 to 定冠
"


"pos from 并列连词 to 感叹
"


"pos from 并列连词 to 名词
"


"pos from 并列连词 to 数字
"


"pos from 并列连词 to 功能
"


"pos from 并列连词 to 代词
"


"pos from 并列连词 to 特指名词
"


"pos from 并列连词 to 标点
"


"pos from 并列连词 to 从句连词
"


"pos from 并列连词 to 符号
"


"pos from 并列连词 to 动词
"


"pos from 并列连词 to 其他
"


"pos from 定冠 to 形容
"


"pos from 定冠 to 介词
"


"pos from 定冠 to 副词
"


"pos from 定冠 to 助词
"


"pos from 定冠 to 并列连词
"


"pos from 定冠 to 定冠
"


"pos from 定冠 to 感叹
"


"pos from 定冠 to 名词
"


"pos from 定冠 to 数字
"


"pos from 定冠 to 功能
"


"pos from 定冠 to 代词
"


"pos from 定冠 to 特指名词
"


"pos from 定冠 to 标点
"
original sentence,I do n’t know … A spider ? ”
wrong word,A 6
mutation sentence,I just do n’t know … A spider ? ”
mutation sentence,I really do n’t know … A spider ? ”
mutation sentence,I n do n’t know … A spider ? ”
mutation sentence,I d do n’t know … A spider ? ”
mutation sentence,I don do n’t know … A spider ? ”
mutation sentence,I s do n’t know … A spider ? ”
mutation sentence,I still do n’t know … A spider ? ”
mutation sentence,I do n’t even know … A spider ? ”
mutation sentence,I do n’t not know … A spider ? ”
mutation sentence,I do n’t you know … A spider ? ”
mutation sentence,I do n’t no know … A spider ? ”
mutation sentence,I do n’t I know … A spider ? ”
mutation sentence,I do n’t know . … A spider ? ”
mutation sentence,I do n’t know ! … A spider ? ”

original sentence,"Now I was ready to make and to bake – only in my heart , actually – a small , perfect unleavened wafer to eat with my beloved Paschal Lamb ."
wrong word,a 18
mutation sentence,"Now I was ready to make and to bake not – only in my heart , actually – a small , perfect unleavened wafer to eat with my beloved Paschal Lamb ."
mutation sentence,"Now I was ready to make and to bake – only in my heart but , actually – a small , perfect unleavened wafer to eat with my beloved Paschal Lamb ."
mutation sentence,"Now I was ready to make and to bake – only in my heart , but actually – a small , perfect unleavened wafer to eat with my beloved Paschal Lamb ."



"pos from 定冠 to 从句连词
"


"pos from 定冠 to 符号
"


"pos from 定冠 to 动词
"


"pos from 定冠 to 其他
"


"pos from 感叹 to 形容
"


"pos from 感叹 to 介词
"


"pos from 感叹 to 副词
"


"pos from 感叹 to 助词
"


"pos from 感叹 to 并列连词
"


"pos from 感叹 to 定冠
"


"pos from 感叹 to 感叹
"


"pos from 感叹 to 名词
"


"pos from 感叹 to 数字
"


"pos from 感叹 to 功能
"


"pos from 感叹 to 代词
"


"pos from 感叹 to 特指名词
"


"pos from 感叹 to 标点
"


"pos from 感叹 to 从句连词
"


"pos from 感叹 to 符号
"


"pos from 感叹 to 动词
"


"pos from 感叹 to 其他
"


"pos from 名词 to 形容
"
original sentence,This paper describes a collaborative pilot project focusing on a unique collection of 17th Century Zurbarán paintings .
wrong word,pilot 6
mutation sentence,This paper describes a collaborative pilot project focusing specifically on a unique collection of 17th Century Zurbarán paintings .
mutation sentence,This paper describes a collaborative pilot project focusing on a single unique collection of 17th Century Zurbarán paintings .
mutation sentence,This paper describes a collaborative pilot project focusing on a previously unique collection of 17th Century Zurbarán paintings .

original sentence,The purpose of this pilot study was to assess the effects of different written interpretation on the visual exploration of artworks .
wrong word,pilot 5
mutation sentence,The purpose of this pilot study was primarily to assess the effects of different written interpretation on the visual exploration of artworks .
mutation sentence,The purpose of this pilot study was specifically to assess the effects of different written interpretation on the visual exploration of artworks .
mutation sentence,The purpose of this pilot study was partly to assess the effects of different written interpretation on the visual exploration of artworks .
mutation sentence,The purpose of this pilot study was largely to assess the effects of different written interpretation on the visual exploration of artworks .
mutation sentence,The purpose of this pilot study was to specifically assess the effects of different written interpretation on the visual exploration of artworks .
mutation sentence,The purpose of this pilot study was to assess specifically the effects of different written interpretation on the visual exploration of artworks .
mutation sentence,The purpose of this pilot study was to assess the effects of one different written interpretation on the visual exploration of artworks .
mutation sentence,The purpose of this pilot study was to assess the effects of different written interpretation on the overall visual exploration of artworks .
mutation sentence,The purpose of this pilot study was to assess the effects of different written interpretation on the actual visual exploration of artworks .
mutation sentence,The purpose of this pilot study was to assess the effects of different written interpretation on the critical visual exploration of artworks .
mutation sentence,The purpose of this pilot study was to assess the effects of different written interpretation on the visual exploration of artworks online .
mutation sentence,The purpose of this pilot study was to assess the effects of different written interpretation on the visual exploration of artworks themselves .
mutation sentence,The purpose of this pilot study was to assess the effects of different written interpretation on the visual exploration of artworks today .

original sentence,"Cognitive games involve a number of different games working aspects of human cognition , while proposing the intersection between the sets of concepts , fun and cognition , for the improvement of cognitive functions ."
wrong word,fun 25
mutation sentence,"Cognitive games involve a number of different games working aspects of human cognition , while proposing the intersection between the sets of concepts , fun and rational cognition , for the improvement of cognitive functions ."

original sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a hit ."
wrong word,warning 11
mutation sentence,"He immediately impressed , making a sensational catch on the warning track just to rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to almost rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to nearly rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to effectively rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to successfully rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to virtually rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to finally rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to temporarily rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to potentially rob Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob teammate Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob outfielder Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob starter Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob captain Ian Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Michael Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Curtis Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Thomas Kinsler of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler completely of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler temporarily of a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of such a hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a potential hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a big hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a possible hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a major hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a cheap hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a huge hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a scoring hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a late hit ."
mutation sentence,"He immediately impressed , making a sensational catch on the warning track to rob Ian Kinsler of a crucial hit ."

original sentence,"We hire the opposite of what you 'd think we would hire , what the average person would think we would hire ."
wrong word,opposite 4
mutation sentence,"We hire just the opposite of what you 'd think we would hire , what the average person would think we would hire ."
mutation sentence,"We hire exactly the opposite of what you 'd think we would hire , what the average person would think we would hire ."

original sentence,"The primary science goal of the mission was to collect a sample from a known primitive solar-system body , a comet called Wild 2 ( pronounced "" Vilt-two "" — the discoverer was German , I believe ) ."
wrong word,solar-system 17
mutation sentence,"The primary science goal of the Mars mission was to collect a sample from a known primitive solar-system body , a comet called Wild 2 ( pronounced "" Vilt-two "" — the discoverer was German , I believe ) ."
mutation sentence,"The primary science goal of the mission was to collect a sample from a little known primitive solar-system body , a comet called Wild 2 ( pronounced "" Vilt-two "" — the discoverer was German , I believe ) ."
mutation sentence,"The primary science goal of the mission was to collect a sample from a first known primitive solar-system body , a comet called Wild 2 ( pronounced "" Vilt-two "" — the discoverer was German , I believe ) ."

original sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
wrong word,light 22
mutation sentence,"The main centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The grand centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The physical centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The overall centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The artistic centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The central centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The technical centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The complete centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The stage centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of all this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of both this rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this live rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this outdoor rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this traditional rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this modern rock concert-like performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like stage performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like live performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like musical performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like outdoor performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like theatrical performance is a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is usually a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is often a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is typically a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is always a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is essentially a 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a rotating 15 meter high rotating pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating giant pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating circus pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating metal pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating flying pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating mechanical pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating electric pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating stage pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating robotic pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating wooden pig equipped with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped onstage with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped only with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped backstage with a fog machine , laser light show and theme music ."
mutation sentence,"The centerpiece of this rock concert-like performance is a 15 meter high rotating pig equipped with a rotating fog machine , laser light show and theme music ."

original sentence,Through them it may cost £ 20 in total per person .
wrong word,total 9
mutation sentence,Through them it may cost £ 20 in total per person registered .

original sentence,"If you do not have any religious beliefs , or are for another reason unwilling to appeal to your patron deity , skip this step ."
wrong word,patron 20
mutation sentence,"If you do not truly have any religious beliefs , or are for another reason unwilling to appeal to your patron deity , skip this step ."
mutation sentence,"If you do not have any religious beliefs , or are for another simple reason unwilling to appeal to your patron deity , skip this step ."
mutation sentence,"If you do not have any religious beliefs , or are for another reason unwilling to appeal to even your patron deity , skip this step ."
mutation sentence,"If you do not have any religious beliefs , or are for another reason unwilling to appeal to such your patron deity , skip this step ."
mutation sentence,"If you do not have any religious beliefs , or are for another reason unwilling to appeal to your patron deity here , skip this step ."
mutation sentence,"If you do not have any religious beliefs , or are for another reason unwilling to appeal to your patron deity , skip this whole step ."
mutation sentence,"If you do not have any religious beliefs , or are for another reason unwilling to appeal to your patron deity , skip this entire step ."



"pos from 名词 to 介词
"


"pos from 名词 to 副词
"


"pos from 名词 to 助词
"


"pos from 名词 to 并列连词
"


"pos from 名词 to 定冠
"


"pos from 名词 to 感叹
"


"pos from 名词 to 名词
"


"pos from 名词 to 数字
"


"pos from 名词 to 功能
"


"pos from 名词 to 代词
"


"pos from 名词 to 特指名词
"


"pos from 名词 to 标点
"


"pos from 名词 to 从句连词
"


"pos from 名词 to 符号
"


"pos from 名词 to 动词
"
original sentence,"We were n’t going to touch on her dress , or who she was dating ."
