all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,181729,308991,1949,2471,1191,135144


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"


"pos from 形容 to 副词
"

original sentence,The principles governing an F-E translation would then be : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context .
wrong word,F-E
mutation sentence,The principles governing an English F-E translation would then be : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context .
mutation sentence,The principles governing an official F-E translation would then be : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context .
mutation sentence,The principles governing an F-E translation would be then be : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context .
mutation sentence,The principles governing an F-E translation would all then be : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context .
mutation sentence,The principles governing an F-E translation would therefore then be : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context .
mutation sentence,The principles governing an F-E translation would not then be : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context .
mutation sentence,The principles governing an F-E translation would have then be : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context .
mutation sentence,The principles governing an F-E translation would then likely be : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context .
mutation sentence,The principles governing an F-E translation would then typically be : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context .
mutation sentence,The principles governing an F-E translation would then would be : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context .
mutation sentence,The principles governing an F-E translation would then probably be : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context .
mutation sentence,The principles governing an F-E translation would then necessarily be : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context .
mutation sentence,The principles governing an F-E translation would then essentially be : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context .
mutation sentence,The principles governing an F-E translation would then naturally be : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context .
mutation sentence,The principles governing an F-E translation would then be as : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context .
mutation sentence,The principles governing an F-E translation would then be : reproduction of grammatical functional units ; consistency in word usage ; and meanings in terms of the source context .
mutation sentence,The principles governing an F-E translation would then be : reproduction of grammatical units ; consistency in word usage ; and meanings in terms of the source context ) .

original sentence,Padalecki 's engagement to his Supernatural co-star Genevieve Cortese was announced in January 2010 .
wrong word,Supernatural
mutation sentence,Padalecki 's engagement to his Supernatural 2 co-star Genevieve Cortese was announced in January 2010 .
mutation sentence,Padalecki 's engagement to his Supernatural II co-star Genevieve Cortese was announced in January 2010 .
mutation sentence,Padalecki 's engagement to his Supernatural 4 co-star Genevieve Cortese was announced in January 2010 .
mutation sentence,Padalecki 's engagement to his Supernatural III co-star Genevieve Cortese was announced in January 2010 .
mutation sentence,Padalecki 's engagement to his Supernatural 3 co-star Genevieve Cortese was announced in January 2010 .
mutation sentence,Padalecki 's engagement to his Supernatural co-star Genevieve La Cortese was announced in January 2010 .

original sentence,The Last Christmas of Mrs. Claus
wrong word,Last
mutation sentence,The Merry Last Christmas of Mrs. Claus
mutation sentence,The Secret Last Christmas of Mrs. Claus
mutation sentence,The Long Last Christmas of Mrs. Claus
mutation sentence,The Famous Last Christmas of Mrs. Claus
mutation sentence,The Complete Last Christmas of Mrs. Claus

original sentence,"If you want to add complication , you can add genders like most European languages like French and German ."
wrong word,French
mutation sentence,"If you want to add complication , you can add genders like most European languages like Standard French and German ."
mutation sentence,"If you want to add complication , you can add genders like most European languages like French and even German ."
mutation sentence,"If you want to add complication , you can add genders like most European languages like French and especially German ."
mutation sentence,"If you want to add complication , you can add genders like most European languages like French and also German ."
mutation sentence,"If you want to add complication , you can add genders like most European languages like French and some German ."
mutation sentence,"If you want to add complication , you can add genders like most European languages like French and sometimes German ."



"pos from 形容 to 标点
"


"pos from 形容 to 从句连词
"


"pos from 形容 to 符号
"


"pos from 形容 to 动词
"


"pos from 形容 to 其他
"


"pos from 介词 to 形容
"


"pos from 介词 to 介词
"


"pos from 介词 to 副词
"
original sentence,"In fact the variation in form in unrelated languages across the globe is about the same as the variation we find in the way any regular word ( e.g. , dog ) is pronounced across dialects of English ."
wrong word,about
mutation sentence,"In fact the variation in form in unrelated languages across the globe today is about the same as the variation we find in the way any regular word ( e.g. , dog ) is pronounced across dialects of English ."
mutation sentence,"In fact the variation in form in unrelated languages across the globe alone is about the same as the variation we find in the way any regular word ( e.g. , dog ) is pronounced across dialects of English ."
mutation sentence,"In fact the variation in form in unrelated languages across the globe itself is about the same as the variation we find in the way any regular word ( e.g. , dog ) is pronounced across dialects of English ."
mutation sentence,"In fact the variation in form in unrelated languages across the globe is about the same as the variation that we find in the way any regular word ( e.g. , dog ) is pronounced across dialects of English ."
mutation sentence,"In fact the variation in form in unrelated languages across the globe is about the same as the variation which we find in the way any regular word ( e.g. , dog ) is pronounced across dialects of English ."

original sentence,"On December 26 , 2012 he was traded to the Boston Red Sox ( along with Joel Hanrahan ) for Jerry Sands , Stolmy Pimentel , Mark Melancon , and Iván DeJesús , Jr. . [ 12 ]"
wrong word,along
mutation sentence,"On December 26 , 2012 he was traded to the Boston Red Sox ( along with Joel Hanrahan III ) for Jerry Sands , Stolmy Pimentel , Mark Melancon , and Iván DeJesús , Jr. . [ 12 ]"
mutation sentence,"On December 26 , 2012 he was traded to the Boston Red Sox ( along with Joel Hanrahan II ) for Jerry Sands , Stolmy Pimentel , Mark Melancon , and Iván DeJesús , Jr. . [ 12 ]"
mutation sentence,"On December 26 , 2012 he was traded to the Boston Red Sox ( along with Joel Hanrahan again ) for Jerry Sands , Stolmy Pimentel , Mark Melancon , and Iván DeJesús , Jr. . [ 12 ]"
mutation sentence,"On December 26 , 2012 he was traded to the Boston Red Sox ( along with Joel Hanrahan . ) for Jerry Sands , Stolmy Pimentel , Mark Melancon , and Iván DeJesús , Jr. . [ 12 ]"
mutation sentence,"On December 26 , 2012 he was traded to the Boston Red Sox ( along with Joel Hanrahan ) for Jerry Sands , Stolmy de Pimentel , Mark Melancon , and Iván DeJesús , Jr. . [ 12 ]"
mutation sentence,"On December 26 , 2012 he was traded to the Boston Red Sox ( along with Joel Hanrahan ) for Jerry Sands , Stolmy Gil Pimentel , Mark Melancon , and Iván DeJesús , Jr. . [ 12 ]"
mutation sentence,"On December 26 , 2012 he was traded to the Boston Red Sox ( along with Joel Hanrahan ) for Jerry Sands , Stolmy García Pimentel , Mark Melancon , and Iván DeJesús , Jr. . [ 12 ]"
mutation sentence,"On December 26 , 2012 he was traded to the Boston Red Sox ( along with Joel Hanrahan ) for Jerry Sands , Stolmy José Pimentel , Mark Melancon , and Iván DeJesús , Jr. . [ 12 ]"
mutation sentence,"On December 26 , 2012 he was traded to the Boston Red Sox ( along with Joel Hanrahan ) for Jerry Sands , Stolmy Pimentel III , Mark Melancon , and Iván DeJesús , Jr. . [ 12 ]"
mutation sentence,"On December 26 , 2012 he was traded to the Boston Red Sox ( along with Joel Hanrahan ) for Jerry Sands , Stolmy Pimentel , Mark Melancon , and Iván DeJesús , † Jr. . [ 12 ]"
mutation sentence,"On December 26 , 2012 he was traded to the Boston Red Sox ( along with Joel Hanrahan ) for Jerry Sands , Stolmy Pimentel , Mark Melancon , and Iván DeJesús , Jr. ) . [ 12 ]"
mutation sentence,"On December 26 , 2012 he was traded to the Boston Red Sox ( along with Joel Hanrahan ) for Jerry Sands , Stolmy Pimentel , Mark Melancon , and Iván DeJesús , Jr. prospects . [ 12 ]"
mutation sentence,"On December 26 , 2012 he was traded to the Boston Red Sox ( along with Joel Hanrahan ) for Jerry Sands , Stolmy Pimentel , Mark Melancon , and Iván DeJesús , Jr. . ) [ 12 ]"

original sentence,"We heard a fearsome creaking and cracking and before our eyes a great patch of sky peeled away , deeping down in the troughs and riding the crests with torn sails set against the wind ."
wrong word,down
mutation sentence,"We heard a fearsome creaking and cracking and before our eyes a great patch of sky peeled away , deeping far down in the troughs and riding the crests with torn sails set against the wind ."
mutation sentence,"We heard a fearsome creaking and cracking and before our eyes a great patch of sky peeled away , deeping fast down in the troughs and riding the crests with torn sails set against the wind ."
mutation sentence,"We heard a fearsome creaking and cracking and before our eyes a great patch of sky peeled away , deeping slowly down in the troughs and riding the crests with torn sails set against the wind ."
mutation sentence,"We heard a fearsome creaking and cracking and before our eyes a great patch of sky peeled away , deeping down deep in the troughs and riding the crests with torn sails set against the wind ."
mutation sentence,"We heard a fearsome creaking and cracking and before our eyes a great patch of sky peeled away , deeping down again in the troughs and riding the crests with torn sails set against the wind ."
mutation sentence,"We heard a fearsome creaking and cracking and before our eyes a great patch of sky peeled away , deeping down below in the troughs and riding the crests with torn sails set against the wind ."
mutation sentence,"We heard a fearsome creaking and cracking and before our eyes a great patch of sky peeled away , deeping down deeper in the troughs and riding the crests with torn sails set against the wind ."
mutation sentence,"We heard a fearsome creaking and cracking and before our eyes a great patch of sky peeled away , deeping down low in the troughs and riding the crests with torn sails set against the wind ."
mutation sentence,"We heard a fearsome creaking and cracking and before our eyes a great patch of sky peeled away , deeping down now in the troughs and riding the crests with torn sails set against the wind ."
mutation sentence,"We heard a fearsome creaking and cracking and before our eyes a great patch of sky peeled away , deeping down fast in the troughs and riding the crests with torn sails set against the wind ."

original sentence,"The young were mostly dead , and the old men had been taken away , they told us , to learn important new things and to come back when they were ready to contribute fully ."
wrong word,away
mutation sentence,"The young were mostly dead , and even the old men had been taken away , they told us , to learn important new things and to come back when they were ready to contribute fully ."
mutation sentence,"The young were mostly dead , and the old men had been taken further away , they told us , to learn important new things and to come back when they were ready to contribute fully ."
mutation sentence,"The young were mostly dead , and the old men had been taken farther away , they told us , to learn important new things and to come back when they were ready to contribute fully ."
mutation sentence,"The young were mostly dead , and the old men had been taken long away , they told us , to learn important new things and to come back when they were ready to contribute fully ."
mutation sentence,"The young were mostly dead , and the old men had been taken away elsewhere , they told us , to learn important new things and to come back when they were ready to contribute fully ."
mutation sentence,"The young were mostly dead , and the old men had been taken away , they had told us , to learn important new things and to come back when they were ready to contribute fully ."
mutation sentence,"The young were mostly dead , and the old men had been taken away , they both told us , to learn important new things and to come back when they were ready to contribute fully ."

original sentence,Even if the odds are impossible — and how many eight-year-olds would go up against six bigger kids for a sandbox buddy ? — at least you call for backup .
wrong word,up
mutation sentence,Even if the odds are impossible — and how many eight-year-olds would go right up against six bigger kids for a sandbox buddy ? — at least you call for backup .
mutation sentence,Even if the odds are impossible — and how many eight-year-olds would go back up against six bigger kids for a sandbox buddy ? — at least you call for backup .
mutation sentence,Even if the odds are impossible — and how many eight-year-olds would go up alone against six bigger kids for a sandbox buddy ? — at least you call for backup .

original sentence,"Sunlight streaming in through a high window opposite her lit up the fine hairs on her arm , the embroidered flowers on the collar of her white shirt ."
wrong word,in
mutation sentence,"Sunlight streaming in hard through a high window opposite her lit up the fine hairs on her arm , the embroidered flowers on the collar of her white shirt ."

original sentence,"By "" sample return "" of course I mean a mission that brings back extraterrestrial material ."
wrong word,back
mutation sentence,"By "" sample return "" of course I mean a mission that brings us back extraterrestrial material ."
mutation sentence,"By "" sample return "" of course I mean a mission that brings me back extraterrestrial material ."
mutation sentence,"By "" sample return "" of course I mean a mission that brings you back extraterrestrial material ."
mutation sentence,"By "" sample return "" of course I mean a mission that brings safely back extraterrestrial material ."
mutation sentence,"By "" sample return "" of course I mean a mission that brings them back extraterrestrial material ."
mutation sentence,"By "" sample return "" of course I mean a mission that brings back more extraterrestrial material ."

original sentence,"If you 're still curious , read on ."
wrong word,on
mutation sentence,"If you 're still curious , read later on ."
mutation sentence,"If you 're still curious , read back on ."
mutation sentence,"If you 're still curious , read further on ."
mutation sentence,"If you 're still curious , read on ahead ."
mutation sentence,"If you 're still curious , read on now ."
mutation sentence,"If you 're still curious , read on again ."
mutation sentence,"If you 're still curious , read on later ."



"pos from 介词 to 助词
"


"pos from 介词 to 并列连词
"


"pos from 介词 to 定冠
"


"pos from 介词 to 感叹
"


"pos from 介词 to 名词
"


"pos from 介词 to 数字
"


"pos from 介词 to 功能
"
original sentence,"Her video "" How To Avoid Talking To People You Do n't Want To Talk To "" was featured in articles by The New York Times and ABC News in August 2011 ."
wrong word,To
mutation sentence,"Her video "" How To Avoid Talking To People You Do n't Want To Not Talk To "" was featured in articles by The New York Times and ABC News in August 2011 ."
mutation sentence,"Her video "" How To Avoid Talking To People You Do n't Want To Even Talk To "" was featured in articles by The New York Times and ABC News in August 2011 ."
mutation sentence,"Her video "" How To Avoid Talking To People You Do n't Want To Talk Back To "" was featured in articles by The New York Times and ABC News in August 2011 ."
mutation sentence,"Her video "" How To Avoid Talking To People You Do n't Want To Talk About To "" was featured in articles by The New York Times and ABC News in August 2011 ."
mutation sentence,"Her video "" How To Avoid Talking To People You Do n't Want To Talk No To "" was featured in articles by The New York Times and ABC News in August 2011 ."

original sentence,In a recently-accepted Evolution paper Bos and colleagues describe ants appearing to self-medicate .
wrong word,to
mutation sentence,In a recently-accepted Evolution paper Bos and colleagues describe ants appearing not to self-medicate .
mutation sentence,In a recently-accepted Evolution paper Bos and colleagues describe ants appearing only to self-medicate .
mutation sentence,In a recently-accepted Evolution paper Bos and colleagues describe ants appearing to actively self-medicate .
mutation sentence,In a recently-accepted Evolution paper Bos and colleagues describe ants appearing to also self-medicate .
mutation sentence,In a recently-accepted Evolution paper Bos and colleagues describe ants appearing to partially self-medicate .
mutation sentence,In a recently-accepted Evolution paper Bos and colleagues describe ants appearing to successfully self-medicate .
mutation sentence,In a recently-accepted Evolution paper Bos and colleagues describe ants appearing to completely self-medicate .
mutation sentence,In a recently-accepted Evolution paper Bos and colleagues describe ants appearing to rapidly self-medicate .
mutation sentence,In a recently-accepted Evolution paper Bos and colleagues describe ants appearing to fully self-medicate .
mutation sentence,In a recently-accepted Evolution paper Bos and colleagues describe ants appearing to not self-medicate .
mutation sentence,In a recently-accepted Evolution paper Bos and colleagues describe ants appearing to physically self-medicate .
mutation sentence,In a recently-accepted Evolution paper Bos and colleagues describe ants appearing to self-medicate themselves .
mutation sentence,In a recently-accepted Evolution paper Bos and colleagues describe ants appearing to self-medicate itself .
mutation sentence,In a recently-accepted Evolution paper Bos and colleagues describe ants appearing to self-medicate aggressively .

original sentence,Last Year over 4 million visitors attended the event and this year the city expects about 6 million visitors according to the event website .
wrong word,to
mutation sentence,Last Year over 4 million visitors attended the event and this year the city expects about 6 million visitors according to on the event website .



"pos from 介词 to 代词
"


"pos from 介词 to 特指名词
"


"pos from 介词 to 标点
"


"pos from 介词 to 从句连词
"
original sentence,"Insofar as the larger organization , with a broader membership base , can be expected to reflect a wider range of expert opinions and a higher degree of expertise , it is reasonable to give its views greater weight than those of the smaller organization ."
wrong word,as
mutation sentence,"Insofar as that the larger organization , with a broader membership base , can be expected to reflect a wider range of expert opinions and a higher degree of expertise , it is reasonable to give its views greater weight than those of the smaller organization ."

original sentence,"For example , the Instruments for Research into Second Languages ( IRIS ) repository ( http://www.irisdatabase.org ) was established in 2011 and holds , at the time of writing , over 3,800 materials that can be used for replication , among other purposes , in L2 research ( Marsden & Mackey , 2014 ; Marsden , Mackey , & Plonsky , 2016 ) ."
wrong word,of
mutation sentence,"For example , the Instruments for Research into Second Languages ( IRIS ) repository ( http://www.irisdatabase.org ) was established in 2011 and holds , at the time of writing it , over 3,800 materials that can be used for replication , among other purposes , in L2 research ( Marsden & Mackey , 2014 ; Marsden , Mackey , & Plonsky , 2016 ) ."
mutation sentence,"For example , the Instruments for Research into Second Languages ( IRIS ) repository ( http://www.irisdatabase.org ) was established in 2011 and holds , at the time of writing this , over 3,800 materials that can be used for replication , among other purposes , in L2 research ( Marsden & Mackey , 2014 ; Marsden , Mackey , & Plonsky , 2016 ) ."

original sentence,“ S’ not true ! ” came a voice from inside the nose in question .
wrong word,from
mutation sentence,“ S’ not true ! ” came a muffled voice from inside the nose in question .
mutation sentence,“ S’ not true ! ” came a harsh voice from inside the nose in question .

original sentence,There are more magicians working today than ever before .
wrong word,than
mutation sentence,There are more magicians working today than was ever before .
mutation sentence,There are more magicians working today than had ever before .
mutation sentence,There are more magicians working today than has ever before .
mutation sentence,There are more magicians working today than have ever before .
mutation sentence,There are more magicians working today than were ever before .

original sentence,"Sit down strikes which began at a significant level in the 1930’s were very threatening to management and ownership , because the sit down strike is one step before workers taking over the factory and running it and kicking out the management , and probably doing a better job ."
wrong word,before
mutation sentence,"Sit down strikes which began at a significant level in the 1930’s were very threatening to management and ownership , because the sit down strike is one more step before workers taking over the factory and running it and kicking out the management , and probably doing a better job ."
mutation sentence,"Sit down strikes which began at a significant level in the 1930’s were very threatening to management and ownership , because the sit down strike is one less step before workers taking over the factory and running it and kicking out the management , and probably doing a better job ."
mutation sentence,"Sit down strikes which began at a significant level in the 1930’s were very threatening to management and ownership , because the sit down strike is one step away before workers taking over the factory and running it and kicking out the management , and probably doing a better job ."
mutation sentence,"Sit down strikes which began at a significant level in the 1930’s were very threatening to management and ownership , because the sit down strike is one step closer before workers taking over the factory and running it and kicking out the management , and probably doing a better job ."
mutation sentence,"Sit down strikes which began at a significant level in the 1930’s were very threatening to management and ownership , because the sit down strike is one step forward before workers taking over the factory and running it and kicking out the management , and probably doing a better job ."

original sentence,"Have no fear , no hesitation , for Winning shall be it's reward !"
wrong word,for
mutation sentence,"Have no fear , no hesitation , for always Winning shall be it's reward !"
mutation sentence,"Have no fear , no hesitation , for ever Winning shall be it's reward !"
mutation sentence,"Have no fear , no hesitation , for Winning all shall be it's reward !"
mutation sentence,"Have no fear , no hesitation , for Winning this shall be it's reward !"
mutation sentence,"Have no fear , no hesitation , for Winning always shall be it's reward !"
mutation sentence,"Have no fear , no hesitation , for Winning here shall be it's reward !"
mutation sentence,"Have no fear , no hesitation , for Winning itself shall be it's reward !"
mutation sentence,"Have no fear , no hesitation , for Winning today shall be it's reward !"
mutation sentence,"Have no fear , no hesitation , for Winning again shall be it's reward !"

original sentence,"It seems like some publications , like AM New York , always have a Britney Spears story ;"
wrong word,like
mutation sentence,"It seems like that some publications , like AM New York , always have a Britney Spears story ;"
mutation sentence,"It seems like even some publications , like AM New York , always have a Britney Spears story ;"

original sentence,"Critics of Scientology at the Internet newsgroup alt.religion.scientology were critical of the attacks to the Church of Scientology website , with one poster writing "" How can people look at both sides if one side is gone ? """
wrong word,with
mutation sentence,"Critics of Scientology at the Internet newsgroup alt.religion.scientology were critical of the attacks to the Church of Scientology website , with in one poster writing "" How can people look at both sides if one side is gone ? """

original sentence,"Her mother had spoken out against Scientology on French television after her ex-husband and Paris 's father , Albert Jaquier , committed suicide after he lost his fortune to Scientology ."
wrong word,after
mutation sentence,"Her mother had spoken out against Scientology on French television after her then ex-husband and Paris 's father , Albert Jaquier , committed suicide after he lost his fortune to Scientology ."

original sentence,The report comes after North and South Korea exchanged artillery fire yesterday .
wrong word,after
mutation sentence,The report comes shortly after North and South Korea exchanged artillery fire yesterday .
mutation sentence,The report comes right after North and South Korea exchanged artillery fire yesterday .
mutation sentence,The report comes just after North and South Korea exchanged artillery fire yesterday .
mutation sentence,The report comes in after North and South Korea exchanged artillery fire yesterday .
mutation sentence,The report comes soon after North and South Korea exchanged artillery fire yesterday .
mutation sentence,The report comes yesterday after North and South Korea exchanged artillery fire yesterday .
mutation sentence,The report comes out after North and South Korea exchanged artillery fire yesterday .
mutation sentence,The report comes immediately after North and South Korea exchanged artillery fire yesterday .
mutation sentence,The report comes directly after North and South Korea exchanged artillery fire yesterday .
mutation sentence,The report comes after when North and South Korea exchanged artillery fire yesterday .
mutation sentence,The report comes after how North and South Korea exchanged artillery fire yesterday .

original sentence,"Results of NCLAN studies , published in a paper by AS Heagle in 1989 , show dicot species , such as soybean , cotton , and peanut , lose more yield from ozone than do monocot species such as sorghum , field corn , and winter wheat ."
wrong word,than
mutation sentence,"Results of NCLAN studies , published in a paper by AS Heagle in 1989 , show dicot species , such as soybean , cotton , and peanut , lose more yield from high ozone than do monocot species such as sorghum , field corn , and winter wheat ."
mutation sentence,"Results of NCLAN studies , published in a paper by AS Heagle in 1989 , show dicot species , such as soybean , cotton , and peanut , lose more yield from increased ozone than do monocot species such as sorghum , field corn , and winter wheat ."
mutation sentence,"Results of NCLAN studies , published in a paper by AS Heagle in 1989 , show dicot species , such as soybean , cotton , and peanut , lose more yield from ozone than they do monocot species such as sorghum , field corn , and winter wheat ."
mutation sentence,"Results of NCLAN studies , published in a paper by AS Heagle in 1989 , show dicot species , such as soybean , cotton , and peanut , lose more yield from ozone than do other monocot species such as sorghum , field corn , and winter wheat ."
mutation sentence,"Results of NCLAN studies , published in a paper by AS Heagle in 1989 , show dicot species , such as soybean , cotton , and peanut , lose more yield from ozone than do some monocot species such as sorghum , field corn , and winter wheat ."
mutation sentence,"Results of NCLAN studies , published in a paper by AS Heagle in 1989 , show dicot species , such as soybean , cotton , and peanut , lose more yield from ozone than do common monocot species such as sorghum , field corn , and winter wheat ."
mutation sentence,"Results of NCLAN studies , published in a paper by AS Heagle in 1989 , show dicot species , such as soybean , cotton , and peanut , lose more yield from ozone than do similar monocot species such as sorghum , field corn , and winter wheat ."

original sentence,If you want a wharf berthage then call the local harbour master as you near the Chathams and he will sort you out .
wrong word,as
mutation sentence,If you want a wharf berthage then call the local harbour master as will you near the Chathams and he will sort you out .
mutation sentence,If you want a wharf berthage then call the local harbour master as you near into the Chathams and he will sort you out .
mutation sentence,If you want a wharf berthage then call the local harbour master as you near from the Chathams and he will sort you out .
mutation sentence,If you want a wharf berthage then call the local harbour master as you near towards the Chathams and he will sort you out .

original sentence,"An ATM and currency exchange are available at Havana airport , but these facilities are not as reliable in Cuba as in other places ."
wrong word,as
mutation sentence,"An ATM and currency exchange are available at Havana airport , but these facilities are not as reliable in Cuba as are in other places ."
mutation sentence,"An ATM and currency exchange are available at Havana airport , but these facilities are not as reliable in Cuba as were in other places ."

original sentence,"While it 's not as cold as in the northern states during the winter , it does freeze sometimes , and temperatures in the 30s ° F ( that 's around or slightly above 0 ° C ) are not unheard of ."
wrong word,as
mutation sentence,"While it 's not as cold as is in the northern states during the winter , it does freeze sometimes , and temperatures in the 30s ° F ( that 's around or slightly above 0 ° C ) are not unheard of ."
mutation sentence,"While it 's not as cold as elsewhere in the northern states during the winter , it does freeze sometimes , and temperatures in the 30s ° F ( that 's around or slightly above 0 ° C ) are not unheard of ."

original sentence,That makes it much easier to find places than in cities where streets go every which way .
wrong word,than
mutation sentence,That makes it much easier to find places than not in cities where streets go every which way .



"pos from 介词 to 符号
"


"pos from 介词 to 动词
"


"pos from 介词 to 其他
"


"pos from 副词 to 形容
"
original sentence,It remained the only thorough introduction to the field for decades and is still valuable for its many examples and exercises .
wrong word,only
mutation sentence,It remained as the only thorough introduction to the field for decades and is still valuable for its many examples and exercises .
mutation sentence,It remained almost the only thorough introduction to the field for decades and is still valuable for its many examples and exercises .
mutation sentence,It remained the only truly thorough introduction to the field for decades and is still valuable for its many examples and exercises .
mutation sentence,It remained the only very thorough introduction to the field for decades and is still valuable for its many examples and exercises .
mutation sentence,It remained the only such thorough introduction to the field for decades and is still valuable for its many examples and exercises .
mutation sentence,It remained the only available thorough introduction to the field for decades and is still valuable for its many examples and exercises .
mutation sentence,It remained the only reasonably thorough introduction to the field for decades and is still valuable for its many examples and exercises .
mutation sentence,It remained the only really thorough introduction to the field for decades and is still valuable for its many examples and exercises .
mutation sentence,It remained the only thorough academic introduction to the field for decades and is still valuable for its many examples and exercises .
mutation sentence,It remained the only thorough scientific introduction to the field for decades and is still valuable for its many examples and exercises .
mutation sentence,It remained the only thorough written introduction to the field for decades and is still valuable for its many examples and exercises .
mutation sentence,It remained the only thorough systematic introduction to the field for decades and is still valuable for its many examples and exercises .
mutation sentence,It remained the only thorough comprehensive introduction to the field for decades and is still valuable for its many examples and exercises .
mutation sentence,It remained the only thorough modern introduction to the field for decades and is still valuable for its many examples and exercises .
mutation sentence,It remained the only thorough scholarly introduction to the field for decades and is still valuable for its many examples and exercises .
mutation sentence,It remained the only thorough formal introduction to the field for decades and is still valuable for its many examples and exercises .
mutation sentence,It remained the only thorough introduction to the field for decades and today is still valuable for its many examples and exercises .

original sentence,"Or a Christmas tree , if that was more your thing ."
wrong word,more
mutation sentence,"Or a Christmas tree , if that was much more your thing ."

original sentence,"Then there were the Enemy starfighters themselves : hundreds at least , swarming about like a huge wall of locusts ."
wrong word,least
mutation sentence,"Then there were the Enemy starfighters themselves : hundreds at the least , swarming about like a huge wall of locusts ."

original sentence,"Knowing that he had already been flying straight for longer than was advisable , Chalmers altered his course to attempt to throw off any pursuers ."
wrong word,longer
mutation sentence,"Knowing that he had already been flying straight for longer than it was advisable , Chalmers altered his course to attempt to throw off any pursuers ."
mutation sentence,"Knowing that he had already been flying straight for longer than what was advisable , Chalmers altered his course to attempt to throw off any pursuers ."
mutation sentence,"Knowing that he had already been flying straight for longer than that was advisable , Chalmers altered his course to attempt to throw off any pursuers ."
mutation sentence,"Knowing that he had already been flying straight for longer than probably was advisable , Chalmers altered his course to attempt to throw off any pursuers ."
mutation sentence,"Knowing that he had already been flying straight for longer than really was advisable , Chalmers altered his course to attempt to throw off any pursuers ."

original sentence,""" You all right ? """
wrong word,right
mutation sentence,""" You are all right ? """

original sentence,"Pag backed away , eyes wide ."
wrong word,wide
mutation sentence,"Pag backed away , eyes still wide ."
mutation sentence,"Pag backed away , eyes too wide ."

original sentence,"Veronique stayed with me that night , lying next to me in my blankets and furs ."
wrong word,next
mutation sentence,"Veronique stayed with me often that night , lying next to me in my blankets and furs ."
mutation sentence,"Veronique stayed with me that first night , lying next to me in my blankets and furs ."
mutation sentence,"Veronique stayed with me that same night , lying next to me in my blankets and furs ."
mutation sentence,"Veronique stayed with me that entire night , lying next to me in my blankets and furs ."
mutation sentence,"Veronique stayed with me that second night , lying next to me in my blankets and furs ."
mutation sentence,"Veronique stayed with me that very night , lying next to me in my blankets and furs ."
mutation sentence,"Veronique stayed with me that third night , lying next to me in my blankets and furs ."
mutation sentence,"Veronique stayed with me that long night , lying next to me in my blankets and furs ."
mutation sentence,"Veronique stayed with me that final night , lying next to me in my blankets and furs ."
mutation sentence,"Veronique stayed with me that night , lying there next to me in my blankets and furs ."
mutation sentence,"Veronique stayed with me that night , lying next to me in between my blankets and furs ."
mutation sentence,"Veronique stayed with me that night , lying next to me in amongst my blankets and furs ."
mutation sentence,"Veronique stayed with me that night , lying next to me in among my blankets and furs ."
mutation sentence,"Veronique stayed with me that night , lying next to me in my blankets and my furs ."
mutation sentence,"Veronique stayed with me that night , lying next to me in my blankets and the furs ."
mutation sentence,"Veronique stayed with me that night , lying next to me in my blankets and fur furs ."

original sentence,Just more drinking and shooting .
wrong word,more
mutation sentence,Just more beer drinking and shooting .
mutation sentence,Just more alcohol drinking and shooting .

original sentence,"No injuries or deaths were reported in the attacks from either side , but South Korea evacuated about 80 people in the town of Yeoncheon after at least one shell landed near the area ."
wrong word,least
mutation sentence,"No injuries or deaths were reported in the attacks from either side , but South Korea evacuated about 80 people in the town of Yeoncheon after the at least one shell landed near the area ."
mutation sentence,"No injuries or deaths were reported in the attacks from either side , but South Korea evacuated about 80 people in the town of Yeoncheon after at least one shell accidentally landed near the area ."

original sentence,"Last week , at least 76 people were killed when the Al-Ghaza Hotel near the Masjid Al-Haram ( Grand Mosque ) collasped , the cause of which is unknown ."
wrong word,least
mutation sentence,"Last week , another at least 76 people were killed when the Al-Ghaza Hotel near the Masjid Al-Haram ( Grand Mosque ) collasped , the cause of which is unknown ."
