all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,181729,308991,1949,2471,1191,135144


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
wrong word,in
mutation sentence,So I picked up a rock the size of my fist and hit two of Pag 's assailants across the backs of their heads before anyone even knew I was in on the game .

original sentence,"But you were in that half — or , like , part of you was ... """
wrong word,in
mutation sentence,"But you were in on that half — or , like , part of you was ... """
mutation sentence,"But you were in with that half — or , like , part of you was ... """

original sentence,""" I think Siri died , they scooped him out and threw him away and you 're some whole other kid that just , just grew back out of what was left ."
wrong word,away
mutation sentence,""" I think Siri died , they scooped him out and threw him off away and you 're some whole other kid that just , just grew back out of what was left ."

original sentence,"A translucent little head poked out from behind a pot of organic-sugarcane exfoliating body polish , and looked at me with exaggerated puppy eyes and a trembling lower lip ."
wrong word,out
mutation sentence,"A translucent little head poked slowly out from behind a pot of organic-sugarcane exfoliating body polish , and looked at me with exaggerated puppy eyes and a trembling lower lip ."
mutation sentence,"A translucent little head poked back out from behind a pot of organic-sugarcane exfoliating body polish , and looked at me with exaggerated puppy eyes and a trembling lower lip ."
mutation sentence,"A translucent little head poked halfway out from behind a pot of organic-sugarcane exfoliating body polish , and looked at me with exaggerated puppy eyes and a trembling lower lip ."
mutation sentence,"A translucent little head poked silently out from behind a pot of organic-sugarcane exfoliating body polish , and looked at me with exaggerated puppy eyes and a trembling lower lip ."
mutation sentence,"A translucent little head poked suddenly out from behind a pot of organic-sugarcane exfoliating body polish , and looked at me with exaggerated puppy eyes and a trembling lower lip ."
mutation sentence,"A translucent little head poked right out from behind a pot of organic-sugarcane exfoliating body polish , and looked at me with exaggerated puppy eyes and a trembling lower lip ."

original sentence,"In two months Carroll had learned that her parents lived on a farm several miles outside of town ; that they sold strawberries in summer , and Christmas trees in the winter ."
wrong word,outside
mutation sentence,"In two months Carroll had learned that her parents lived on a farm several miles outside out of town ; that they sold strawberries in summer , and Christmas trees in the winter ."
mutation sentence,"In two months Carroll had learned that her parents lived on a farm several miles outside of town proper ; that they sold strawberries in summer , and Christmas trees in the winter ."
mutation sentence,"In two months Carroll had learned that her parents lived on a farm several miles outside of town too ; that they sold strawberries in summer , and Christmas trees in the winter ."
mutation sentence,"In two months Carroll had learned that her parents lived on a farm several miles outside of town nearby ; that they sold strawberries in summer , and Christmas trees in the winter ."
mutation sentence,"In two months Carroll had learned that her parents lived on a farm several miles outside of town alone ; that they sold strawberries in summer , and Christmas trees in the winter ."

original sentence,"It was the first time she had been to his apartment , and she stood square in the center of his bedroom , her arms folded against her body as if she was afraid to sit down , to touch something ."
wrong word,down
mutation sentence,"It was the first time she had been to his apartment , and she stood square in the center of his bedroom , her arms folded against her body as if she was afraid to sit back down , to touch something ."
mutation sentence,"It was the first time she had been to his apartment , and she stood square in the center of his bedroom , her arms folded against her body as if she was afraid to sit further down , to touch something ."
mutation sentence,"It was the first time she had been to his apartment , and she stood square in the center of his bedroom , her arms folded against her body as if she was afraid to sit anywhere down , to touch something ."
mutation sentence,"It was the first time she had been to his apartment , and she stood square in the center of his bedroom , her arms folded against her body as if she was afraid to sit farther down , to touch something ."

original sentence,“ I did n’t see your lips move at all . ”
wrong word,at
mutation sentence,“ I did n’t see your lips move at all lately . ”

original sentence,I ’ve really got something stuck up there .
wrong word,up
mutation sentence,I ’ve really got something stuck right up there .
mutation sentence,I ’ve really got something stuck somewhere up there .
mutation sentence,I ’ve really got something stuck just up there .
mutation sentence,I ’ve really got something stuck way up there .

original sentence,"If it yacks on like that in an exam , I ’ll get thrown out ."
wrong word,on
mutation sentence,"If it yacks right on like that in an exam , I ’ll get thrown out ."

original sentence,"Once it got started , I realised that the idea must have been inspired by the title of Justine Larbalestier ’s How to Ditch Your Fairy , although it has nothing at all to do with that story at all ."
wrong word,at
mutation sentence,"Once it got started , I realised that the idea must have been inspired by the title of Justine Larbalestier ’s How to Ditch Your Fairy , although it has nothing really at all to do with that story at all ."
mutation sentence,"Once it got started , I realised that the idea must have been inspired by the title of Justine Larbalestier ’s How to Ditch Your Fairy , although it has nothing directly at all to do with that story at all ."
mutation sentence,"Once it got started , I realised that the idea must have been inspired by the title of Justine Larbalestier ’s How to Ditch Your Fairy , although it has nothing at all to do with that story at all either ."

original sentence,"But I think I needed something a little less dark , and there are some quite sombre tales coming up in the coming weeks ."
wrong word,up
mutation sentence,"But I think I needed something a little less dark , and there are some quite sombre tales coming up soon in the coming weeks ."

original sentence,"Nick Bos , of the University of Helsinki , studies "" the amazing adaptations social insects have evolved in order to fight the extreme parasite pressure they experience "" ."
wrong word,of
mutation sentence,"Nick Bos , of course the University of Helsinki , studies "" the amazing adaptations social insects have evolved in order to fight the extreme parasite pressure they experience "" ."

original sentence,This was in my third year of Biology study I think .
wrong word,in
mutation sentence,This was in between my third year of Biology study I think .

original sentence,Well one of the first things he did was to back down on the promise of not expanding NATO to the east .
wrong word,down
mutation sentence,Well one of the first things he did was to back right down on the promise of not expanding NATO to the east .
mutation sentence,Well one of the first things he did was to back down early on the promise of not expanding NATO to the east .

original sentence,"So I think the first question is , what is this all about , why should we even be debating NATO , is there any reason why it should exist ?"
wrong word,about
mutation sentence,"So I think the first question is , what is this all now about , why should we even be debating NATO , is there any reason why it should exist ?"

original sentence,"The drink was mildly popular for the last few months , but of course has become a great deal more popular since getting all this publicity ."
wrong word,of
mutation sentence,"The drink was mildly popular for the last few months , but of course has since become a great deal more popular since getting all this publicity ."
mutation sentence,"The drink was mildly popular for the last few months , but of course has not become a great deal more popular since getting all this publicity ."

original sentence,It was about two years from when Frank sent me specimens to when we got the paper out .
wrong word,out
mutation sentence,It was about two years from when Frank sent me specimens to when we got all the paper out .
mutation sentence,It was about two years from when Frank sent me specimens to when we got half the paper out .
mutation sentence,It was about two years from when Frank sent me specimens to when we got the paper out again .

original sentence,"but more than anything , there 's a lot of good feeling around here ."
wrong word,around
mutation sentence,"but more than anything , there 's a lot of good feeling around down here ."

original sentence,"I also have a profile they fill out for me , a mini-MMPI that I developed , so that I have an idea -- Rebecca and I put it together"
wrong word,together
mutation sentence,"I also have a profile they fill out for me , a mini-MMPI that I developed , so that I have an idea -- Rebecca and I put in it together"
mutation sentence,"I also have a profile they fill out for me , a mini-MMPI that I developed , so that I have an idea -- Rebecca and I put into it together"
mutation sentence,"I also have a profile they fill out for me , a mini-MMPI that I developed , so that I have an idea -- Rebecca and I put on it together"
mutation sentence,"I also have a profile they fill out for me , a mini-MMPI that I developed , so that I have an idea -- Rebecca and I put this it together"
mutation sentence,"I also have a profile they fill out for me , a mini-MMPI that I developed , so that I have an idea -- Rebecca and I put it all together"
mutation sentence,"I also have a profile they fill out for me , a mini-MMPI that I developed , so that I have an idea -- Rebecca and I put it back together"
mutation sentence,"I also have a profile they fill out for me , a mini-MMPI that I developed , so that I have an idea -- Rebecca and I put it up together"

original sentence,One of them is the channels that NBC as the broadcasting rights owner for the United States will use to air the Paralympic Games on .
wrong word,on
mutation sentence,One of them is the channels that NBC as the broadcasting rights owner for the United States will use to air the 2008 Paralympic Games on .

original sentence,"Even though I m not Michael Jackson or somebody , when people come up to me and introduce themselves and say , ' Hey Frank , my name is John , ' I say , ' Hey John , my name is Frank ' and they laugh ."
wrong word,up
mutation sentence,"Even though I m not Michael Jackson or somebody , when people come right up to me and introduce themselves and say , ' Hey Frank , my name is John , ' I say , ' Hey John , my name is Frank ' and they laugh ."

original sentence,"I 've been doing this professionally since I was in my twenties , and before that since I was sixteen doing little tidbit poetry readings in coffeehouses ."
wrong word,in
mutation sentence,"I 've been doing this professionally since I was in around my twenties , and before that since I was sixteen doing little tidbit poetry readings in coffeehouses ."

original sentence,"You have a long career in poetry , but as of late the attention you have garnered is for the Mets-inspired work ."
wrong word,as
mutation sentence,"You have a long career in poetry , but as well of late the attention you have garnered is for the Mets-inspired work ."

original sentence,"This was a piece that the Times only quoted one stanza , but it 's about preparation for a battle , and being prepared to either rise to the occasion , or go down :"
wrong word,down
mutation sentence,"This was a piece that the Times only quoted one stanza , but it 's about preparation for a battle , and being prepared to either rise to the occasion , or go quietly down :"

original sentence,Last year she came up to me during one of the games late in the season ; she was so happy we were going to the post season .
wrong word,up
mutation sentence,Last year she came right up to me during one of the games late in the season ; she was so happy we were going to the post season .

original sentence,The editors punch it up over the last couple of days and then it goes out over the Internet and into the print edition .
wrong word,out
mutation sentence,The editors punch it up over the last couple of days and then it goes right out over the Internet and into the print edition .
mutation sentence,The editors punch it up over the last couple of days and then it goes back out over the Internet and into the print edition .
mutation sentence,The editors punch it up over the last couple of days and then it goes straight out over the Internet and into the print edition .

original sentence,"So you do n’t have writers coming up with a story and headline , but you will instead have a team of writers choosing the best headlines and then assign it to a particular writer who was not necessarily involved ?"
wrong word,up
mutation sentence,"So you do n’t have writers coming up quickly with a story and headline , but you will instead have a team of writers choosing the best headlines and then assign it to a particular writer who was not necessarily involved ?"

original sentence,"Writers will occasionally write their own headlines , but we come up with a list of 15 or 20 headline ideas , what we think will make a good story and then we assign it based upon what people ’s writing strengths are ."
wrong word,up
mutation sentence,"Writers will occasionally write their own headlines , but we come back up with a list of 15 or 20 headline ideas , what we think will make a good story and then we assign it based upon what people ’s writing strengths are ."
mutation sentence,"Writers will occasionally write their own headlines , but we come right up with a list of 15 or 20 headline ideas , what we think will make a good story and then we assign it based upon what people ’s writing strengths are ."
mutation sentence,"Writers will occasionally write their own headlines , but we come straight up with a list of 15 or 20 headline ideas , what we think will make a good story and then we assign it based upon what people ’s writing strengths are ."
mutation sentence,"Writers will occasionally write their own headlines , but we come up again with a list of 15 or 20 headline ideas , what we think will make a good story and then we assign it based upon what people ’s writing strengths are ."

original sentence,"There 's a lot of unfunny jokes that are told in a back room , that 's why they stay and die in that back room and do n’t go out in The Onion ."
wrong word,out
mutation sentence,"There 's a lot of unfunny jokes that are told in a back room , that 's why they stay and die in that back room and do n’t go back out in The Onion ."
mutation sentence,"There 's a lot of unfunny jokes that are told in a back room , that 's why they stay and die in that back room and do n’t go out again in The Onion ."
mutation sentence,"There 's a lot of unfunny jokes that are told in a back room , that 's why they stay and die in that back room and do n’t go out much in The Onion ."
mutation sentence,"There 's a lot of unfunny jokes that are told in a back room , that 's why they stay and die in that back room and do n’t go out back in The Onion ."
mutation sentence,"There 's a lot of unfunny jokes that are told in a back room , that 's why they stay and die in that back room and do n’t go out together in The Onion ."
mutation sentence,"There 's a lot of unfunny jokes that are told in a back room , that 's why they stay and die in that back room and do n’t go out loud in The Onion ."
mutation sentence,"There 's a lot of unfunny jokes that are told in a back room , that 's why they stay and die in that back room and do n’t go out anymore in The Onion ."

original sentence,"But if somebody wakes up one morning and suddenly no longer is funny , then yeah , head first , out the door as quickly as possible , and as sadistically as possible ."
wrong word,out
mutation sentence,"But if somebody wakes up one morning and suddenly no longer is funny , then yeah , head first , out through the door as quickly as possible , and as sadistically as possible ."

original sentence,"This is the first US "" sample return "" mission since Apollo , and the first ever from beyond the moon ."
wrong word,from
mutation sentence,"This is the first US "" sample return "" mission since Apollo , and the first ever from well beyond the moon ."

original sentence,"As of 15:11 GMT the site was accessible again , but only loads at relatively slow speeds , and by the end of the day Saturday the site was not loading at all ."
wrong word,at
mutation sentence,"As of 15:11 GMT the site was accessible again , but only loads at relatively slow speeds , and by the end of the day Saturday the site was not loading at all again ."

original sentence,"Posts on the message board for the Scientology-critic site Operation Clambake from Friday theorized that a denial-of-service attack had occurred , and wrote that as of Friday the Scientology.org site was either not loading at all , or loading very slowly ."
wrong word,at
mutation sentence,"Posts on the message board for the Scientology-critic site Operation Clambake from Friday theorized that a denial-of-service attack had occurred , and wrote that as of Friday the Scientology.org site was either not loading properly at all , or loading very slowly ."

original sentence,"Critics of Scientology at the Internet newsgroup alt.religion.scientology were critical of the attacks to the Church of Scientology website , with one poster writing "" How can people look at both sides if one side is gone ? """
wrong word,at
mutation sentence,"Critics of Scientology at least the Internet newsgroup alt.religion.scientology were critical of the attacks to the Church of Scientology website , with one poster writing "" How can people look at both sides if one side is gone ? """

original sentence,Both of these stops are only about a 20 minute walk from the event and have no crowds at all .
wrong word,at
mutation sentence,Both of these stops are only about a 20 minute walk from the event and have no crowds at all either .

original sentence,"A research team from the Massachusetts Institute of Technology and Colorado State University of the US and the University of Sheffield of the UK has analysed effects of global warming and ozone pollution over 2000 - 2050 on the worldwide production of wheat , rice , maize and soybean ."
wrong word,over
mutation sentence,"A research team from the Massachusetts Institute of Technology and Colorado State University of the US and the University of Sheffield of the UK has analysed effects of global warming and ozone pollution from over 2000 - 2050 on the worldwide production of wheat , rice , maize and soybean ."
mutation sentence,"A research team from the Massachusetts Institute of Technology and Colorado State University of the US and the University of Sheffield of the UK has analysed effects of global warming and ozone pollution in over 2000 - 2050 on the worldwide production of wheat , rice , maize and soybean ."
mutation sentence,"A research team from the Massachusetts Institute of Technology and Colorado State University of the US and the University of Sheffield of the UK has analysed effects of global warming and ozone pollution over from 2000 - 2050 on the worldwide production of wheat , rice , maize and soybean ."

original sentence,"The islands lie 860 km east of Christchurch , in the middle of the "" Roaring Forties "" ."
wrong word,in
mutation sentence,"The islands lie 860 km east of Christchurch , in around the middle of the "" Roaring Forties "" ."

original sentence,"Guests of the lodge can meander around either a short easy walk , or take the longer 2 hr return walk out onto the spectacular beach ."
wrong word,out
mutation sentence,"Guests of the lodge can meander around either a short easy walk , or take the longer 2 hr return walk directly out onto the spectacular beach ."
mutation sentence,"Guests of the lodge can meander around either a short easy walk , or take the longer 2 hr return walk right out onto the spectacular beach ."

original sentence,"For decades , the city has boasted of : a "" Big Five "" orchestra ( The Cleveland Orchestra ) , the second largest performing arts center in the U.S. ( Playhouse Square Center ) , a world-renowned art museum ( The Cleveland Museum of Art ) , the nation 's first health museum ( HealthSpace Cleveland ) , R&D hub of the aerospace and aviation industry ( the NASA Glenn Research & Visitors Center ) and a number of other first-rate attractions ( too many to mention here - read on ) ."
wrong word,on
mutation sentence,"For decades , the city has boasted of : a "" Big Five "" orchestra ( The Cleveland Orchestra ) , the second largest performing arts center in the U.S. ( Playhouse Square Center ) , a world-renowned art museum ( The Cleveland Museum of Art ) , the nation 's first health museum ( HealthSpace Cleveland ) , R&D hub of the aerospace and aviation industry ( the NASA Glenn Research & Visitors Center ) and a number of other first-rate attractions ( too many to mention here - read . on ) ."

original sentence,Canadian passports must be valid for at least one month beyond the date of expected departure ( [ 2 ] ) .
wrong word,beyond
mutation sentence,Canadian passports must be valid for at least one month beyond before the date of expected departure ( [ 2 ] ) .

original sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken away by the fleeing Nazis ."
wrong word,away
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken far away by the fleeing Nazis ."
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken further away by the fleeing Nazis ."
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken all away by the fleeing Nazis ."
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken quickly away by the fleeing Nazis ."
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken right away by the fleeing Nazis ."
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken completely away by the fleeing Nazis ."
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken farther away by the fleeing Nazis ."
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken safely away by the fleeing Nazis ."
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken straight away by the fleeing Nazis ."
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken away unnoticed by the fleeing Nazis ."
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken away quickly by the fleeing Nazis ."
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken away completely by the fleeing Nazis ."
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken away again by the fleeing Nazis ."
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken away hurriedly by the fleeing Nazis ."
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken away unseen by the fleeing Nazis ."
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken away illegally by the fleeing Nazis ."
mutation sentence,"Although the city was not destroyed in the aftermath , the material losses were serious as the machinery , raw materials and finished goods were taken away entirely by the fleeing Nazis ."

original sentence,"While it 's not as cold as in the northern states during the winter , it does freeze sometimes , and temperatures in the 30s ° F ( that 's around or slightly above 0 ° C ) are not unheard of ."
wrong word,above
mutation sentence,"While it 's not as cold as in the northern states during the winter , it does freeze sometimes , and temperatures in the 30s ° F ( that 's around or slightly above + 0 ° C ) are not unheard of ."

original sentence,"Due to its remarkable biodiversity , with over a third of the local plant species found nowhere else , Socotra has been designated a UNESCO World Heritage Site ."
wrong word,over
mutation sentence,"Due to its remarkable biodiversity here , with over a third of the local plant species found nowhere else , Socotra has been designated a UNESCO World Heritage Site ."
mutation sentence,"Due to its remarkable biodiversity there , with over a third of the local plant species found nowhere else , Socotra has been designated a UNESCO World Heritage Site ."

original sentence,"Rather than seeking to find out more through questions and learning ( actions viewed by them as showing vulnerability ) , arrogant people tend to generalize from their limited , narrow life experiences and try to impose their small worldview on others ."
wrong word,out
mutation sentence,"Rather than seeking to find people out more through questions and learning ( actions viewed by them as showing vulnerability ) , arrogant people tend to generalize from their limited , narrow life experiences and try to impose their small worldview on others ."
mutation sentence,"Rather than seeking to find more out more through questions and learning ( actions viewed by them as showing vulnerability ) , arrogant people tend to generalize from their limited , narrow life experiences and try to impose their small worldview on others ."

original sentence,"There are perennial basils which come back year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
wrong word,back
mutation sentence,"There also are perennial basils which come back year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are many perennial basils which come back year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are perennial garden basils which come back year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are perennial Mediterranean basils which come back year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are perennial basils which can come back year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are perennial basils which will come back year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are perennial basils which only come back year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are perennial basils which often come back year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are perennial basils which come back again year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are perennial basils which come back flowering year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are perennial basils which come back up year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are perennial basils which come back growing year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are perennial basils which come back on year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are perennial basils which come back healthy year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are perennial basils which come back around year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are perennial basils which come back home year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are perennial basils which come back alive year after year , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."
mutation sentence,"There are perennial basils which come back year after year again , like African Blue Basil ( which has pretty blue veins on its leaves ) and Thai Basil , while most other varieties are annuals , which you 'll have to plant year after year ."

original sentence,Place it down so that its breast is carrying its weight and rests on the ground .
wrong word,down
mutation sentence,Place it head down so that its breast is carrying its weight and rests on the ground .
mutation sentence,Place it back down so that its breast is carrying its weight and rests on the ground .

original sentence,"When the elevator is going from the bottom floor to the top , as soon as the doors close , exclaim that you lost your tarantula / snake / scorpion but confirm that it is somewhere in the elevator ."
wrong word,in
mutation sentence,"When the elevator is going from the bottom floor to the top , as soon as the doors close , exclaim that you lost your tarantula / snake / scorpion but confirm that it is somewhere in on the elevator ."

original sentence,Build in or add something to the elevator .
wrong word,in
mutation sentence,Build it in or add something to the elevator .
mutation sentence,Build space in or add something to the elevator .
mutation sentence,Build stuff in or add something to the elevator .
mutation sentence,Build holes in or add something to the elevator .
mutation sentence,Build an in or add something to the elevator .

original sentence,"That basically means do n't swallow it , do n't put it in your eyes , do n't bathe in it , and do n't really expose yourself to it directly at all ."
wrong word,at
mutation sentence,"That basically means do n't swallow it , do n't put it in your eyes , do n't bathe in it , and do n't really expose yourself physically to it directly at all ."
mutation sentence,"That basically means do n't swallow it , do n't put it in your eyes , do n't bathe in it , and do n't really expose yourself completely to it directly at all ."
mutation sentence,"That basically means do n't swallow it , do n't put it in your eyes , do n't bathe in it , and do n't really expose yourself sexually to it directly at all ."

original sentence,"Boxes should be marked "" Fragile "" and "" This side up "" to prevent mishandling ."
wrong word,up
mutation sentence,"Boxes should be marked "" Fragile "" and "" On This side up "" to prevent mishandling ."
mutation sentence,"Boxes should be marked "" Fragile "" and "" From This side up "" to prevent mishandling ."
mutation sentence,"Boxes should be marked "" Fragile "" and "" on This side up "" to prevent mishandling ."

original sentence,"Water landings : if you have successfully attached to a companion whose chute opens , keep in mind that both your arms may be broken or dislocated , and you may be unable to swim or tread water before your chute fills and drags you under ."
wrong word,under
mutation sentence,"Water landings : if you have successfully attached to a companion whose chute opens , keep in mind that both your arms may be broken or dislocated , and you may be unable to swim or tread water before your chute fills and drags with you under ."
mutation sentence,"Water landings : if you have successfully attached to a companion whose chute opens , keep in mind that both your arms may be broken or dislocated , and you may be unable to swim or tread water before your chute fills and drags from you under ."
mutation sentence,"Water landings : if you have successfully attached to a companion whose chute opens , keep in mind that both your arms may be broken or dislocated , and you may be unable to swim or tread water before your chute fills and drags without you under ."
mutation sentence,"Water landings : if you have successfully attached to a companion whose chute opens , keep in mind that both your arms may be broken or dislocated , and you may be unable to swim or tread water before your chute fills and drags into you under ."
mutation sentence,"Water landings : if you have successfully attached to a companion whose chute opens , keep in mind that both your arms may be broken or dislocated , and you may be unable to swim or tread water before your chute fills and drags you back under ."
mutation sentence,"Water landings : if you have successfully attached to a companion whose chute opens , keep in mind that both your arms may be broken or dislocated , and you may be unable to swim or tread water before your chute fills and drags you completely under ."
mutation sentence,"Water landings : if you have successfully attached to a companion whose chute opens , keep in mind that both your arms may be broken or dislocated , and you may be unable to swim or tread water before your chute fills and drags you fully under ."
mutation sentence,"Water landings : if you have successfully attached to a companion whose chute opens , keep in mind that both your arms may be broken or dislocated , and you may be unable to swim or tread water before your chute fills and drags you further under ."
mutation sentence,"Water landings : if you have successfully attached to a companion whose chute opens , keep in mind that both your arms may be broken or dislocated , and you may be unable to swim or tread water before your chute fills and drags you from under ."
mutation sentence,"Water landings : if you have successfully attached to a companion whose chute opens , keep in mind that both your arms may be broken or dislocated , and you may be unable to swim or tread water before your chute fills and drags you under again ."

original sentence,"As you mark things off , you will be motivated to continue doing so , and seeing it on a regular basis will remind you that your project needs to be done ."
wrong word,off
mutation sentence,"As you mark these things off , you will be motivated to continue doing so , and seeing it on a regular basis will remind you that your project needs to be done ."
mutation sentence,"As you mark those things off , you will be motivated to continue doing so , and seeing it on a regular basis will remind you that your project needs to be done ."
mutation sentence,"As you mark things carefully off , you will be motivated to continue doing so , and seeing it on a regular basis will remind you that your project needs to be done ."

original sentence,Just be sure to follow through with your deadline rather than ignoring it when your alarm finally goes off .
wrong word,through
mutation sentence,Just be sure to follow right through with your deadline rather than ignoring it when your alarm finally goes off .
mutation sentence,Just be sure to follow straight through with your deadline rather than ignoring it when your alarm finally goes off .
mutation sentence,Just be sure to follow through immediately with your deadline rather than ignoring it when your alarm finally goes off .
mutation sentence,Just be sure to follow through carefully with your deadline rather than ignoring it when your alarm finally goes off .
mutation sentence,Just be sure to follow through quickly with your deadline rather than ignoring it when your alarm finally goes off .
mutation sentence,Just be sure to follow through closely with your deadline rather than ignoring it when your alarm finally goes off .
mutation sentence,Just be sure to follow through perfectly with your deadline rather than ignoring it when your alarm finally goes off .
mutation sentence,Just be sure to follow through completely with your deadline rather than ignoring it when your alarm finally goes off .
mutation sentence,Just be sure to follow through early with your deadline rather than ignoring it when your alarm finally goes off .
mutation sentence,Just be sure to follow through exactly with your deadline rather than ignoring it when your alarm finally goes off .
wrong word,off
mutation sentence,Just be sure to follow through with your deadline rather than ignoring it when your alarm finally goes completely off .

original sentence,If a player is pegged they have to stop what they 're doing and pay a penalty ; i.e. ( drop the quaffle in the case of a chaser ) and run back to and touch their goal post or alternatively sit down for 10 seconds .
wrong word,down
mutation sentence,If a player is pegged they have to stop what they 're doing and pay a penalty ; i.e. ( drop the quaffle in the case of a chaser ) and run back to and touch their goal post or alternatively sit back down for 10 seconds .
mutation sentence,If a player is pegged they have to stop what they 're doing and pay a penalty ; i.e. ( drop the quaffle in the case of a chaser ) and run back to and touch their goal post or alternatively sit down hard for 10 seconds .

original sentence,Have both of the teams turn around and have the referee throw it into the grass or pitch while the teams are n't looking .
wrong word,around
mutation sentence,Have both of all the teams turn around and have the referee throw it into the grass or pitch while the teams are n't looking .
mutation sentence,Have both of the two teams turn around and have the referee throw it into the grass or pitch while the teams are n't looking .
mutation sentence,Have both of the defensive teams turn around and have the referee throw it into the grass or pitch while the teams are n't looking .
mutation sentence,Have both of the teams turn it around and have the referee throw it into the grass or pitch while the teams are n't looking .
mutation sentence,Have both of the teams turn something around and have the referee throw it into the grass or pitch while the teams are n't looking .
mutation sentence,Have both of the teams turn one around and have the referee throw it into the grass or pitch while the teams are n't looking .
mutation sentence,Have both of the teams turn this around and have the referee throw it into the grass or pitch while the teams are n't looking .
mutation sentence,Have both of the teams turn around quickly and have the referee throw it into the grass or pitch while the teams are n't looking .
mutation sentence,Have both of the teams turn around twice and have the referee throw it into the grass or pitch while the teams are n't looking .
