all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,181729,308991,1949,2471,1191,135144


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
wrong word,around
mutation sentence,"By compiling data from published literature we found that in thirty-one languages around throughout the world , the interjection for other-initiated repair appears to be strongly similar ( Figure 1 ) ."

original sentence,It is persistent in the environment ; it never breaks down nor goes away .
wrong word,down
mutation sentence,It is persistent in the environment ; it never breaks completely down nor goes away .

original sentence,Skin aging and skin cancer will be discussed as those reactions produced by prolonged or repeated UVR exposure [ 4 ] .
wrong word,as
mutation sentence,Skin aging and skin cancer will be discussed as well those reactions produced by prolonged or repeated UVR exposure [ 4 ] .

original sentence,"As a first step in defining the “ transmedia fan ” , the current project undertakes a comparative discourse analysis of online conversations of Game of Thrones fans ."
wrong word,As
mutation sentence,"As well a first step in defining the “ transmedia fan ” , the current project undertakes a comparative discourse analysis of online conversations of Game of Thrones fans ."

original sentence,He later gave in to his father 's wish and studied business .
wrong word,in
mutation sentence,He later gave part in to his father 's wish and studied business .
mutation sentence,He later gave way in to his father 's wish and studied business .
mutation sentence,He later gave right in to his father 's wish and studied business .

original sentence,Goode has been in a relationship with Sophie Dymoke since 2005 .
wrong word,in
mutation sentence,Goode has been in on a relationship with Sophie Dymoke since 2005 .

original sentence,"The plots were thin , there was little development of character and they were loaded down by excessive sentiment , especially when compared to what she was writing concurrently in her diary ."
wrong word,down
mutation sentence,"The plots were thin , there was little development of character and they were loaded heavily down by excessive sentiment , especially when compared to what she was writing concurrently in her diary ."
mutation sentence,"The plots were thin , there was little development of character and they were loaded right down by excessive sentiment , especially when compared to what she was writing concurrently in her diary ."

original sentence,"MLB statistics ( through September 20 , 2018 )"
wrong word,through
mutation sentence,"MLB statistics ( through about September 20 , 2018 )"

original sentence,"During one of these illnesses ( about the winter of 373 - 374 ) , he had a vision that led him to lay aside his secular studies and devote himself to God ."
wrong word,about
mutation sentence,"During one of these illnesses ( about in the winter of 373 - 374 ) , he had a vision that led him to lay aside his secular studies and devote himself to God ."
mutation sentence,"During one of these illnesses ( about during the winter of 373 - 374 ) , he had a vision that led him to lay aside his secular studies and devote himself to God ."
mutation sentence,"During one of these illnesses ( about around the winter of 373 - 374 ) , he had a vision that led him to lay aside his secular studies and devote himself to God ."

original sentence,A brother from Theodorus ’ monastery stayed with Pachomius in Tabennese while traveling and preached of the virtues of the Koinonia upon his return to Sne .
wrong word,upon
mutation sentence,A brother from Theodorus ’ monastery stayed with Pachomius in Tabennese while traveling and preached of the virtues of the Koinonia upon after his return to Sne .
mutation sentence,A brother from Theodorus ’ monastery stayed with Pachomius in Tabennese while traveling and preached of the virtues of the Koinonia upon before his return to Sne .

original sentence,"Now he was in the kitchen , awake and on his way out the door , because suddenly spending fifteen minutes eating dinner with his wife had become too much of a burden on this most wonderful night of the year ."
wrong word,in
mutation sentence,"Now he was in on the kitchen , awake and on his way out the door , because suddenly spending fifteen minutes eating dinner with his wife had become too much of a burden on this most wonderful night of the year ."
mutation sentence,"Now he was in at the kitchen , awake and on his way out the door , because suddenly spending fifteen minutes eating dinner with his wife had become too much of a burden on this most wonderful night of the year ."
mutation sentence,"Now he was in from the kitchen , awake and on his way out the door , because suddenly spending fifteen minutes eating dinner with his wife had become too much of a burden on this most wonderful night of the year ."
mutation sentence,"Now he was in through the kitchen , awake and on his way out the door , because suddenly spending fifteen minutes eating dinner with his wife had become too much of a burden on this most wonderful night of the year ."

original sentence,"Santa bent down to pick them up , mumbling about “ emergency money . ”"
wrong word,down
mutation sentence,"Santa bent back down to pick them up , mumbling about “ emergency money . ”"
mutation sentence,"Santa bent straight down to pick them up , mumbling about “ emergency money . ”"
mutation sentence,"Santa bent farther down to pick them up , mumbling about “ emergency money . ”"
mutation sentence,"Santa bent further down to pick them up , mumbling about “ emergency money . ”"
mutation sentence,"Santa bent low down to pick them up , mumbling about “ emergency money . ”"
mutation sentence,"Santa bent slowly down to pick them up , mumbling about “ emergency money . ”"
mutation sentence,"Santa bent halfway down to pick them up , mumbling about “ emergency money . ”"
mutation sentence,"Santa bent quickly down to pick them up , mumbling about “ emergency money . ”"

original sentence,"One day Tyler looked through an old family photo album , and in it was a picture of the kitchen in the house they used to live in ."
wrong word,in
mutation sentence,"One day Tyler looked through an old family photo album , and in it was a picture of the kitchen in the house they used to live together in ."
mutation sentence,"One day Tyler looked through an old family photo album , and in it was a picture of the kitchen in the house they used to live in together ."
mutation sentence,"One day Tyler looked through an old family photo album , and in it was a picture of the kitchen in the house they used to live in earlier ."

original sentence,"Now he remembered that they always ate in the dining room , and when they did play board games , it was always on the coffee table in the living room ."
wrong word,on
mutation sentence,"Now he remembered that they always ate in the dining room , and when they did play board games , it was always on above the coffee table in the living room ."
mutation sentence,"Now he remembered that they always ate in the dining room , and when they did play board games , it was always on under the coffee table in the living room ."

original sentence,"She tries to sit down , but I just keep on tugging and she follows me , gulping and wailing ."
wrong word,down
mutation sentence,"She tries to sit back down , but I just keep on tugging and she follows me , gulping and wailing ."
mutation sentence,"She tries to sit down again , but I just keep on tugging and she follows me , gulping and wailing ."

original sentence,"Pools erupted and overflowed along the edges of the lawn , cascading around the raspberry canes and over the flower beds ."
wrong word,over
mutation sentence,"Pools erupted and overflowed along the edges of the lawn , cascading around the raspberry canes and over into the flower beds ."
mutation sentence,"Pools erupted and overflowed along the edges of the lawn , cascading around the raspberry canes and over onto the flower beds ."

original sentence,"“ Nonetheless , ” the traveler said , and she walked out ."
wrong word,out
mutation sentence,"“ Nonetheless , ” the traveler said , and she walked back out ."
mutation sentence,"“ Nonetheless , ” the traveler said , and she walked slowly out ."
mutation sentence,"“ Nonetheless , ” the traveler said , and she walked right out ."
mutation sentence,"“ Nonetheless , ” the traveler said , and she walked straight out ."
mutation sentence,"“ Nonetheless , ” the traveler said , and she walked out alone ."

original sentence,She invited me in for tea and massage .
wrong word,in
mutation sentence,She invited me back in for tea and massage .
mutation sentence,She invited me straight in for tea and massage .
mutation sentence,She invited me on in for tea and massage .
mutation sentence,She invited me right in for tea and massage .
mutation sentence,She invited me in later for tea and massage .
mutation sentence,She invited me in again for tea and massage .
mutation sentence,She invited me in early for tea and massage .

original sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring down upon a tiny village below ."
wrong word,down
mutation sentence,"The enormous forms of the battleships loomed like giants atop a low hill , staring down upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , each staring down upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , one staring down upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring directly down upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring straight down upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring back down upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring silently down upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring coldly down upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring intently down upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring calmly down upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring steadily down upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring right down upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring down directly upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring down silently upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring down coldly upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring down calmly upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring down angrily upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring down intently upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring down steadily upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring down hard upon a tiny village below ."
mutation sentence,"The enormous forms of the battleships loomed like giants atop a hill , staring down sadly upon a tiny village below ."

original sentence,We have worn her down .
wrong word,down
mutation sentence,We have worn her completely down .

original sentence,"She looks up at me , at Renata ."
wrong word,up
mutation sentence,"She looks right up at me , at Renata ."
mutation sentence,"She looks quickly up at me , at Renata ."

original sentence,I laid her down on some sticks .
wrong word,down
mutation sentence,I laid her gently down on some sticks .
mutation sentence,I laid her carefully down on some sticks .

original sentence,It did n't start out here .
wrong word,out
mutation sentence,It did n't start out well here .
mutation sentence,It did n't start out bad here .

original sentence,"It was just before Easter Sunday , 1 and I was sitting at my table ."
wrong word,before
mutation sentence,"It was just before on Easter Sunday , 1 and I was sitting at my table ."

original sentence,""" I have no doubt that as time goes on , there will be more and more cases documented """
wrong word,on
mutation sentence,""" I have no doubt that as time goes farther on , there will be more and more cases documented """
mutation sentence,""" I have no doubt that as time goes ever on , there will be more and more cases documented """
mutation sentence,""" I have no doubt that as time goes further on , there will be more and more cases documented """
mutation sentence,""" I have no doubt that as time goes back on , there will be more and more cases documented """
mutation sentence,""" I have no doubt that as time goes slowly on , there will be more and more cases documented """
mutation sentence,""" I have no doubt that as time goes right on , there will be more and more cases documented """

original sentence,That 's as of now .
wrong word,as
mutation sentence,That 's as well of now .

original sentence,"On March 13 , Professor Chomsky sat down with Michael Dranove for an interview in his MIT office in Cambridge , Massachusetts ."
wrong word,down
mutation sentence,"On March 13 , Professor Chomsky sat back down with Michael Dranove for an interview in his MIT office in Cambridge , Massachusetts ."
mutation sentence,"On March 13 , Professor Chomsky sat personally down with Michael Dranove for an interview in his MIT office in Cambridge , Massachusetts ."
mutation sentence,"On March 13 , Professor Chomsky sat down alone with Michael Dranove for an interview in his MIT office in Cambridge , Massachusetts ."

original sentence,"I mean that was discussed in U.S arms control journals , that they would have to regard as a potential threat to their strategic deterrent , meaning as a first strike weapon ."
wrong word,as
mutation sentence,"I mean that was discussed in U.S arms control journals , that they would have to regard as a potential threat to their strategic deterrent , meaning as well a first strike weapon ."

original sentence,Labor actions as a revival of the Left
wrong word,as
mutation sentence,Labor actions as well a revival of the Left

original sentence,"So that ’s a frightening idea , and police were called in and so on ."
wrong word,in
mutation sentence,"So that ’s a frightening idea , and police were called right in and so on ."

original sentence,We were just trying to come up with a topical and funny new cocktail for our customers to laugh about and enjoy .
wrong word,up
mutation sentence,We were just trying to come back up with a topical and funny new cocktail for our customers to laugh about and enjoy .
mutation sentence,We were just trying to come right up with a topical and funny new cocktail for our customers to laugh about and enjoy .
mutation sentence,We were just trying to come straight up with a topical and funny new cocktail for our customers to laugh about and enjoy .
mutation sentence,We were just trying to come up quickly with a topical and funny new cocktail for our customers to laugh about and enjoy .

original sentence,So now we 'll be in the Voice for a while .
wrong word,in
mutation sentence,So now we 'll be in on the Voice for a while .

original sentence,He 'll make you fill one out .
wrong word,out
mutation sentence,He 'll make you fill one out later .

original sentence,This has several advantages and disadvantages when compared to the non-profit structure at the Wikimedia Foundation .
wrong word,at
mutation sentence,This has several advantages and disadvantages when compared to the non-profit structure at least the Wikimedia Foundation .

original sentence,And then I had a bit of some time off in 2011 .
wrong word,off
mutation sentence,And then I had a bit out of some time off in 2011 .
mutation sentence,And then I had a bit of some free time off in 2011 .
mutation sentence,And then I had a bit of some extra time off in 2011 .
mutation sentence,And then I had a bit of some personal time off in 2011 .
mutation sentence,And then I had a bit of some time off again in 2011 .
mutation sentence,And then I had a bit of some time off back in 2011 .
mutation sentence,And then I had a bit of some time off sometime in 2011 .

original sentence,"It 's really strange occurrence , over the years ."
wrong word,over
mutation sentence,"It 's really strange occurrence , over all the years ."

original sentence,"Walt Whitman , the first great American poet , wrote about the Civil War ."
wrong word,about
mutation sentence,"Walt Whitman , the first great American poet , wrote about during the Civil War ."

original sentence,"Then earlier this year these shirts started to come out that said , "" Poet says We Know "" ."
wrong word,out
mutation sentence,"Then earlier this year these shirts started to come back out that said , "" Poet says We Know "" ."
mutation sentence,"Then earlier this year these shirts started to come out everywhere that said , "" Poet says We Know "" ."
mutation sentence,"Then earlier this year these shirts started to come out again that said , "" Poet says We Know "" ."
mutation sentence,"Then earlier this year these shirts started to come out online that said , "" Poet says We Know "" ."

original sentence,"We whittle that down on a Monday to about a hundred , come in Tuesday and pick an issue and brainstorm with the whole editorial staff ; all fifteen of us ."
wrong word,down
mutation sentence,"We whittle that down early on a Monday to about a hundred , come in Tuesday and pick an issue and brainstorm with the whole editorial staff ; all fifteen of us ."
mutation sentence,"We whittle that down again on a Monday to about a hundred , come in Tuesday and pick an issue and brainstorm with the whole editorial staff ; all fifteen of us ."
mutation sentence,"We whittle that down late on a Monday to about a hundred , come in Tuesday and pick an issue and brainstorm with the whole editorial staff ; all fifteen of us ."
mutation sentence,"We whittle that down quickly on a Monday to about a hundred , come in Tuesday and pick an issue and brainstorm with the whole editorial staff ; all fifteen of us ."

original sentence,"It ’s sort of like , "" Hmmm ... that ’s hilarious . That ’s really really funny "" rather than people falling off their chairs ."
wrong word,of
mutation sentence,"It ’s sort of been like , "" Hmmm ... that ’s hilarious . That ’s really really funny "" rather than people falling off their chairs ."
mutation sentence,"It ’s sort of be like , "" Hmmm ... that ’s hilarious . That ’s really really funny "" rather than people falling off their chairs ."
mutation sentence,"It ’s sort of was like , "" Hmmm ... that ’s hilarious . That ’s really really funny "" rather than people falling off their chairs ."

original sentence,And then I noticed that I cheat a little bit when I write them down .
wrong word,down
mutation sentence,And then I noticed that I cheat a little bit when I write them back down .
mutation sentence,And then I noticed that I cheat a little bit when I write them both down .

original sentence,I think that in this kind of structure there is a very gradual clarification of the relationship and the forth going on .
wrong word,on
mutation sentence,I think that in this kind of structure there is a very gradual clarification of the relationship and the forth going in on .
mutation sentence,I think that in this kind of structure there is a very gradual clarification of the relationship and the forth going on ahead .
mutation sentence,I think that in this kind of structure there is a very gradual clarification of the relationship and the forth going on together .
mutation sentence,I think that in this kind of structure there is a very gradual clarification of the relationship and the forth going on forward .

original sentence,"Young and new faces emerged in the new council members , as veteran politicians stepped down in both the anti-establishment and pro-Beijing campus ."
wrong word,down
mutation sentence,"Young and new faces emerged in the new council members , as veteran politicians stepped back down in both the anti-establishment and pro-Beijing campus ."

original sentence,The previous general legislative election in Hong Kong was before the 2014 protests .
wrong word,before
mutation sentence,The previous general legislative election in Hong Kong was before during the 2014 protests .
mutation sentence,The previous general legislative election in Hong Kong was before in the 2014 protests .
mutation sentence,The previous general legislative election in Hong Kong was before after the 2014 protests .

original sentence,"Wikinews has learned that according to an Internet posting made just over 24 hours ago , the Church of Scientology 's website is being attacked by hackers , causing the site to shut down ."
wrong word,down
mutation sentence,"Wikinews has learned that according to an Internet posting made just over 24 hours ago , the Church of Scientology 's website is being attacked by hackers , causing the site to shut completely down ."

original sentence,"The attack was launched on Wednesday by a user labelled "" Anonymous "" , on the website "" Insurgency Wiki "" , a spinoff of 4chan ."
wrong word,on
mutation sentence,"The attack was launched on Wednesday by a user labelled "" Anonymous "" , on from the website "" Insurgency Wiki "" , a spinoff of 4chan ."
mutation sentence,"The attack was launched on Wednesday by a user labelled "" Anonymous "" , on through the website "" Insurgency Wiki "" , a spinoff of 4chan ."

original sentence,I was basically hauled in and told that my mum had attacked the church and that I needed to disconnect from her because she was suppressive .
wrong word,in
mutation sentence,I was basically hauled in and were told that my mum had attacked the church and that I needed to disconnect from her because she was suppressive .

original sentence,"Taipei , Taiwan — The Taipei City Lantern Festival was off to a bright start on Saturday Night as hundreds of thousands of people crowded onto the Chiang Kai Shek Memorial near downtown Taipei to witness city mayor Hau Lung-bin and other dignitaries ceremoniously flip the switch to light hundreds of colorful lantern scenes in and around the 240,000 square meter memorial park ."
wrong word,around
mutation sentence,"Taipei , Taiwan — The Taipei City Lantern Festival was off to a bright start on Saturday Night as hundreds of thousands of people crowded onto the Chiang Kai Shek Memorial near downtown Taipei to witness city mayor Hau Lung-bin and other dignitaries ceremoniously flip the switch to light hundreds of colorful lantern scenes in and around in the 240,000 square meter memorial park ."
mutation sentence,"Taipei , Taiwan — The Taipei City Lantern Festival was off to a bright start on Saturday Night as hundreds of thousands of people crowded onto the Chiang Kai Shek Memorial near downtown Taipei to witness city mayor Hau Lung-bin and other dignitaries ceremoniously flip the switch to light hundreds of colorful lantern scenes in and around at the 240,000 square meter memorial park ."
mutation sentence,"Taipei , Taiwan — The Taipei City Lantern Festival was off to a bright start on Saturday Night as hundreds of thousands of people crowded onto the Chiang Kai Shek Memorial near downtown Taipei to witness city mayor Hau Lung-bin and other dignitaries ceremoniously flip the switch to light hundreds of colorful lantern scenes in and around on the 240,000 square meter memorial park ."

original sentence,"People flock to see the lantern scenes and enjoy the festival atmosphere as they carry lanterns , given away by the city and bought from street vendors at the event ."
wrong word,away
mutation sentence,"People flock to see the lantern scenes and enjoy the festival atmosphere as they carry lanterns , given far away by the city and bought from street vendors at the event ."
mutation sentence,"People flock to see the lantern scenes and enjoy the festival atmosphere as they carry lanterns , given right away by the city and bought from street vendors at the event ."
mutation sentence,"People flock to see the lantern scenes and enjoy the festival atmosphere as they carry lanterns , given back away by the city and bought from street vendors at the event ."
mutation sentence,"People flock to see the lantern scenes and enjoy the festival atmosphere as they carry lanterns , given annually away by the city and bought from street vendors at the event ."

original sentence,""" As a way to commercialize his work , he would make a blue Marilyn and a pink Marilyn and a yellow Marilyn , and then you could pick your favorite color and buy that ."
wrong word,As
mutation sentence,""" As well a way to commercialize his work , he would make a blue Marilyn and a pink Marilyn and a yellow Marilyn , and then you could pick your favorite color and buy that ."

original sentence,""" I smacked them around . """
wrong word,around
mutation sentence,""" I smacked all them around . """
mutation sentence,""" I smacked both them around . """
mutation sentence,""" I smacked them around earlier . """

original sentence,"The islands are in their own time zone , 45 minutes ahead of New Zealand time ;"
wrong word,in
mutation sentence,"The islands are in with their own time zone , 45 minutes ahead of New Zealand time ;"
mutation sentence,"The islands are in on their own time zone , 45 minutes ahead of New Zealand time ;"

original sentence,Tame Horomona Rehe was the last known full-blooded Moriori and he passed away in 1933 .
wrong word,away
mutation sentence,Tame Horomona Rehe was the last known full-blooded Moriori and he passed peacefully away in 1933 .
mutation sentence,Tame Horomona Rehe was the last known full-blooded Moriori and he passed right away in 1933 .
mutation sentence,Tame Horomona Rehe was the last known full-blooded Moriori and he passed quietly away in 1933 .
mutation sentence,Tame Horomona Rehe was the last known full-blooded Moriori and he passed . away in 1933 .
mutation sentence,Tame Horomona Rehe was the last known full-blooded Moriori and he passed far away in 1933 .
mutation sentence,Tame Horomona Rehe was the last known full-blooded Moriori and he passed straight away in 1933 .
mutation sentence,Tame Horomona Rehe was the last known full-blooded Moriori and he passed dead away in 1933 .
mutation sentence,Tame Horomona Rehe was the last known full-blooded Moriori and he passed away later in 1933 .

original sentence,"Despite the common perception that Cleveland is an industrial town , just beyond the automotive and steel plants , a clean and beautiful downtown rises at the mouth of the Cuyahoga River on the southern shore of Lake Erie ( often marvelled over by visitors who are surprised you ca n't see the other side , i.e. , Canada ) ."
wrong word,over
mutation sentence,"Despite the common perception that Cleveland is an industrial town , just beyond the automotive and steel plants , a clean and beautiful downtown rises at the mouth of the Cuyahoga River on the southern shore of Lake Erie ( often marvelled all over by visitors who are surprised you ca n't see the other side , i.e. , Canada ) ."

original sentence,"The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to over 300,000 inhabitants at the turn of the century , which was an unprecedented growth on a worldwide scale ."
wrong word,to
mutation sentence,"The population of Łódź soared from some 4,000 people in the 1830s and 40,000 in 1865 to well over 300,000 inhabitants at the turn of the century , which was an unprecedented growth on a worldwide scale ."

original sentence,If your drawstring is longer than your pinkie then you should cut it off till it is roughly the size of your fingernail .
wrong word,off
mutation sentence,If your drawstring is longer than your pinkie then you should cut it right off till it is roughly the size of your fingernail .
mutation sentence,If your drawstring is longer than your pinkie then you should cut it straight off till it is roughly the size of your fingernail .
mutation sentence,If your drawstring is longer than your pinkie then you should cut it completely off till it is roughly the size of your fingernail .
mutation sentence,If your drawstring is longer than your pinkie then you should cut it slowly off till it is roughly the size of your fingernail .

original sentence,Hold the chicken down on a flat surface .
wrong word,down
mutation sentence,Hold the chicken down gently on a flat surface .
mutation sentence,Hold the chicken down tightly on a flat surface .
mutation sentence,Hold the chicken down slowly on a flat surface .
mutation sentence,Hold the chicken down evenly on a flat surface .

original sentence,Clap your hands or give it a gentle shove until it jumps up and walks away .
wrong word,up
mutation sentence,Clap your hands or give it a gentle shove until it jumps right up and walks away .

original sentence,"The G-forces will multiply your body weight , making it impossible to hold on ;"
wrong word,on
mutation sentence,"The G-forces will multiply your body weight , making it impossible to hold on longer ;"
mutation sentence,"The G-forces will multiply your body weight , making it impossible to hold on well ;"

original sentence,Write every thought down that comes up during work .
wrong word,down
mutation sentence,Write every thought right down that comes up during work .

original sentence,"When you have a looming project that 's bogging you down and making you unproductive in other areas , tackle it first ."
wrong word,down
mutation sentence,"When you have a looming project that 's bogging even you down and making you unproductive in other areas , tackle it first ."
mutation sentence,"When you have a looming project that 's bogging all you down and making you unproductive in other areas , tackle it first ."
mutation sentence,"When you have a looming project that 's bogging both you down and making you unproductive in other areas , tackle it first ."
mutation sentence,"When you have a looming project that 's bogging you right down and making you unproductive in other areas , tackle it first ."
mutation sentence,"When you have a looming project that 's bogging you completely down and making you unproductive in other areas , tackle it first ."
mutation sentence,"When you have a looming project that 's bogging you totally down and making you unproductive in other areas , tackle it first ."
mutation sentence,"When you have a looming project that 's bogging you further down and making you unproductive in other areas , tackle it first ."
mutation sentence,"When you have a looming project that 's bogging you emotionally down and making you unproductive in other areas , tackle it first ."



"pos from 介词 to 助词
"


"pos from 介词 to 并列连词
"


"pos from 介词 to 定冠
"


"pos from 介词 to 感叹
"


"pos from 介词 to 名词
"
original sentence,"Earthworms rose up from the water-laden earth where they could no longer breath and wriggled and struggled fro air on the surface , writhing and swimming for a safe haven ."
wrong word,fro
mutation sentence,"Earthworms rose up from the water-laden earth where they could no longer breath and wriggled and struggled in fro air on the surface , writhing and swimming for a safe haven ."
mutation sentence,"Earthworms rose up from the water-laden earth where they could no longer breath and wriggled and struggled at fro air on the surface , writhing and swimming for a safe haven ."



"pos from 介词 to 数字
"


"pos from 介词 to 功能
"
original sentence,"They discussed the "" dictionary of the future "" , in which every word would be linked to example sentences from corpora . [ 7 ] [ 9 ]"
wrong word,to
mutation sentence,"They discussed the "" dictionary of the future "" , in which every word would be linked to separate example sentences from corpora . [ 7 ] [ 9 ]"

original sentence,"Hadid was born on 31 October 1950 in Baghdad , Iraq , to an upper-class Iraqi family ."
wrong word,to
mutation sentence,"Hadid was born on 31 October 1950 in Baghdad , Iraq , to in an upper-class Iraqi family ."

original sentence,"The protégé of Pope Damasus I , who died in December of 384 , Jerome was known for his teachings on Christian moral life , especially to those living in cosmopolitan centers such as Rome ."
wrong word,to
mutation sentence,"The protégé of Pope Damasus I , who died in December of 384 , Jerome was known for his teachings on Christian moral life , especially to among those living in cosmopolitan centers such as Rome ."

original sentence,"Although it seems Theodorus practiced complete submission to the new leader of the Koinonia , problems soon arose in several Pachomian monasteries that viewed Horsiesios as a weak leader ."
wrong word,to
mutation sentence,"Although it seems Theodorus practiced complete submission to be the new leader of the Koinonia , problems soon arose in several Pachomian monasteries that viewed Horsiesios as a weak leader ."

original sentence,How did you grow the site to the size it is today ?
wrong word,to
mutation sentence,How did you grow the site to be the size it is today ?

original sentence,"We whittle that down on a Monday to about a hundred , come in Tuesday and pick an issue and brainstorm with the whole editorial staff ; all fifteen of us ."
wrong word,to
mutation sentence,"We whittle that down on a Monday to be about a hundred , come in Tuesday and pick an issue and brainstorm with the whole editorial staff ; all fifteen of us ."

original sentence,"So instead of documenting the dreams it gradually became also like adding creational elements , and I think that somehow through writing my dreams I gradually came to writing , also poems , but mainly stories ."
wrong word,to
mutation sentence,"So instead of documenting the dreams it gradually became also like adding creational elements , and I think that somehow through writing my dreams I gradually came to be writing , also poems , but mainly stories ."

original sentence,"Wikinews has learned that according to an Internet posting made just over 24 hours ago , the Church of Scientology 's website is being attacked by hackers , causing the site to shut down ."
wrong word,to
mutation sentence,"Wikinews has learned that according to in an Internet posting made just over 24 hours ago , the Church of Scientology 's website is being attacked by hackers , causing the site to shut down ."
mutation sentence,"Wikinews has learned that according to from an Internet posting made just over 24 hours ago , the Church of Scientology 's website is being attacked by hackers , causing the site to shut down ."
mutation sentence,"Wikinews has learned that according to on an Internet posting made just over 24 hours ago , the Church of Scientology 's website is being attacked by hackers , causing the site to shut down ."

original sentence,"With the development of artificial twines the sisal boom ended , and Mérida slowed to a more sleepy provincial capital until development picked back up in the late 20th century ."
wrong word,to
mutation sentence,"With the development of artificial twines the sisal boom ended , and Mérida slowed to be a more sleepy provincial capital until development picked back up in the late 20th century ."

original sentence,"On the hottest days , it can get up to 115 ° F ( 46 ° C ) or more ."
wrong word,to
mutation sentence,"On the hottest days , it can get up to be 115 ° F ( 46 ° C ) or more ."

original sentence,The Creek Trail connects Rivertrail and continues east through Broken Arrow to the NSU-Broken Arrow campus .
wrong word,to
mutation sentence,The Creek Trail connects Rivertrail and continues east through Broken Arrow to near the NSU-Broken Arrow campus .

original sentence,Grab a book / novel and translate it to your own language .
wrong word,to
mutation sentence,Grab a book / novel and translate it to be your own language .



"pos from 介词 to 代词
"


"pos from 介词 to 特指名词
"


"pos from 介词 to 标点
"


"pos from 介词 to 从句连词
"
original sentence,"Importantly , studying eye movements offers an insight that does not depend on the participants ’ beliefs , memories or subjective impressions of the artwork ."
wrong word,on
mutation sentence,"Importantly , studying eye movements offers an insight that does not depend on whether the participants ’ beliefs , memories or subjective impressions of the artwork ."

original sentence,"Here , we present a novel system , based on a topical web crawler , that can quickly and automatically assemble a full census of an academic field using digital data available on the public World Wide Web ."
wrong word,on
mutation sentence,"Here , we present a novel system , based on being a topical web crawler , that can quickly and automatically assemble a full census of an academic field using digital data available on the public World Wide Web ."

original sentence,"To differentiate these cases from enjambment proper , Spang calls these cases "" enlace "" , translated here as "" expansion "" ."
wrong word,as
mutation sentence,"To differentiate these cases from enjambment proper , Spang calls these cases "" enlace "" , translated here as being "" expansion "" ."

original sentence,"At times , even those who work in academia may be unsure of a particular journal ’s legitimacy , and there are genuine borderline cases ."
wrong word,of
mutation sentence,"At times , even those who work in academia may be unsure of whether a particular journal ’s legitimacy , and there are genuine borderline cases ."

original sentence,"If their confidence in scientific findings is lowered across the board as the result of such epistemic pollution , one can hardly blame them ."
wrong word,as
mutation sentence,"If their confidence in scientific findings is lowered across the board as being the result of such epistemic pollution , one can hardly blame them ."
mutation sentence,"If their confidence in scientific findings is lowered across the board as is the result of such epistemic pollution , one can hardly blame them ."
mutation sentence,"If their confidence in scientific findings is lowered across the board as was the result of such epistemic pollution , one can hardly blame them ."

original sentence,"This interesting combination of findings – expected hierarchy of difficulty , but differing age of acquisition – is an important addition to our growing cross-linguistic knowledge of SI and could be the result of language-specific differences in the use of SI lexical items or methodological differences ."
wrong word,in
mutation sentence,"This interesting combination of findings – expected hierarchy of difficulty , but differing age of acquisition – is an important addition to our growing cross-linguistic knowledge of SI and could be the result of language-specific differences in whether the use of SI lexical items or methodological differences ."

original sentence,"Based on the results of the 2011 Household Energy Consumption Survey ( HECS ) , electricity remains as the most common source of energy used by households particularly in the Philippines ."
wrong word,as
