all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,154452,518199,1706,12426,1849,529256


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,"I expect it will be determined that , under "" Strong Medicine Man "" Hugo Chavez , Posada could not be guaranteed a fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada still could not be guaranteed a fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada personally could not be guaranteed a fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could still not be guaranteed a fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could also not be guaranteed a fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could perhaps not be guaranteed a fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not otherwise be guaranteed a fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not reasonably be guaranteed a fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not necessarily be guaranteed a fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not be reasonably guaranteed a fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not be effectively guaranteed a fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not be otherwise guaranteed a fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not be adequately guaranteed a fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not be guaranteed a relatively fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not be guaranteed a fairly fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not be guaranteed a second fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not be guaranteed a sufficiently fair trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not be guaranteed a fair criminal trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not be guaranteed a fair federal trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not be guaranteed a fair second trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not be guaranteed a fair military trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not be guaranteed a fair public trial ."
mutation sentence,"I expect it will be determined that , under "" Strong Man "" Hugo Chavez , Posada could not be guaranteed a fair trial there ."

original sentence,"Greendale likely refers to green river valley -- i.e. , Cairo 's Egyptian Islamic Jihad or the Islamic Group ."
wrong word,green 5
mutation sentence,"Greendale likely refers instead to green river valley -- i.e. , Cairo 's Egyptian Islamic Jihad or the Islamic Group ."

original sentence,The Effective Date ( or start date ) is 01 Oct 2001 .
wrong word,Effective 2
mutation sentence,The current Effective Date ( or start date ) is 01 Oct 2001 .
mutation sentence,The official Effective Date ( or start date ) is 01 Oct 2001 .
mutation sentence,The Final Effective Date ( or start date ) is 01 Oct 2001 .
mutation sentence,The Effective Date ( or official start date ) is 01 Oct 2001 .
mutation sentence,The Effective Date ( or effective start date ) is 01 Oct 2001 .
mutation sentence,The Effective Date ( or new start date ) is 01 Oct 2001 .
mutation sentence,The Effective Date ( or statutory start date ) is 01 Oct 2001 .
mutation sentence,The Effective Date ( or operational start date ) is 01 Oct 2001 .

original sentence,One of the manifestations of their racism is the rejection towards Japanese Yoko Ono .
wrong word,Japanese 12
mutation sentence,One of the manifestations of their racism is the rejection towards fellow Japanese Yoko Ono .

original sentence,"The recent elections in Iraq were dominated by an amalgam of religiously fundamentalist Shi'ite organizations , principally the Dawa Party and the Supreme Council for Islamic Revolution in Iraq ( SCIRI ) ."
wrong word,Shi'ite 14
mutation sentence,"The recent elections in Iraq were dominated by an amalgam of Sunni religiously fundamentalist Shi'ite organizations , principally the Dawa Party and the Supreme Council for Islamic Revolution in Iraq ( SCIRI ) ."
mutation sentence,"The recent elections in Iraq were dominated by an amalgam of religiously fundamentalist Sunni Shi'ite organizations , principally the Dawa Party and the Supreme Council for Islamic Revolution in Iraq ( SCIRI ) ."

original sentence,They have fabulous French toast too .
wrong word,French 4
mutation sentence,They have fabulous fried French toast too .

original sentence,Should all UK towns and their cafes or restaurants provide Halal food ?
wrong word,Halal 11
mutation sentence,Should all UK towns and their cafes or restaurants provide local Halal food ?
mutation sentence,Should all UK towns and their cafes or restaurants provide authentic Halal food ?
mutation sentence,Should all UK towns and their cafes or restaurants provide good Halal food ?
mutation sentence,Should all UK towns and their cafes or restaurants provide free Halal food ?
mutation sentence,Should all UK towns and their cafes or restaurants provide traditional Halal food ?
mutation sentence,Should all UK towns and their cafes or restaurants provide healthy Halal food ?
mutation sentence,Should all UK towns and their cafes or restaurants provide Halal fast food ?

original sentence,Fantastic Place to buy your next vehicle
wrong word,Fantastic 1
mutation sentence,Fantastic Place where to buy your next vehicle
mutation sentence,Fantastic Place here to buy your next vehicle
mutation sentence,Fantastic Place How to buy your next vehicle
mutation sentence,Fantastic Place nearby to buy your next vehicle



"pos from 形容 to 标点
"


"pos from 形容 to 从句连词
"


"pos from 形容 to 符号
"


"pos from 形容 to 动词
"
original sentence,"In addition , LTTE activity in the Andaman Sea is well known to local observers ."
wrong word,known 12
mutation sentence,"In addition , LTTE activity in the Andaman Sea is very well known to local observers ."

original sentence,"As a result , your finances improve - and your newfound confidence could attract new love into your life ."
wrong word,newfound 11
mutation sentence,"As a result , your finances improve - and your newly newfound confidence could attract new love into your life ."
mutation sentence,"As a result , your finances improve - and your newfound romantic confidence could attract new love into your life ."

original sentence,i have tried feeding him 5 or 6 live pinkies and 4 or 5 frozen ( thawed ) pinkies .
wrong word,frozen 15
mutation sentence,i have tried feeding him 5 or 6 live pinkies and 4 or 5 fully frozen ( thawed ) pinkies .
mutation sentence,i have tried feeding him 5 or 6 live pinkies and 4 or 5 fresh frozen ( thawed ) pinkies .

original sentence,I had a routine surgery for an ingrown toenail .
wrong word,ingrown 8
mutation sentence,I had a routine surgery for an accidentally ingrown toenail .



"pos from 形容 to 其他
"


"pos from 介词 to 形容
"


"pos from 介词 to 介词
"


"pos from 介词 to 副词
"
original sentence,"“ The Vietnam War was winding down , and the Air Force was putting pilots in desk jobs ."
wrong word,down 7
mutation sentence,"“ The Vietnam War was winding back down , and the Air Force was putting pilots in desk jobs ."
mutation sentence,"“ The Vietnam War was winding right down , and the Air Force was putting pilots in desk jobs ."

original sentence,"Posada can be given up , but Meiring ca n't ."
wrong word,up 5
mutation sentence,"Posada can be given back up , but Meiring ca n't ."
mutation sentence,"Posada can be given straight up , but Meiring ca n't ."
mutation sentence,"Posada can be given right up , but Meiring ca n't ."

original sentence,But will Posada be given up ?
wrong word,up 6
mutation sentence,But will Posada be given back up ?

original sentence,He has clearly gone on enjoying killing people on a large scale in Iraq .
wrong word,on 5
mutation sentence,He has clearly gone right on enjoying killing people on a large scale in Iraq .
mutation sentence,He has clearly gone straight on enjoying killing people on a large scale in Iraq .

original sentence,No son of an Arab politician or religious leader has ever blown himself up .
wrong word,up 14
mutation sentence,No son of an Arab politician or religious leader has ever blown himself way up .
mutation sentence,No son of an Arab politician or religious leader has ever blown himself upside up .

original sentence,Do you storm a church taken over by terrorists who took the priests hostages ?
wrong word,over 7
mutation sentence,Do you storm a church taken all over by terrorists who took the priests hostages ?
mutation sentence,Do you storm a church taken half over by terrorists who took the priests hostages ?

original sentence,"Oh , it is dueled out through one catalytic converter with Flow Masters to accent the sound ."
wrong word,out 6
mutation sentence,"Oh , it is dueled straight out through one catalytic converter with Flow Masters to accent the sound ."
mutation sentence,"Oh , it is dueled back out through one catalytic converter with Flow Masters to accent the sound ."
mutation sentence,"Oh , it is dueled flat out through one catalytic converter with Flow Masters to accent the sound ."

original sentence,Cindy said Jaime has grown up very much .
wrong word,up 6
mutation sentence,Cindy said Jaime has grown back up very much .
mutation sentence,Cindy said Jaime has grown right up very much .
mutation sentence,Cindy said Jaime has grown up here very much .

original sentence,His books are always hard to put down .
wrong word,down 8
mutation sentence,His books are always hard even to put down .
mutation sentence,His books are always hard just to put down .
mutation sentence,His books are always hard to put back down .
mutation sentence,His books are always hard to put upside down .
mutation sentence,His books are always hard to put straight down .
mutation sentence,His books are always hard to put safely down .
mutation sentence,His books are always hard to put face down .
mutation sentence,His books are always hard to put right down .
mutation sentence,His books are always hard to put down now .
mutation sentence,His books are always hard to put down again .
mutation sentence,His books are always hard to put down today .
mutation sentence,His books are always hard to put down properly .
mutation sentence,His books are always hard to put down either .
mutation sentence,His books are always hard to put down somewhere .
mutation sentence,His books are always hard to put down anyway .

original sentence,"Otherwise , we can see who we can scare up at the office , or you can have Laura sign and I 'll initial later ."
wrong word,up 10
mutation sentence,"Otherwise , we can see who we can scare straight up at the office , or you can have Laura sign and I 'll initial later ."
mutation sentence,"Otherwise , we can see who we can scare straight up at the office , or you can have Laura sign and I 'll initial later ."

original sentence,We 'll hook you guys in by videoconference .
wrong word,in 6
mutation sentence,We 'll hook you guys back in by videoconference .
mutation sentence,We 'll hook you guys right in by videoconference .

original sentence,"The letters , six in all , were sent within two hours of each other and represented dozens of power generators ."
wrong word,in 5
mutation sentence,"The resulting letters , six in all , were sent within two hours of each other and represented dozens of power generators ."
mutation sentence,"The first letters , six in all , were sent within two hours of each other and represented dozens of power generators ."
mutation sentence,"The letters , about six in all , were sent within two hours of each other and represented dozens of power generators ."
mutation sentence,"The letters , some six in all , were sent within two hours of each other and represented dozens of power generators ."
mutation sentence,"The letters , approximately six in all , were sent within two hours of each other and represented dozens of power generators ."
mutation sentence,"The letters , roughly six in all , were sent within two hours of each other and represented dozens of power generators ."
mutation sentence,"The letters , around six in all , were sent within two hours of each other and represented dozens of power generators ."
mutation sentence,"The letters , only six in all , were sent within two hours of each other and represented dozens of power generators ."
mutation sentence,"The letters , six in all , usually were sent within two hours of each other and represented dozens of power generators ."
mutation sentence,"The letters , six in all , often were sent within two hours of each other and represented dozens of power generators ."
mutation sentence,"The letters , six in all , apparently were sent within two hours of each other and represented dozens of power generators ."

original sentence,I can dig it up if you 'd like .
wrong word,up 5
mutation sentence,I can dig it back up if you 'd like .

original sentence,"Initially our design group , along with perhaps one of our technology consultants , would like to meet with a group of Enron people for half a day .?"
wrong word,along 6
mutation sentence,"Initially our design group , along together with perhaps one of our technology consultants , would like to meet with a group of Enron people for half a day .?"

original sentence,It must be stamped out .
wrong word,out 5
mutation sentence,It must be stamped back out .
mutation sentence,It must be stamped straight out .
mutation sentence,It must be stamped completely out .

original sentence,But supporters are pointing a few good things out :
wrong word,out 9
mutation sentence,But supporters are pointing a few good things back out :
mutation sentence,But supporters are pointing a few good things further out :
mutation sentence,But supporters are pointing a few good things inside out :
mutation sentence,But supporters are pointing a few good things straight out :
mutation sentence,But supporters are pointing a few good things all out :
mutation sentence,But supporters are pointing a few good things right out :

original sentence,"Her grant for the life saving treatments she needs has run out , and we need to help her to continue to receive these treatments ."
wrong word,out 12
mutation sentence,"Her grant for the life saving treatments she needs has run flat out , and we need to help her to continue to receive these treatments ."

original sentence,"The American laws forbidding interracial marriage , now struck down , were clearly discriminatory ."
wrong word,down 10
mutation sentence,"The American laws forbidding interracial marriage , now struck upside down , were clearly discriminatory ."
mutation sentence,"The American laws forbidding interracial marriage , now struck completely down , were clearly discriminatory ."
mutation sentence,"The American laws forbidding interracial marriage , now struck sharply down , were clearly discriminatory ."
mutation sentence,"The American laws forbidding interracial marriage , now struck totally down , were clearly discriminatory ."
mutation sentence,"The American laws forbidding interracial marriage , now struck unanimously down , were clearly discriminatory ."
mutation sentence,"The American laws forbidding interracial marriage , now struck entirely down , were clearly discriminatory ."

original sentence,"Ever since he ate up Red Riding Hood 's grandma and blew down the houses of two - thirds of the Three Little Pigs , the Big Bad Wolf has held a persistently bad reputation ."
wrong word,down 13
mutation sentence,"Ever since he ate up Red Riding Hood 's grandma and blew upside down the houses of two - thirds of the Three Little Pigs , the Big Bad Wolf has held a persistently bad reputation ."

original sentence,I have also looked at the photo galleries for an inside look at the decor of the restaurants and I have narrowed it down to three establishments .
wrong word,down 24
mutation sentence,I have also looked at the photo galleries for an inside look at the decor of the restaurants and I have narrowed it right down to three establishments .

original sentence,"It 's narrowed down to Butcher and Singer , Davio 's , and Del Frisco s ."
wrong word,down 4
mutation sentence,"It 's narrowed right down to Butcher and Singer , Davio 's , and Del Frisco s ."
mutation sentence,"It 's narrowed straight down to Butcher and Singer , Davio 's , and Del Frisco s ."

original sentence,Turn the water temp up to 82 degrees
wrong word,up 5
mutation sentence,Turn the water temp back up to 82 degrees

original sentence,"She also seems to hate it whenever I ask her out on a date , to the point she said stop !"
wrong word,out 11
mutation sentence,"She also seems to hate it whenever I ask her back out on a date , to the point she said stop !"
mutation sentence,"She also seems to hate it whenever I ask her straight out on a date , to the point she said stop !"

original sentence,"give them time to set up their territories , and once you bring the new kitten out , pay a lot of attention to the male ."
wrong word,out 17
mutation sentence,"give them time to set up their territories , and once you bring the new kitten back out , pay a lot of attention to the male ."

original sentence,"Some people put in a very dilute Acriflaven solution to slow down the fungus , so one can take white eggs out with a pipette or eyedropper ."
wrong word,in 4
mutation sentence,"Some people put in a cold very dilute Acriflaven solution to slow down the fungus , so one can take white eggs out with a pipette or eyedropper ."
wrong word,out 22
mutation sentence,"Some people put in a very dilute Acriflaven solution to slow down the fungus , so one can take white eggs straight out with a pipette or eyedropper ."
mutation sentence,"Some people put in a very dilute Acriflaven solution to slow down the fungus , so one can take white eggs inside out with a pipette or eyedropper ."
mutation sentence,"Some people put in a very dilute Acriflaven solution to slow down the fungus , so one can take white eggs fresh out with a pipette or eyedropper ."
mutation sentence,"Some people put in a very dilute Acriflaven solution to slow down the fungus , so one can take white eggs back out with a pipette or eyedropper ."

original sentence,"Gallop , I 've already read that whole site and been reading through research articles from the research colleges as well ."
wrong word,through 13
mutation sentence,"Gallop , I 've already read that whole site and been reading all through research articles from the research colleges as well ."

original sentence,"You hate to see talent get wasted , but honestly I do n't think I could take in a horse right now these issues ."
wrong word,in 18
mutation sentence,"You just hate to see talent get wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate sometimes to see talent get wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to ever see talent get wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to always see talent get wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to sometimes see talent get wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to just see talent get wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to constantly see talent get wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to even see talent get wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to actually see talent get wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see such talent get wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent just get wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get so wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get that wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get completely wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get too wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get all wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get totally wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get this wasted , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted sometimes , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted here , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted often , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted again , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted occasionally , but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted , sir but honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted , but quite honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted , but very honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted , but pretty honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted , but more honestly I do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted , but honestly I still do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted , but honestly I truly do n't think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted , but honestly I do n't ever think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted , but honestly I do n't hardly think I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted , but honestly I do n't think how I could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted , but honestly I do n't think I ever could take in a horse right now these issues ."
mutation sentence,"You hate to see talent get wasted , but honestly I do n't think I could take in a white horse right now these issues ."
mutation sentence,"You hate to see talent get wasted , but honestly I do n't think I could take in a high horse right now these issues ."
mutation sentence,"You hate to see talent get wasted , but honestly I do n't think I could take in a fast horse right now these issues ."
mutation sentence,"You hate to see talent get wasted , but honestly I do n't think I could take in a horse right now these emotional issues ."

original sentence,"She worked with us for over a year , helping us find our perfect home ."
wrong word,over 6
mutation sentence,"She worked with us for over a whole year , helping us find our perfect home ."

original sentence,They squeezed me in and had me back up and running in no time .
wrong word,in 4
mutation sentence,They squeezed me back in and had me back up and running in no time .
mutation sentence,They squeezed me right in and had me back up and running in no time .
wrong word,in 12
mutation sentence,They squeezed me in and had me back up and running in about no time .

original sentence,The crew at The Creative Workshop went over and above the call of duty and gave me back a car I can drive anywhere and finally enjoy owning .
wrong word,over 8
mutation sentence,The crew at The Creative Workshop went all over and above the call of duty and gave me back a car I can drive anywhere and finally enjoy owning .

original sentence,i would highly recommend calling these people up for your next car .
wrong word,up 8
mutation sentence,i would highly recommend calling these people straight up for your next car .

original sentence,I decided it was time to grow up and made an appointment .
wrong word,up 8
mutation sentence,I decided it was time to grow back up and made an appointment .

original sentence,"I found out they did not even drive the car , stated they looked at it before ."
wrong word,out 3
mutation sentence,"I found straight out they did not even drive the car , stated they looked at it before ."
mutation sentence,"I found back out they did not even drive the car , stated they looked at it before ."

original sentence,We signed our name in about 6:00 pm .
wrong word,in 5
mutation sentence,We signed our name back in about 6:00 pm .

original sentence,The instructor did not show up !
wrong word,up 6
mutation sentence,The instructor did not show right up !

original sentence,If it lasted 1 month i could suck it up but 1 day ?
wrong word,up 10
mutation sentence,If it lasted 1 month i could suck it back up but 1 day ?

original sentence,"A girl would show up , then a guy in a nice car would show up ."
wrong word,up 5
mutation sentence,"A girl would show straight up , then a guy in a nice car would show up ."
wrong word,up 16
mutation sentence,"A girl would show up , then a guy in a nice car would show straight up ."

original sentence,"Approx 4 months later , the compressor went out ."
wrong word,out 9
mutation sentence,"Approx 4 months later , the compressor went back out ."
mutation sentence,"Approx 4 months later , the compressor went completely out ."
mutation sentence,"Approx 4 months later , the compressor went flat out ."
mutation sentence,"Approx 4 months later , the compressor went inside out ."
mutation sentence,"Approx 4 months later , the compressor went right out ."
mutation sentence,"Approx 4 months later , the compressor went straight out ."

original sentence,I asked if they could copy the piece I dropped off .
wrong word,off 11
mutation sentence,I asked if they could copy the piece I dropped just off .
mutation sentence,I asked if they could copy the piece I dropped right off .

original sentence,"I never got a price quote over the phone and they take your cc info just to make the appointment because if you do n't show up , they 'll charge you ."
wrong word,up 27
mutation sentence,"I never got a price quote over the phone and they take your cc info just to make the appointment because if you do n't show right up , they 'll charge you ."
mutation sentence,"I never got a price quote over the phone and they take your cc info just to make the appointment because if you do n't show straight up , they 'll charge you ."

original sentence,"In the words of my new accountant , THEY LET ME DOWN !"
wrong word,DOWN 12
mutation sentence,"In the words of my new accountant , THEY LET ME UP DOWN !"
mutation sentence,"In the words of my new accountant , THEY LET ME DOWN UP !"



"pos from 介词 to 助词
"


"pos from 介词 to 并列连词
"


"pos from 介词 to 定冠
"


"pos from 介词 to 感叹
"


"pos from 介词 to 名词
"


"pos from 介词 to 数字
"


"pos from 介词 to 功能
"
original sentence,"A full circularisation of inventory balances , and matching to source documentation within Enron"
wrong word,to 10
mutation sentence,"A full circularisation of inventory balances , and matching to source financial documentation within Enron"



"pos from 介词 to 代词
"


"pos from 介词 to 特指名词
"


"pos from 介词 to 标点
"


"pos from 介词 to 从句连词
"
original sentence,Was there this past weekend and the guy behind the counter yelled at me and my son because we believed he left the grandma slice in the oven a little too long and the cheese got all dried out and the slice tasted more like a cracker .
wrong word,out 39
mutation sentence,Was there this past weekend and the guy behind the counter yelled at me and my son because we believed he left the grandma slice in the oven a little too long and the cheese got all dried back out and the slice tasted more like a cracker .
mutation sentence,Was there this past weekend and the guy behind the counter yelled at me and my son because we believed he left the grandma slice in the oven a little too long and the cheese got all dried right out and the slice tasted more like a cracker .



"pos from 介词 to 符号
"


"pos from 介词 to 动词
"
original sentence,"In the words of my new accountant , THEY LET ME DOWN !"
wrong word,DOWN 12
mutation sentence,"In the words of my new accountant , THEY LET ME DOWN YOU !"



"pos from 介词 to 其他
"


"pos from 副词 to 形容
"
original sentence,"My neighbourhood has been surrounded by American troops for three days now , helicopters have been circling over our heads non-stop ."
wrong word,non-stop 21
mutation sentence,"My neighbourhood has been surrounded by American troops for three days now , helicopters have been circling over our heads non-stop since ."
mutation sentence,"My neighbourhood has been surrounded by American troops for three days now , helicopters have been circling over our heads non-stop today ."
mutation sentence,"My neighbourhood has been surrounded by American troops for three days now , helicopters have been circling over our heads non-stop yesterday ."

original sentence,"Of course , the sooner the US soldiers can be withdrawn in favor of less - provocative local or international forces , the better ."
wrong word,less 15
mutation sentence,"Of course , the sooner the US soldiers can be withdrawn in favor of less anti - provocative local or international forces , the better ."

original sentence,"Now I hide a lot less . "" )"
wrong word,less 6
mutation sentence,"Now I hide a lot less myself . "" )"

original sentence,"I said Yep , had that truck longer than I have had most of my women ."
wrong word,longer 8
mutation sentence,"I said Yep , had that truck longer enough than I have had most of my women ."

original sentence,At least one expert believes China 's intentions might include a surprise attempt to circle the moon with astronauts before NASA 's planned lunar return .
wrong word,least 2
mutation sentence,At very least one expert believes China 's intentions might include a surprise attempt to circle the moon with astronauts before NASA 's planned lunar return .

original sentence,"we have made a furnace as such , we took a clay flower pot with a hole in the bottom put a piece of steel pipe in the middle of it with a cap on the bottom , filled the pipe with brass scrap , surounded the pipe with charcoal lit it off and pumped air through the hole in the pot , everything got red hot but did not melt ."
wrong word,red 66
mutation sentence,"we have made a furnace as such , we took a clay flower pot with a hole in the bottom put a piece of steel pipe in the middle of it with a cap on the bottom , filled the pipe with brass scrap , surounded the pipe with charcoal lit it off and pumped air through the hole in the pot , everything got very red hot but did not melt ."
mutation sentence,"we have made a furnace as such , we took a clay flower pot with a hole in the bottom put a piece of steel pipe in the middle of it with a cap on the bottom , filled the pipe with brass scrap , surounded the pipe with charcoal lit it off and pumped air through the hole in the pot , everything got really red hot but did not melt ."
mutation sentence,"we have made a furnace as such , we took a clay flower pot with a hole in the bottom put a piece of steel pipe in the middle of it with a cap on the bottom , filled the pipe with brass scrap , surounded the pipe with charcoal lit it off and pumped air through the hole in the pot , everything got slightly red hot but did not melt ."
mutation sentence,"we have made a furnace as such , we took a clay flower pot with a hole in the bottom put a piece of steel pipe in the middle of it with a cap on the bottom , filled the pipe with brass scrap , surounded the pipe with charcoal lit it off and pumped air through the hole in the pot , everything got bright red hot but did not melt ."
mutation sentence,"we have made a furnace as such , we took a clay flower pot with a hole in the bottom put a piece of steel pipe in the middle of it with a cap on the bottom , filled the pipe with brass scrap , surounded the pipe with charcoal lit it off and pumped air through the hole in the pot , everything got pretty red hot but did not melt ."
mutation sentence,"we have made a furnace as such , we took a clay flower pot with a hole in the bottom put a piece of steel pipe in the middle of it with a cap on the bottom , filled the pipe with brass scrap , surounded the pipe with charcoal lit it off and pumped air through the hole in the pot , everything got quite red hot but did not melt ."

original sentence,"some beautiful locations like close to Karol Bagh Shopping Market , Presidential Palace , and Birla Mandir Temple and Connaught Place and Jantar Mantar are near to it ."
wrong word,near 26
mutation sentence,"some beautiful locations like close to Karol Bagh Shopping Market , Presidential Palace , and Birla Mandir Temple and Connaught Place and Jantar Mantar are near enough to it ."
mutation sentence,"some beautiful locations like close to Karol Bagh Shopping Market , Presidential Palace , and Birla Mandir Temple and Connaught Place and Jantar Mantar are near to it too ."
mutation sentence,"some beautiful locations like close to Karol Bagh Shopping Market , Presidential Palace , and Birla Mandir Temple and Connaught Place and Jantar Mantar are near to it also ."

original sentence,"Mark at Tintman Nationwide tints Ltd , did a very Professional job very quick , no fuss , deliverd the car to me and I drove him back home , Great arrangement Great price !!"
wrong word,quick 14
mutation sentence,"Mark at Tintman Nationwide tints Ltd , did a very Professional job very really quick , no fuss , deliverd the car to me and I drove him back home , Great arrangement Great price !!"
mutation sentence,"Mark at Tintman Nationwide tints Ltd , did a very Professional job very super quick , no fuss , deliverd the car to me and I drove him back home , Great arrangement Great price !!"

original sentence,"Do n't waste time , just drive 10 minutes more down to Stevens Creek , they actually do try to help their customers there !"
wrong word,more 10
mutation sentence,"Do n't waste time , just drive 10 minutes more way down to Stevens Creek , they actually do try to help their customers there !"

original sentence,I am a proud owner of a brand new 2010 Hyundai Genesis .
wrong word,brand 8
mutation sentence,I am a proud private owner of a brand new 2010 Hyundai Genesis .

original sentence,The customer service at Home Delivery Service was terrible let alone their promise to proper set up furniture .
wrong word,proper 15
mutation sentence,The customer service at Home Delivery Service was terrible let alone their promise to proper home set up furniture .



"pos from 副词 to 介词
"
original sentence,Read on to learn the facts .
wrong word,on 2
mutation sentence,Read on online to learn the facts .
mutation sentence,Read on to further learn the facts .
mutation sentence,Read on to then learn the facts .
mutation sentence,Read on to learn the facts later .
mutation sentence,Read on to learn the facts here .
mutation sentence,Read on to learn the facts first .
mutation sentence,Read on to learn the facts again .
mutation sentence,Read on to learn the facts then .

original sentence,As recently as last week the official line stated they had no knowledge he had entered the country .
wrong word,As 1
mutation sentence,As as recently as last week the official line stated they had no knowledge he had entered the country .

original sentence,A search of Dr. Ken Berry 's residences likely will prove just about the last gasp of a biodefense insider theory .
wrong word,about 13
mutation sentence,A search of Dr. Ken Berry 's residences likely will prove just about the last gasping gasp of a biodefense insider theory .

original sentence,"You review and approve it , keep it on your desk , and I will come over and make the change at your desk on Monday ."
wrong word,over 17
mutation sentence,"You review and approve it , keep it on your desk , and I will just come over and make the change at your desk on Monday ."
mutation sentence,"You review and approve it , keep it on your desk , and I will come over tomorrow and make the change at your desk on Monday ."
mutation sentence,"You review and approve it , keep it on your desk , and I will come over later and make the change at your desk on Monday ."
mutation sentence,"You review and approve it , keep it on your desk , and I will come over tonight and make the change at your desk on Monday ."
